Year,Flag,Lat,Lon,ALB,BET,BKJ,BZX,FRZ,PBF,SKJ,TUN,YFT
1987,ECU,1.5,-82.5,0,0,0,0,0,0,0,0,0
1987,ECU,2.5,-84.5,0,0,0,0,0,0,0,0,0
1987,ECU,2.5,-83.5,0,0,0,0,0,0,27.8,0,27.2
1987,ECU,2.5,-82.5,0,25,0,0,0,0,368.08,0,1.99
1987,ECU,2.5,-81.5,0,0,0,0,0,0,121.93,0,20.06
1987,ECU,3.5,-84.5,0,0,0,0,0,0,45.2,0,0
1987,ECU,3.5,-83.5,0,0,0,0,0,0,31.7,0,0
1987,ECU,3.5,-82.5,0,0,0,0,0,0,56.1,0,27.2
1987,ECU,3.5,-81.5,0,0,0,0,0,0,69.7,0,0
1987,ECU,4.5,-83.5,0,0,0,0,0,0,12.07,0,6.02
1987,ECU,4.5,-82.5,0,0,0,0,0,0,25.3,0,0
1987,ECU,4.5,-81.5,0,0,0,0,0,0,0,0,0
1987,ECU,4.5,-80.5,0,0,0,0,0,0,5.01,0,3.98
1987,ECU,4.5,-79.5,0,0,0,0,0,0,5,0,0.39
1987,ECU,5.5,-84.5,0,0,0,0,0,0,18.1,0,0
1987,ECU,5.5,-83.5,0,0,0,0,0,0,139.57,0,149.6
1987,ECU,5.5,-82.5,0,28.12,0,0,0,0,43.88,0,160.29
1987,ECU,5.5,-81.5,0,0,0,0,0,0,62.99,0,201.42
1987,ECU,5.5,-80.5,0,0,0,0,0,0,0.9,0,29.8
1987,ECU,5.5,-79.5,0,0,0,0,0,0,0.9,0,19.9
1987,ECU,5.5,-78.5,0,0,0,0,0,0,3.7,0,62.7
1987,ECU,6.5,-83.5,0,0,0,0,0,0,30,0,7.2
1987,ECU,6.5,-82.5,0,59.87,5.4,0,0,0,85.27,0,166.58
1987,ECU,6.5,-81.5,0,0,0,0,0,0,28,0,78.1
1987,ECU,6.5,-80.5,0,0,0,0,0,0,66.54,0,68.05
1987,ECU,6.5,-78.5,0,0,0,0,0,0,55.4,0,40.4
1987,ECU,7.5,-82.5,0,0,0,0,0,0,3.6,0,0
1987,MEX,3.5,-81.5,0,0,0,0,0,0,0.14,0,3.65
1987,MEX,3.5,-80.5,0,0,0,0,0,0,9.9,0,4.9
1987,MEX,5.5,-82.5,0,0,0,0,0,0,0,0,0
1987,MEX,5.5,-81.5,0,0,0,0,0,0,0,0,0
1987,MEX,6.5,-82.5,0,0,0,0,0,0,0,0,0
1987,MEX,6.5,-81.5,0,0,0,0,0,0,0,0,95.6
1987,MEX,6.5,-80.5,0,0,0,0,0,0,0,0,19.9
1987,MEX,7.5,-86.5,0,0,0,0,0,0,24.49,0,3.62
1987,MEX,8.5,-87.5,0,0,0,0,0,0,0,0,22.52
1987,MEX,8.5,-86.5,0,0,0,0,0,0,60.12,0,587.02
1987,MEX,8.5,-85.5,0,0,0,0,0,0,0,0,0
1987,MEX,8.5,-84.5,0,0,0,0,0,0,9.9,0,59.02
1987,MEX,9.5,-100.5,0,0,0,0,0,0,0,0,14.9
1987,MEX,9.5,-91.5,0,0,0,0,0,0,0,0,19.9
1987,MEX,9.5,-86.5,0,0,0,0,0,0,0,0,43.16
1987,MEX,9.5,-85.5,0,0,0,0,0,0,0.9,0,96.9
1987,MEX,9.5,-84.5,0,0,0,0,0,0,0,0,44.9
1987,MEX,10.5,-102.5,0,0,0,0,0,0,0,0,0
1987,MEX,10.5,-100.5,0,0,0,0,0,0,0,0,22.77
1987,MEX,10.5,-99.5,0,0,0,0,0,0,0,0,175.2
1987,MEX,10.5,-98.5,0,0,0,0,0,0,0,0,4.9
1987,MEX,10.5,-94.5,0,0,0,0,0,0,0,0,89.8
1987,MEX,10.5,-93.5,0,0,0,0,0,0,0,0,34.77
1987,MEX,10.5,-91.5,0,0,0,0,0,0,0,0,19.95
1987,MEX,10.5,-90.5,0,0,0,0,0,0,0,0,9.9
1987,MEX,10.5,-89.5,0,0,0,0,0,0,0,0,29.9
1987,MEX,10.5,-88.5,0,0,0,0,0,0,0,0,402.71
1987,MEX,10.5,-87.5,0,0,0,0,0,0,0,0,628.85
1987,MEX,10.5,-86.5,0,0,0,0,0,0,0,0,79.9
1987,MEX,11.5,-104.5,0,0,0,0,0,0,0,0,3.9
1987,MEX,11.5,-103.5,0,0,0,0,0,0,0,0,96.6
1987,MEX,11.5,-102.5,0,0,0,0,0,0,0,0,42.4
1987,MEX,11.5,-101.5,0,0,0,0,0,0,1.9,0,8.8
1987,MEX,11.5,-98.5,0,0,0,0,0,0,0,0,44.45
1987,MEX,11.5,-97.5,0,0,0,0,0,0,0,0,65
1987,MEX,11.5,-96.5,0,0,0,0,0,0,0,0,129.67
1987,MEX,11.5,-95.5,0,0,0,0,0,0,0,0,3.9
1987,MEX,11.5,-94.5,0,0,0,0,0,0,0,0,95.6
1987,MEX,11.5,-93.5,0,0,0,0,0,0,0,0,158.46
1987,MEX,11.5,-92.5,0,0,0,0,0,0,0,0,106.88
1987,MEX,11.5,-91.5,0,0,0,0,0,0,13.6,0,184.82
1987,MEX,11.5,-90.5,0,0,0,0,0,0,0,0,74.33
1987,MEX,11.5,-89.5,0,0,0,0,0,0,0,0,44.9
1987,MEX,11.5,-88.5,0,0,0,0,0,0,0,0,235.96
1987,MEX,11.5,-87.5,0,0,0,0,0,0,0,0,207.33
1987,MEX,12.5,-108.5,0,0,0,0,0,0,0,0,8.8
1987,MEX,12.5,-107.5,0,0,0,0,0,0,0,0,85.22
1987,MEX,12.5,-106.5,0,0,0,0,0,0,0,0,15.7
1987,MEX,12.5,-105.5,0,0,0,0,0,0,0,0,24.7
1987,MEX,12.5,-104.5,0,0,0,0,0,0,1.9,0,86.5
1987,MEX,12.5,-103.5,0,0,0,0,0,0,0,0,244.64
1987,MEX,12.5,-102.5,0,0,0,0,0,0,0.9,0,89.8
1987,MEX,12.5,-101.5,0,0,0,0,0,0,0,0,170.62
1987,MEX,12.5,-100.5,0,0,0,0,0,0,0,0,65.64
1987,MEX,12.5,-99.5,0,0,0,0,0,0,0,0,75.29
1987,MEX,12.5,-98.5,0,0,0,0,0,0,0,0,84.8
1987,MEX,12.5,-97.5,0,0,0,0,0,0,0,0,155.76
1987,MEX,12.5,-96.5,0,0,0,0,0,0,0,0,49.8
1987,MEX,12.5,-95.5,0,0,0,0,0,0,0,0,9.25
1987,MEX,12.5,-94.5,0,0,0,0,0,0,0,0,44.7
1987,MEX,12.5,-93.5,0,0,0,0,0,0,0,0,276.44
1987,MEX,12.5,-92.5,0,0,0,0,0,0,0,0,0
1987,MEX,12.5,-91.5,0,0,0,0,0,0,0,0,17.15
1987,MEX,13.5,-110.5,0,0,0,0,0,0,0,0,61.69
1987,MEX,13.5,-109.5,0,0,0,0,0,0,0,0,63.18
1987,MEX,13.5,-108.5,0,0,0,0,0,0,2.72,0,253.2
1987,MEX,13.5,-107.5,0,0,0,0,0,0,0,0,303.78
1987,MEX,13.5,-106.5,0,0,0,0,0,0,5.44,0,79.47
1987,MEX,13.5,-105.5,0,0,0,0,0,0,0.9,0,248.2
1987,MEX,13.5,-104.5,0,0,0,0,0,0,0,0,498.32
1987,MEX,13.5,-103.5,0,0,0,0,0,0,1.81,0,645.05
1987,MEX,13.5,-102.5,0,0,0,0,0,0,0.9,0,492.2
1987,MEX,13.5,-101.5,0,0,0,0,0,0,0,0,129.6
1987,MEX,13.5,-100.5,0,0,0,0,0,0,0,0,221.4
1987,MEX,13.5,-99.5,0,0,0,0,0,0,0,0,55.03
1987,MEX,13.5,-98.5,0,0,0,0,0,0,0,0,85.4
1987,MEX,13.5,-97.5,0,0,0,0,0,0,0,0,60.47
1987,MEX,13.5,-96.5,0,0,0,0,0,0,0,0,16.8
1987,MEX,13.5,-93.5,0,0,0,0,0,0,0,0,12.7
1987,MEX,14.5,-109.5,0,0,0,0,0,0,0,0,56.05
1987,MEX,14.5,-108.5,0,0,0,0,0,0,0,0,398.9
1987,MEX,14.5,-107.5,0,0,0,0,0,0,0,0,131
1987,MEX,14.5,-106.5,0,0,0,0,0,0,9.07,0,98
1987,MEX,14.5,-105.5,0,0,0,0,0,0,5.44,0,172.78
1987,MEX,14.5,-104.5,0,0,0,0,0,0,0,0,217.95
1987,MEX,14.5,-103.5,0,0,0,0,0,0,47.17,0,369.83
1987,MEX,14.5,-102.5,0,0,0,0,0,0,0,0,114.23
1987,MEX,14.5,-101.5,0,0,0,0,0,0,0,0,71.5
1987,MEX,14.5,-100.5,0,0,0,0,0,0,0,0,136.52
1987,MEX,14.5,-99.5,0,0,0,0,0,0,0,0,19.87
1987,MEX,14.5,-98.5,0,0,0,0,0,0,0,0,12.87
1987,MEX,14.5,-97.5,0,0,0,0,0,0,0,0,89.17
1987,MEX,14.5,-96.5,0,0,0,0,0,0,0,0,14.9
1987,MEX,15.5,-109.5,0,0,0,0,0,0,0,0,84
1987,MEX,15.5,-108.5,0,0,0,0,0,0,0,0,54.8
1987,MEX,15.5,-107.5,0,0,0,0,0,0,0,0,11.9
1987,MEX,15.5,-104.5,0,0,0,0,0,0,0,0,24.06
1987,MEX,15.5,-103.5,0,0,0,0,0,0,1.81,0,282.78
1987,MEX,15.5,-102.5,0,0,0,0,0,0,0,0,109.39
1987,MEX,15.5,-101.5,0,0,0,0,0,0,0,0,15.77
1987,MEX,15.5,-100.5,0,0,0,0,0,0,0,0,28.48
1987,MEX,15.5,-99.5,0,0,0,0,0,0,0,0,2.8
1987,MEX,16.5,-110.5,0,0,0,0,0,0,0,0,9.07
1987,MEX,16.5,-109.5,0,0,0,0,0,0,0,0,9.07
1987,MEX,16.5,-108.5,0,0,0,0,0,0,0,0,54.95
1987,MEX,16.5,-107.5,0,0,0,0,0,0,0,0,48.92
1987,MEX,16.5,-103.5,0,0,0,0,0,0,0,0,15.42
1987,MEX,17.5,-112.5,0,0,0,0,0,0,0,0,15.42
1987,MEX,17.5,-111.5,0,0,0,0,0,0,0,0,110.67
1987,MEX,17.5,-110.5,0,0,0,0,0,0,0,0,33.56
1987,MEX,17.5,-109.5,0,0,0,0,0,0,0,0,25.4
1987,MEX,17.5,-107.5,0,0,0,0,0,0,52.9,0,2.9
1987,MEX,17.5,-103.5,0,0,0,0,0,0,0,0,3.9
1987,MEX,18.5,-111.5,0,0,0,0,0,0,0,0,8.34
1987,MEX,18.5,-110.5,0,0,0,0,0,0,30,0,0
1987,MEX,18.5,-108.5,0,0,0,0,0,0,0,0,1.9
1987,MEX,18.5,-105.5,0,0,0,0,0,0,0,0,3.9
1987,MEX,19.5,-110.5,0,0,0,0,0,0,0,0,44.9
1987,MEX,19.5,-109.5,0,0,0,0,0,0,0,0,5.9
1987,MEX,19.5,-105.5,0,0,0,0,0,0,0,0,46.9
1987,MEX,20.5,-108.5,0,0,0,0,0,0,0,0,79.9
1987,MEX,20.5,-107.5,0,0,0,0,0,0,0,0,6.9
1987,MEX,20.5,-106.5,0,0,0,0,0,0,0,0,7.6
1987,MEX,21.5,-108.5,0,0,0,0,0,0,0,0,0
1987,MEX,22.5,-109.5,0,0,0,0,0,0,0,0,1.81
1987,MEX,23.5,-108.5,0,0,0,0,0,0,0,0,3.62
1987,MEX,23.5,-107.5,0,0,0,0,0,0,0,0,0
1987,Other,-8.5,-85.5,0,0,0,0,0,0,0,0,0.9
1987,Other,2.5,-83.5,0,0,0,0,0,0,10.88,0,0
1987,Other,2.5,-82.5,0,0,0,0,0,0,112.1,0,0.9
1987,Other,2.5,-81.5,0,0,0,0,0,0,0,0,0
1987,Other,3.5,-90.5,0,0,0,0,0,0,0,0,0
1987,Other,4.5,-82.5,0,0,0,0,0,0,3.6,0,0
1987,Other,5.5,-90.5,0,0,0,0,0,0,0,0,0
1987,Other,5.5,-86.5,0,0,0,0,0,0,0,0,1.9
1987,Other,5.5,-82.5,0,0,0,0,0,0,0,0,80.9
1987,Other,5.5,-81.5,0,0,0,0,0,0,50.8,0,1.8
1987,Other,6.5,-94.5,0,0,0,0,0,0,5.9,0,61
1987,Other,6.5,-91.5,0,0,0,0,0,0,13.85,0,56.14
1987,Other,6.5,-89.5,0,0,0,0,0,0,0,0,35
1987,Other,6.5,-83.5,0,0,0,0,0,0,18.1,0,27.2
1987,Other,6.5,-82.5,0,0,0,0,0,0,0,0,25
1987,Other,6.5,-81.5,0,0,0,0,0,0,0,0,0
1987,Other,7.5,-94.5,0,0,0,0,0,0,0,0,40.8
1987,Other,7.5,-92.5,0,0,0,0,0,0,0,0,78.5
1987,Other,7.5,-91.5,0,0,0,0,0,0,0,0,81.1
1987,Other,7.5,-90.5,0,0,0,0,0,0,0,0,139.1
1987,Other,7.5,-89.5,0,0,0,0,0,0,3.12,0,4.77
1987,Other,7.5,-84.5,0,0,0,0,0,0,0,0,1.9
1987,Other,8.5,-95.5,0,0,0,0,0,0,0,0,18.1
1987,Other,8.5,-92.5,0,0,0,0,0,0,0,0,11.8
1987,Other,8.5,-91.5,0,0,0,0,0,0,0,0,46.9
1987,Other,8.5,-90.5,0,0,0,0,0,0,0,0,152.2
1987,Other,8.5,-89.5,0,0,0,0,0,0,0,0,41.6
1987,Other,9.5,-92.5,0,0,0,0,0,0,0,0,0.9
1987,Other,11.5,-91.5,0,0,0,0,0,0,0,0,84.2
1987,Other,12.5,-92.5,0,0,0,0,0,0,0,0,80.7
1987,USA,4.5,-96.5,0,0,0,0,0,0,0,0,3.6
1987,USA,5.5,-96.5,0,0,0,0,0,0,0,0,27.2
1987,USA,5.5,-95.5,0,0,0,0,0,0,0,0,31.7
1987,USA,5.5,-93.5,0,0,0,0,0,0,0,0,12.7
1987,USA,5.5,-81.5,0,0,0,0,0,0,0,0,0
1987,USA,5.5,-80.5,0,0,0,0,0,0,0,0,0
1987,USA,5.5,-78.5,0,0,0,0,0,0,0,0,18.1
1987,USA,6.5,-96.5,0,0,0,0,0,0,0,0,86
1987,USA,6.5,-95.5,0,0,0,0,0,0,0,0,56.1
1987,USA,6.5,-94.5,0,0,0,0,0,0,0,0,72.5
1987,USA,6.5,-93.5,0,0,0,0,0,0,0,0,33.5
1987,USA,6.5,-92.5,0,0,0,0,0,0,0,0,36.2
1987,USA,6.5,-91.5,0,0,0,0,0,0,0,0,69.8
1987,USA,6.5,-86.5,0,0,0,0,0,0,0,0,0
1987,USA,6.5,-81.5,0,0,0,0,0,0,12.7,0,180.52
1987,USA,6.5,-80.5,0,0,0,0,0,0,242.96,0,122.1
1987,USA,6.5,-79.5,0,0,0,0,0,0,46.14,0,85.91
1987,USA,6.5,-78.5,0,0,0,0,0,0,0,0,0
1987,USA,7.5,-98.5,0,0,0,0,0,0,1.8,0,193.8
1987,USA,7.5,-97.5,0,0,0,0,0,0,0,0,117.7
1987,USA,7.5,-96.5,0,0,0,0,0,0,0,0,167.6
1987,USA,7.5,-95.5,0,0,0,0,0,0,0,0,113.2
1987,USA,7.5,-94.5,0,0,0,0,0,0,0,0,123.07
1987,USA,7.5,-93.5,0,0,0,0,0,0,0,0,19.05
1987,USA,7.5,-92.5,0,0,0,0,0,0,0,0,4.53
1987,USA,7.5,-91.5,0,0,0,0,0,0,0,0,3.6
1987,USA,7.5,-89.5,0,0,0,0,0,0,0,0,0
1987,USA,8.5,-100.5,0,0,0,0,0,0,0,0,7.2
1987,USA,8.5,-99.5,0,0,0,0,0,0,36.2,0,122.2
1987,USA,8.5,-98.5,0,0,0,0,0,0,0,0,74.2
1987,USA,8.5,-97.5,0,0,0,0,0,0,0,0,51.5
1987,USA,8.5,-96.5,0,0,0,0,0,0,0,0,11.7
1987,USA,8.5,-94.5,0,0,0,0,0,0,7.61,0,19.48
1987,USA,8.5,-93.5,0,0,0,0,0,0,0,0,49.8
1987,USA,8.5,-90.5,0,0,0,0,0,0,0,0,9
1987,USA,8.5,-86.5,0,0,0,0,0,0,0,0,25.2
1987,USA,8.5,-85.5,0,0,0,0,0,0,0,0,0
1987,USA,8.5,-84.5,0,0,0,0,0,0,0,0,0
1987,USA,9.5,-98.5,0,0,0,0,0,0,22.6,0,31.6
1987,USA,9.5,-97.5,0,0,0,0,0,0,4.5,0,31.6
1987,USA,9.5,-95.5,0,0,0,0,0,0,0,0,2.7
1987,USA,9.5,-94.5,0,0,0,0,0,0,0,0,30.8
1987,USA,9.5,-93.5,0,0,0,0,0,0,0,0,172.7
1987,USA,9.5,-92.5,0,0,0,0,0,0,0,0,0
1987,USA,9.5,-91.5,0,0,0,0,0,0,0,0,27.2
1987,USA,9.5,-90.5,0,0,0,0,0,0,1.8,0,77
1987,USA,9.5,-89.5,0,0,0,0,0,0,4.5,0,18.1
1987,USA,10.5,-109.5,0,0,0,0,0,0,0,0,11.7
1987,USA,10.5,-100.5,0,0,0,0,0,0,0,0,27.1
1987,USA,10.5,-99.5,0,0,0,0,0,0,0,0,11.7
1987,USA,10.5,-98.5,0,0,0,0,0,0,0,0,42.5
1987,USA,10.5,-97.5,0,0,0,0,0,0,0,0,211.8
1987,USA,10.5,-96.5,0,0,0,0,0,0,0,0,24.4
1987,USA,10.5,-95.5,0,0,0,0,0,0,0,0,77.9
1987,USA,10.5,-94.5,0,0,0,0,0,0,0,0,41.56
1987,USA,10.5,-93.5,0,0,0,0,0,0,0,0,205.5
1987,USA,10.5,-92.5,0,0,0,0,0,0,0,0,9
1987,USA,10.5,-90.5,0,0,0,0,0,0,4.5,0,122.3
1987,USA,10.5,-88.5,0,0,0,0,0,0,0,0,27.2
1987,USA,10.5,-86.5,0,0,0,0,0,0,0,0,0
1987,USA,11.5,-110.5,0,0,0,0,0,0,0,0,2.7
1987,USA,11.5,-109.5,0,0,0,0,0,0,4.5,0,50.6
1987,USA,11.5,-99.5,0,0,0,0,0,0,0,0,54.4
1987,USA,11.5,-98.5,0,0,0,0,0,0,0,0,17.1
1987,USA,11.5,-97.5,0,0,0,0,0,0,0,0,97.9
1987,USA,11.5,-96.5,0,0,0,0,0,0,0,0,84.17
1987,USA,11.5,-95.5,0,0,0,0,0,0,0,0,566.93
1987,USA,11.5,-94.5,0,0,0,0,0,0,0,0,532.74
1987,USA,11.5,-93.5,0,0,0,0,0,0,0,0,58.8
1987,USA,11.5,-92.5,0,0,0,0,0,0,0,0,99.6
1987,USA,11.5,-91.5,0,0,0,0,0,0,0,0,117.8
1987,USA,12.5,-111.5,0,0,0,0,0,0,0,0,22.6
1987,USA,12.5,-109.5,0,0,0,0,0,0,1.8,0,91.3
1987,USA,12.5,-108.5,0,0,0,0,0,0,0,0,1.8
1987,USA,12.5,-102.5,0,0,0,0,0,0,0,0,0
1987,USA,12.5,-101.5,0,0,0,0,0,0,0,0,0
1987,USA,12.5,-99.5,0,0,0,0,0,0,0,0,9
1987,USA,12.5,-97.5,0,0,0,0,0,0,0,0,104.9
1987,USA,12.5,-96.5,0,0,0,0,0,0,0,0,113.91
1987,USA,12.5,-95.5,0,0,0,0,0,0,0,0,453.1
1987,USA,12.5,-94.5,0,0,0,0,0,0,0,0,174.7
1987,USA,12.5,-93.5,0,0,0,0,0,0,0,0,318.5
1987,USA,12.5,-92.5,0,0,0,0,0,0,9,0,304.3
1987,USA,12.5,-91.5,0,0,0,0,0,0,0,0,87.8
1987,USA,12.5,-90.5,0,0,0,0,0,0,0,0,54.4
1987,USA,13.5,-113.5,0,0,0,0,0,0,0,0,23.5
1987,USA,13.5,-111.5,0,0,0,0,0,0,0,0,2.7
1987,USA,13.5,-110.5,0,0,0,0,0,0,0,0,134.91
1987,USA,13.5,-109.5,0,0,0,0,0,0,0,0,6.3
1987,USA,13.5,-106.5,0,0,0,0,0,0,0,0,0
1987,USA,13.5,-104.5,0,0,0,0,0,0,0,0,19.8
1987,USA,13.5,-102.5,0,0,0,0,0,0,0,0,27.2
1987,USA,13.5,-100.5,0,0,0,0,0,0,0,0,3.6
1987,USA,13.5,-98.5,0,0,0,0,0,0,0,0,13.6
1987,USA,13.5,-97.5,0,0,0,0,0,0,0,0,10.8
1987,USA,13.5,-96.5,0,0,0,0,0,0,0,0,70.7
1987,USA,13.5,-94.5,0,0,0,0,0,0,0,0,30.8
1987,USA,13.5,-93.5,0,0,0,0,0,0,0,0,23.5
1987,USA,14.5,-113.5,0,0,0,0,0,0,0,0,9.07
1987,USA,14.5,-112.5,0,0,0,0,0,0,0,0,75.2
1987,USA,14.5,-111.5,0,0,0,0,0,0,0,0,51.6
1987,USA,14.5,-110.5,0,0,0,0,0,0,0,0,153.6
1987,USA,14.5,-109.5,0,0,0,0,0,0,0,0,48.9
1987,USA,14.5,-108.5,0,0,0,0,0,0,0,0,0
1987,USA,14.5,-107.5,0,0,0,0,0,0,0,0,3.6
1987,USA,14.5,-104.5,0,0,0,0,0,0,0,0,0
1987,USA,14.5,-100.5,0,0,0,0,0,0,0,0,42.5
1987,USA,14.5,-99.5,0,0,0,0,0,0,0,0,31.7
1987,USA,14.5,-98.5,0,0,0,0,0,0,0,0,7.2
1987,USA,14.5,-97.5,0,0,0,0,0,0,0,0,6.3
1987,USA,14.5,-94.5,0,0,0,0,0,0,0,0,0
1987,USA,15.5,-113.5,0,0,0,0,0,0,0,0,65.2
1987,USA,15.5,-112.5,0,0,0,0,0,0,0,0,13.6
1987,USA,15.5,-110.5,0,0,0,0,0,0,0,0,0
1987,USA,15.5,-109.5,0,0,0,0,0,0,0,0,20.86
1987,USA,15.5,-108.5,0,0,0,0,0,0,0,0,0.9
1987,USA,15.5,-105.5,0,0,0,0,0,0,0,0,6.35
1987,USA,15.5,-99.5,0,0,0,0,0,0,0,0,0
1987,USA,16.5,-117.5,0,0,0,0,0,0,0,0,448.3
1987,USA,16.5,-108.5,0,0,0,0,0,0,0,0,1.81
1987,USA,17.5,-118.5,0,0,0,0,0,0,0,0,0
1987,USA,17.5,-116.5,0,0,0,0,0,0,25.4,0,0
1987,USA,17.5,-113.5,0,0,0,0,0,0,0,0,5.4
1987,USA,18.5,-113.5,0,0,0,0,0,0,0,0,15.3
1987,USA,18.5,-110.5,0,0,0,0,0,0,0,0,7.25
1987,USA,19.5,-112.5,0,0,0,0,0,0,0,0,10.8
1987,USA,19.5,-110.5,0,0,0,0,0,0,0,0,106.9
1987,USA,25.5,-113.5,0,0,0,0,0,0,0,0,36.2
1987,VEN,-10.5,-85.5,0,0,0,0,0,0,0,0,42.9
1987,VEN,-9.5,-86.5,0,0,0,0,0,0,0,0,12.9
1987,VEN,-9.5,-85.5,0,0,0,0,0,0,80,0,53.8
1987,VEN,-9.5,-84.5,0,0,0,0,0,0,0,0,11.9
1987,VEN,-8.5,-87.5,0,0,0,0,0,0,0,0,10.9
1987,VEN,-8.5,-86.5,0,0,0,0,0,0,35,0,69.9
1987,VEN,-8.5,-85.5,0,0,0,0,0,0,154.9,0,91.8
1987,VEN,-8.5,-84.5,0,0,0,0,0,0,0,0,28
1987,VEN,-7.5,-85.5,0,0,0,0,0,0,144.8,0,4.9
1987,VEN,2.5,-89.5,0,0,0,0,0,0,0,0,6.9
1987,VEN,2.5,-88.5,0,0,0,0,0,0,0,0,0
1987,VEN,2.5,-82.5,0,0,0,0,0,0,0,0,0
1987,VEN,3.5,-95.5,0,0,0,0,0,0,0,0,14.7
1987,VEN,3.5,-82.5,0,0,0,0,0,0,0,0,0
1987,VEN,4.5,-96.5,0,0,0,0,0,0,0,0,134.8
1987,VEN,4.5,-95.5,0,0,0,0,0,0,0,0,166.3
1987,VEN,4.5,-94.5,0,0,0,0,0,0,0,0,113.8
1987,VEN,4.5,-93.5,0,0,0,0,0,0,0,0,44.9
1987,VEN,4.5,-92.5,0,0,0,0,0,0,0,0,58.8
1987,VEN,4.5,-86.5,0,0,0,0,0,0,0,0,0
1987,VEN,5.5,-97.5,0,0,0,0,0,0,0,0,9.9
1987,VEN,5.5,-94.5,0,0,0,0,0,0,0,0,6.9
1987,VEN,5.5,-85.5,0,0,0,0,0,0,0,0,0
1987,VEN,5.5,-82.5,0,0,0,0,0,0,0,0,0
1987,VEN,5.5,-78.5,0,0,0,0,0,0,15.3,0,54.69
1987,VEN,6.5,-97.5,0,0,0,0,0,0,0,0,29.9
1987,VEN,6.5,-94.5,0,0,0,0,0,0,25.4,0,25.4
1987,VEN,6.5,-91.5,0,0,0,0,0,0,0,0,52.8
1987,VEN,6.5,-90.5,0,0,0,0,0,0,0,0,14.9
1987,VEN,6.5,-86.5,0,0,0,0,0,0,0,0,8.16
1987,VEN,6.5,-85.5,0,0,0,0,0,0,8.08,0,28.91
1987,VEN,6.5,-84.5,0,0,0,0,0,0,0,0,0
1987,VEN,6.5,-83.5,0,0,0,0,0,0,4.5,0,4.5
1987,VEN,6.5,-82.5,0,0,0,0,0,0,14.9,0,11.9
1987,VEN,6.5,-81.5,0,0,0,0,0,0,34.74,0,391.2
1987,VEN,6.5,-80.5,0,0,0,0,0,0,155.14,0,419.37
1987,VEN,6.5,-79.5,0,0,0,0,0,0,17.04,0,46.13
1987,VEN,6.5,-78.5,0,0,0,0,0,0,6.95,0,13.55
1987,VEN,7.5,-98.5,0,0,0,0,0,0,0,0,32.8
1987,VEN,7.5,-97.5,0,0,0,0,0,0,0,0,74.7
1987,VEN,7.5,-93.5,0,0,0,0,0,0,0,0,29.93
1987,VEN,7.5,-92.5,0,0,0,0,0,0,0,0,139.7
1987,VEN,7.5,-91.5,0,0,0,0,0,0,4.9,0,59.7
1987,VEN,7.5,-90.5,0,0,0,0,0,0,0,0,16.3
1987,VEN,7.5,-89.5,0,0,0,0,0,0,0,0,3.9
1987,VEN,7.5,-88.5,0,0,0,0,0,0,1.28,0,14.51
1987,VEN,7.5,-87.5,0,0,0,0,0,0,0,0,0
1987,VEN,7.5,-86.5,0,0,0,0,0,0,0,0,0
1987,VEN,7.5,-85.5,0,0,0,0,0,0,0,0,4.9
1987,VEN,7.5,-84.5,0,0,0,0,0,0,13.6,0,2.8
1987,VEN,7.5,-83.5,0,0,0,0,0,0,4.9,0,78.1
1987,VEN,7.5,-82.5,0,0,0,0,0,0,9.9,0,2.9
1987,VEN,7.5,-80.5,0,0,0,0,0,0,25,0,0
1987,VEN,7.5,-79.5,0,0,0,0,0,0,3.45,0,12.34
1987,VEN,7.5,-78.5,0,0,0,0,0,0,0,0,135.6
1987,VEN,8.5,-98.5,0,0,0,0,0,0,0,0,39.9
1987,VEN,8.5,-96.5,0,0,0,0,0,0,0,0,9.9
1987,VEN,8.5,-92.5,0,0,0,0,0,0,0,0,14.9
1987,VEN,8.5,-91.5,0,0,0,0,0,0,0,0,40.8
1987,VEN,8.5,-90.5,0,0,0,0,0,0,6.9,0,0.9
1987,VEN,8.5,-89.5,0,0,0,0,0,0,0,0,247.3
1987,VEN,8.5,-88.5,0,0,0,0,0,0,0,0,47.8
1987,VEN,8.5,-86.5,0,0,0,0,0,0,0,0,0
1987,VEN,8.5,-85.5,0,0,0,0,0,0,0,0,0
1987,VEN,8.5,-84.5,0,0,0,0,0,0,33.46,0,316.21
1987,VEN,8.5,-83.5,0,0,0,0,0,0,0,0,14.9
1987,VEN,9.5,-91.5,0,0,0,0,0,0,0,0,0
1987,VEN,9.5,-89.5,0,0,0,0,0,0,0,0,40
1987,VEN,9.5,-86.5,0,0,0,0,0,0,0,0,0
1987,VEN,9.5,-85.5,0,0,0,0,0,0,0,0,4.9
1987,VEN,10.5,-93.5,0,0,0,0,0,0,0,0,2.9
1987,VEN,10.5,-91.5,0,0,0,0,0,0,6.9,0,18.1
1987,VEN,10.5,-90.5,0,0,0,0,0,0,0,0,11.7
1987,VEN,10.5,-87.5,0,0,0,0,0,0,0,0,7.2
1987,VEN,11.5,-92.5,0,0,0,0,0,0,3.62,0,15.42
1987,VEN,11.5,-90.5,0,0,0,0,0,0,0,0,16.32
1987,VEN,11.5,-88.5,0,0,0,0,0,0,0,0,14.9
1987,ECU,-0.5,-81.5,0,0,0,0,0,0,0,0,0
