BigCellID,BigCellTypeID,x,y,Pacific
16091,1,-90.5,19.5,0
16097,1,-90.5,13.5,1
16098,1,-90.5,12.5,1
16099,1,-90.5,11.5,1
16100,1,-90.5,10.5,1
16101,1,-90.5,9.5,1
16102,1,-90.5,8.5,1
16103,1,-90.5,7.5,1
16104,1,-90.5,6.5,1
16105,1,-90.5,5.5,1
16106,1,-90.5,4.5,1
16107,1,-90.5,3.5,1
16108,1,-90.5,2.5,1
16109,1,-90.5,1.5,1
16110,1,-90.5,0.5,1
16111,1,-90.5,-0.5,1
16112,1,-90.5,-1.5,1
16113,1,-90.5,-2.5,1
16114,1,-90.5,-3.5,1
16115,1,-90.5,-4.5,1
16116,1,-90.5,-5.5,1
16117,1,-90.5,-6.5,1
16118,1,-90.5,-7.5,1
16119,1,-90.5,-8.5,1
16120,1,-90.5,-9.5,1
16121,1,-90.5,-10.5,1
16122,1,-90.5,-11.5,1
16123,1,-90.5,-12.5,1
16124,1,-90.5,-13.5,1
16125,1,-90.5,-14.5,1
16126,1,-90.5,-15.5,1
16127,1,-90.5,-16.5,1
16128,1,-90.5,-17.5,1
16129,1,-90.5,-18.5,1
16130,1,-90.5,-19.5,1
16131,1,-90.5,-20.5,1
16132,1,-90.5,-21.5,1
16133,1,-90.5,-22.5,1
16134,1,-90.5,-23.5,1
16135,1,-90.5,-24.5,1
16136,1,-90.5,-25.5,1
16137,1,-90.5,-26.5,1
16138,1,-90.5,-27.5,1
16139,1,-90.5,-28.5,1
16140,1,-90.5,-29.5,1
16141,1,-90.5,-30.5,1
16142,1,-90.5,-31.5,1
16143,1,-90.5,-32.5,1
16144,1,-90.5,-33.5,1
16145,1,-90.5,-34.5,1
16146,1,-90.5,-35.5,1
16147,1,-90.5,-36.5,1
16148,1,-90.5,-37.5,1
16149,1,-90.5,-38.5,1
16150,1,-90.5,-39.5,1
16151,1,-90.5,-40.5,1
16152,1,-90.5,-41.5,1
16153,1,-90.5,-42.5,1
16154,1,-90.5,-43.5,1
16155,1,-90.5,-44.5,1
16156,1,-90.5,-45.5,1
16157,1,-90.5,-46.5,1
16158,1,-90.5,-47.5,1
16159,1,-90.5,-48.5,1
16160,1,-90.5,-49.5,1
16161,1,-90.5,-50.5,1
16162,1,-90.5,-51.5,1
16163,1,-90.5,-52.5,1
16164,1,-90.5,-53.5,1
16165,1,-90.5,-54.5,1
16166,1,-90.5,-55.5,1
16167,1,-90.5,-56.5,1
16168,1,-90.5,-57.5,1
16169,1,-90.5,-58.5,1
16170,1,-90.5,-59.5,1
16171,1,-90.5,-60.5,1
16172,1,-90.5,-61.5,1
16173,1,-90.5,-62.5,1
16174,1,-90.5,-63.5,1
16175,1,-90.5,-64.5,1
16176,1,-90.5,-65.5,1
16177,1,-90.5,-66.5,1
16178,1,-90.5,-67.5,1
16179,1,-90.5,-68.5,1
16180,1,-90.5,-69.5,1
16216,1,-89.5,74.5,0
16217,1,-89.5,73.5,0
16218,1,-89.5,72.5,0
16226,1,-89.5,64.5,0
16227,1,-89.5,63.5,0
16228,1,-89.5,62.5,0
16229,1,-89.5,61.5,0
16230,1,-89.5,60.5,0
16231,1,-89.5,59.5,0
16232,1,-89.5,58.5,0
16233,1,-89.5,57.5,0
16234,1,-89.5,56.5,0
16260,1,-89.5,30.5,0
16261,1,-89.5,29.5,0
16262,1,-89.5,28.5,0
16263,1,-89.5,27.5,0
16264,1,-89.5,26.5,0
16265,1,-89.5,25.5,0
16266,1,-89.5,24.5,0
16267,1,-89.5,23.5,0
16268,1,-89.5,22.5,0
16269,1,-89.5,21.5,0
16277,1,-89.5,13.5,1
16278,1,-89.5,12.5,1
16279,1,-89.5,11.5,1
16280,1,-89.5,10.5,1
16281,1,-89.5,9.5,1
16282,1,-89.5,8.5,1
16283,1,-89.5,7.5,1
16284,1,-89.5,6.5,1
16285,1,-89.5,5.5,1
16286,1,-89.5,4.5,1
16287,1,-89.5,3.5,1
16288,1,-89.5,2.5,1
16289,1,-89.5,1.5,1
16290,1,-89.5,0.5,1
16291,1,-89.5,-0.5,1
16292,1,-89.5,-1.5,1
16293,1,-89.5,-2.5,1
16294,1,-89.5,-3.5,1
16295,1,-89.5,-4.5,1
16296,1,-89.5,-5.5,1
16297,1,-89.5,-6.5,1
16298,1,-89.5,-7.5,1
16299,1,-89.5,-8.5,1
16300,1,-89.5,-9.5,1
16301,1,-89.5,-10.5,1
16302,1,-89.5,-11.5,1
16303,1,-89.5,-12.5,1
16304,1,-89.5,-13.5,1
16305,1,-89.5,-14.5,1
16306,1,-89.5,-15.5,1
16307,1,-89.5,-16.5,1
16308,1,-89.5,-17.5,1
16309,1,-89.5,-18.5,1
16310,1,-89.5,-19.5,1
16311,1,-89.5,-20.5,1
16312,1,-89.5,-21.5,1
16313,1,-89.5,-22.5,1
16314,1,-89.5,-23.5,1
16315,1,-89.5,-24.5,1
16316,1,-89.5,-25.5,1
16317,1,-89.5,-26.5,1
16318,1,-89.5,-27.5,1
16319,1,-89.5,-28.5,1
16320,1,-89.5,-29.5,1
16321,1,-89.5,-30.5,1
16322,1,-89.5,-31.5,1
16323,1,-89.5,-32.5,1
16324,1,-89.5,-33.5,1
16325,1,-89.5,-34.5,1
16326,1,-89.5,-35.5,1
16327,1,-89.5,-36.5,1
16328,1,-89.5,-37.5,1
16329,1,-89.5,-38.5,1
16330,1,-89.5,-39.5,1
16331,1,-89.5,-40.5,1
16332,1,-89.5,-41.5,1
16333,1,-89.5,-42.5,1
16334,1,-89.5,-43.5,1
16335,1,-89.5,-44.5,1
16336,1,-89.5,-45.5,1
16337,1,-89.5,-46.5,1
16338,1,-89.5,-47.5,1
16339,1,-89.5,-48.5,1
16340,1,-89.5,-49.5,1
16341,1,-89.5,-50.5,1
16342,1,-89.5,-51.5,1
16343,1,-89.5,-52.5,1
16344,1,-89.5,-53.5,1
16345,1,-89.5,-54.5,1
16346,1,-89.5,-55.5,1
16347,1,-89.5,-56.5,1
16348,1,-89.5,-57.5,1
16349,1,-89.5,-58.5,1
16350,1,-89.5,-59.5,1
16351,1,-89.5,-60.5,1
16352,1,-89.5,-61.5,1
16353,1,-89.5,-62.5,1
16354,1,-89.5,-63.5,1
16355,1,-89.5,-64.5,1
16356,1,-89.5,-65.5,1
16357,1,-89.5,-66.5,1
16358,1,-89.5,-67.5,1
16359,1,-89.5,-68.5,1
16360,1,-89.5,-69.5,1
16396,1,-88.5,74.5,0
16397,1,-88.5,73.5,0
16406,1,-88.5,64.5,0
16407,1,-88.5,63.5,0
16408,1,-88.5,62.5,0
16409,1,-88.5,61.5,0
16410,1,-88.5,60.5,0
16411,1,-88.5,59.5,0
16412,1,-88.5,58.5,0
16413,1,-88.5,57.5,0
16414,1,-88.5,56.5,0
16440,1,-88.5,30.5,0
16441,1,-88.5,29.5,0
16442,1,-88.5,28.5,0
16443,1,-88.5,27.5,0
16444,1,-88.5,26.5,0
16445,1,-88.5,25.5,0
16446,1,-88.5,24.5,0
16447,1,-88.5,23.5,0
16448,1,-88.5,22.5,0
16449,1,-88.5,21.5,0
16452,1,-88.5,18.5,0
16453,1,-88.5,17.5,0
16454,1,-88.5,16.5,0
16455,1,-88.5,15.5,0
16457,1,-88.5,13.5,1
16458,1,-88.5,12.5,1
16459,1,-88.5,11.5,1
16460,1,-88.5,10.5,1
16461,1,-88.5,9.5,1
16462,1,-88.5,8.5,1
16463,1,-88.5,7.5,1
16464,1,-88.5,6.5,1
16465,1,-88.5,5.5,1
16466,1,-88.5,4.5,1
16467,1,-88.5,3.5,1
16468,1,-88.5,2.5,1
16469,1,-88.5,1.5,1
16470,1,-88.5,0.5,1
16471,1,-88.5,-0.5,1
16472,1,-88.5,-1.5,1
16473,1,-88.5,-2.5,1
16474,1,-88.5,-3.5,1
16475,1,-88.5,-4.5,1
16476,1,-88.5,-5.5,1
16477,1,-88.5,-6.5,1
16478,1,-88.5,-7.5,1
16479,1,-88.5,-8.5,1
16480,1,-88.5,-9.5,1
16481,1,-88.5,-10.5,1
16482,1,-88.5,-11.5,1
16483,1,-88.5,-12.5,1
16484,1,-88.5,-13.5,1
16485,1,-88.5,-14.5,1
16486,1,-88.5,-15.5,1
16487,1,-88.5,-16.5,1
16488,1,-88.5,-17.5,1
16489,1,-88.5,-18.5,1
16490,1,-88.5,-19.5,1
16491,1,-88.5,-20.5,1
16492,1,-88.5,-21.5,1
16493,1,-88.5,-22.5,1
16494,1,-88.5,-23.5,1
16495,1,-88.5,-24.5,1
16496,1,-88.5,-25.5,1
16497,1,-88.5,-26.5,1
16498,1,-88.5,-27.5,1
16499,1,-88.5,-28.5,1
16500,1,-88.5,-29.5,1
16501,1,-88.5,-30.5,1
16502,1,-88.5,-31.5,1
16503,1,-88.5,-32.5,1
16504,1,-88.5,-33.5,1
16505,1,-88.5,-34.5,1
16506,1,-88.5,-35.5,1
16507,1,-88.5,-36.5,1
16508,1,-88.5,-37.5,1
16509,1,-88.5,-38.5,1
16510,1,-88.5,-39.5,1
16511,1,-88.5,-40.5,1
16512,1,-88.5,-41.5,1
16513,1,-88.5,-42.5,1
16514,1,-88.5,-43.5,1
16515,1,-88.5,-44.5,1
16516,1,-88.5,-45.5,1
16517,1,-88.5,-46.5,1
16518,1,-88.5,-47.5,1
16519,1,-88.5,-48.5,1
16520,1,-88.5,-49.5,1
16521,1,-88.5,-50.5,1
16522,1,-88.5,-51.5,1
16523,1,-88.5,-52.5,1
16524,1,-88.5,-53.5,1
16525,1,-88.5,-54.5,1
16526,1,-88.5,-55.5,1
16527,1,-88.5,-56.5,1
16528,1,-88.5,-57.5,1
16529,1,-88.5,-58.5,1
16530,1,-88.5,-59.5,1
16531,1,-88.5,-60.5,1
16532,1,-88.5,-61.5,1
16533,1,-88.5,-62.5,1
16534,1,-88.5,-63.5,1
16535,1,-88.5,-64.5,1
16536,1,-88.5,-65.5,1
16537,1,-88.5,-66.5,1
16538,1,-88.5,-67.5,1
16539,1,-88.5,-68.5,1
16540,1,-88.5,-69.5,1
16576,1,-87.5,74.5,0
16577,1,-87.5,73.5,0
16585,1,-87.5,65.5,0
16586,1,-87.5,64.5,0
16587,1,-87.5,63.5,0
16588,1,-87.5,62.5,0
16589,1,-87.5,61.5,0
16590,1,-87.5,60.5,0
16591,1,-87.5,59.5,0
16592,1,-87.5,58.5,0
16593,1,-87.5,57.5,0
16594,1,-87.5,56.5,0
16595,1,-87.5,55.5,0
16620,1,-87.5,30.5,0
16621,1,-87.5,29.5,0
16622,1,-87.5,28.5,0
16623,1,-87.5,27.5,0
16624,1,-87.5,26.5,0
16625,1,-87.5,25.5,0
16626,1,-87.5,24.5,0
16627,1,-87.5,23.5,0
16628,1,-87.5,22.5,0
16629,1,-87.5,21.5,0
16630,1,-87.5,20.5,0
16631,1,-87.5,19.5,0
16632,1,-87.5,18.5,0
16633,1,-87.5,17.5,0
16634,1,-87.5,16.5,0
16635,1,-87.5,15.5,0
16637,1,-87.5,13.5,1
16638,1,-87.5,12.5,1
16639,1,-87.5,11.5,1
16640,1,-87.5,10.5,1
16641,1,-87.5,9.5,1
16642,1,-87.5,8.5,1
16643,1,-87.5,7.5,1
16644,1,-87.5,6.5,1
16645,1,-87.5,5.5,1
16646,1,-87.5,4.5,1
16647,1,-87.5,3.5,1
16648,1,-87.5,2.5,1
16649,1,-87.5,1.5,1
16650,1,-87.5,0.5,1
16651,1,-87.5,-0.5,1
16652,1,-87.5,-1.5,1
16653,1,-87.5,-2.5,1
16654,1,-87.5,-3.5,1
16655,1,-87.5,-4.5,1
16656,1,-87.5,-5.5,1
16657,1,-87.5,-6.5,1
16658,1,-87.5,-7.5,1
16659,1,-87.5,-8.5,1
16660,1,-87.5,-9.5,1
16661,1,-87.5,-10.5,1
16662,1,-87.5,-11.5,1
16663,1,-87.5,-12.5,1
16664,1,-87.5,-13.5,1
16665,1,-87.5,-14.5,1
16666,1,-87.5,-15.5,1
16667,1,-87.5,-16.5,1
16668,1,-87.5,-17.5,1
16669,1,-87.5,-18.5,1
16670,1,-87.5,-19.5,1
16671,1,-87.5,-20.5,1
16672,1,-87.5,-21.5,1
16673,1,-87.5,-22.5,1
16674,1,-87.5,-23.5,1
16675,1,-87.5,-24.5,1
16676,1,-87.5,-25.5,1
16677,1,-87.5,-26.5,1
16678,1,-87.5,-27.5,1
16679,1,-87.5,-28.5,1
16680,1,-87.5,-29.5,1
16681,1,-87.5,-30.5,1
16682,1,-87.5,-31.5,1
16683,1,-87.5,-32.5,1
16684,1,-87.5,-33.5,1
16685,1,-87.5,-34.5,1
16686,1,-87.5,-35.5,1
16687,1,-87.5,-36.5,1
16688,1,-87.5,-37.5,1
16689,1,-87.5,-38.5,1
16690,1,-87.5,-39.5,1
16691,1,-87.5,-40.5,1
16692,1,-87.5,-41.5,1
16693,1,-87.5,-42.5,1
16694,1,-87.5,-43.5,1
16695,1,-87.5,-44.5,1
16696,1,-87.5,-45.5,1
16697,1,-87.5,-46.5,1
16698,1,-87.5,-47.5,1
16699,1,-87.5,-48.5,1
16700,1,-87.5,-49.5,1
16701,1,-87.5,-50.5,1
16702,1,-87.5,-51.5,1
16703,1,-87.5,-52.5,1
16704,1,-87.5,-53.5,1
16705,1,-87.5,-54.5,1
16706,1,-87.5,-55.5,1
16707,1,-87.5,-56.5,1
16708,1,-87.5,-57.5,1
16709,1,-87.5,-58.5,1
16710,1,-87.5,-59.5,1
16711,1,-87.5,-60.5,1
16712,1,-87.5,-61.5,1
16713,1,-87.5,-62.5,1
16714,1,-87.5,-63.5,1
16715,1,-87.5,-64.5,1
16716,1,-87.5,-65.5,1
16717,1,-87.5,-66.5,1
16718,1,-87.5,-67.5,1
16719,1,-87.5,-68.5,1
16720,1,-87.5,-69.5,1
16756,1,-86.5,74.5,0
16757,1,-86.5,73.5,0
16765,1,-86.5,65.5,0
16766,1,-86.5,64.5,0
16767,1,-86.5,63.5,0
16768,1,-86.5,62.5,0
16769,1,-86.5,61.5,0
16770,1,-86.5,60.5,0
16771,1,-86.5,59.5,0
16772,1,-86.5,58.5,0
16773,1,-86.5,57.5,0
16774,1,-86.5,56.5,0
16775,1,-86.5,55.5,0
16800,1,-86.5,30.5,0
16801,1,-86.5,29.5,0
16802,1,-86.5,28.5,0
16803,1,-86.5,27.5,0
16804,1,-86.5,26.5,0
16805,1,-86.5,25.5,0
16806,1,-86.5,24.5,0
16807,1,-86.5,23.5,0
16808,1,-86.5,22.5,0
16809,1,-86.5,21.5,0
16810,1,-86.5,20.5,0
16811,1,-86.5,19.5,0
16812,1,-86.5,18.5,0
16813,1,-86.5,17.5,0
16814,1,-86.5,16.5,0
16815,1,-86.5,15.5,0
16818,1,-86.5,12.5,1
16819,1,-86.5,11.5,1
16820,1,-86.5,10.5,1
16821,1,-86.5,9.5,1
16822,1,-86.5,8.5,1
16823,1,-86.5,7.5,1
16824,1,-86.5,6.5,1
16825,1,-86.5,5.5,1
16826,1,-86.5,4.5,1
16827,1,-86.5,3.5,1
16828,1,-86.5,2.5,1
16829,1,-86.5,1.5,1
16830,1,-86.5,0.5,1
16831,1,-86.5,-0.5,1
16832,1,-86.5,-1.5,1
16833,1,-86.5,-2.5,1
16834,1,-86.5,-3.5,1
16835,1,-86.5,-4.5,1
16836,1,-86.5,-5.5,1
16837,1,-86.5,-6.5,1
16838,1,-86.5,-7.5,1
16839,1,-86.5,-8.5,1
16840,1,-86.5,-9.5,1
16841,1,-86.5,-10.5,1
16842,1,-86.5,-11.5,1
16843,1,-86.5,-12.5,1
16844,1,-86.5,-13.5,1
16845,1,-86.5,-14.5,1
16846,1,-86.5,-15.5,1
16847,1,-86.5,-16.5,1
16848,1,-86.5,-17.5,1
16849,1,-86.5,-18.5,1
16850,1,-86.5,-19.5,1
16851,1,-86.5,-20.5,1
16852,1,-86.5,-21.5,1
16853,1,-86.5,-22.5,1
16854,1,-86.5,-23.5,1
16855,1,-86.5,-24.5,1
16856,1,-86.5,-25.5,1
16857,1,-86.5,-26.5,1
16858,1,-86.5,-27.5,1
16859,1,-86.5,-28.5,1
16860,1,-86.5,-29.5,1
16861,1,-86.5,-30.5,1
16862,1,-86.5,-31.5,1
16863,1,-86.5,-32.5,1
16864,1,-86.5,-33.5,1
16865,1,-86.5,-34.5,1
16866,1,-86.5,-35.5,1
16867,1,-86.5,-36.5,1
16868,1,-86.5,-37.5,1
16869,1,-86.5,-38.5,1
16870,1,-86.5,-39.5,1
16871,1,-86.5,-40.5,1
16872,1,-86.5,-41.5,1
16873,1,-86.5,-42.5,1
16874,1,-86.5,-43.5,1
16875,1,-86.5,-44.5,1
16876,1,-86.5,-45.5,1
16877,1,-86.5,-46.5,1
16878,1,-86.5,-47.5,1
16879,1,-86.5,-48.5,1
16880,1,-86.5,-49.5,1
16881,1,-86.5,-50.5,1
16882,1,-86.5,-51.5,1
16883,1,-86.5,-52.5,1
16884,1,-86.5,-53.5,1
16885,1,-86.5,-54.5,1
16886,1,-86.5,-55.5,1
16887,1,-86.5,-56.5,1
16888,1,-86.5,-57.5,1
16889,1,-86.5,-58.5,1
16890,1,-86.5,-59.5,1
16891,1,-86.5,-60.5,1
16892,1,-86.5,-61.5,1
16893,1,-86.5,-62.5,1
16894,1,-86.5,-63.5,1
16895,1,-86.5,-64.5,1
16896,1,-86.5,-65.5,1
16897,1,-86.5,-66.5,1
16898,1,-86.5,-67.5,1
16899,1,-86.5,-68.5,1
16900,1,-86.5,-69.5,1
16936,1,-85.5,74.5,0
16937,1,-85.5,73.5,0
16947,1,-85.5,63.5,0
16948,1,-85.5,62.5,0
16949,1,-85.5,61.5,0
16950,1,-85.5,60.5,0
16951,1,-85.5,59.5,0
16952,1,-85.5,58.5,0
16953,1,-85.5,57.5,0
16954,1,-85.5,56.5,0
16955,1,-85.5,55.5,0
16980,1,-85.5,30.5,0
16981,1,-85.5,29.5,0
16982,1,-85.5,28.5,0
16983,1,-85.5,27.5,0
16984,1,-85.5,26.5,0
16985,1,-85.5,25.5,0
16986,1,-85.5,24.5,0
16987,1,-85.5,23.5,0
16988,1,-85.5,22.5,0
16989,1,-85.5,21.5,0
16990,1,-85.5,20.5,0
16991,1,-85.5,19.5,0
16992,1,-85.5,18.5,0
16993,1,-85.5,17.5,0
16994,1,-85.5,16.5,0
16995,1,-85.5,15.5,0
16999,1,-85.5,11.5,1
17000,1,-85.5,10.5,1
17001,1,-85.5,9.5,1
17002,1,-85.5,8.5,1
17003,1,-85.5,7.5,1
17004,1,-85.5,6.5,1
17005,1,-85.5,5.5,1
17006,1,-85.5,4.5,1
17007,1,-85.5,3.5,1
17008,1,-85.5,2.5,1
17009,1,-85.5,1.5,1
17010,1,-85.5,0.5,1
17011,1,-85.5,-0.5,1
17012,1,-85.5,-1.5,1
17013,1,-85.5,-2.5,1
17014,1,-85.5,-3.5,1
17015,1,-85.5,-4.5,1
17016,1,-85.5,-5.5,1
17017,1,-85.5,-6.5,1
17018,1,-85.5,-7.5,1
17019,1,-85.5,-8.5,1
17020,1,-85.5,-9.5,1
17021,1,-85.5,-10.5,1
17022,1,-85.5,-11.5,1
17023,1,-85.5,-12.5,1
17024,1,-85.5,-13.5,1
17025,1,-85.5,-14.5,1
17026,1,-85.5,-15.5,1
17027,1,-85.5,-16.5,1
17028,1,-85.5,-17.5,1
17029,1,-85.5,-18.5,1
17030,1,-85.5,-19.5,1
17031,1,-85.5,-20.5,1
17032,1,-85.5,-21.5,1
17033,1,-85.5,-22.5,1
17034,1,-85.5,-23.5,1
17035,1,-85.5,-24.5,1
17036,1,-85.5,-25.5,1
17037,1,-85.5,-26.5,1
17038,1,-85.5,-27.5,1
17039,1,-85.5,-28.5,1
17040,1,-85.5,-29.5,1
17041,1,-85.5,-30.5,1
17042,1,-85.5,-31.5,1
17043,1,-85.5,-32.5,1
17044,1,-85.5,-33.5,1
17045,1,-85.5,-34.5,1
17046,1,-85.5,-35.5,1
17047,1,-85.5,-36.5,1
17048,1,-85.5,-37.5,1
17049,1,-85.5,-38.5,1
17050,1,-85.5,-39.5,1
17051,1,-85.5,-40.5,1
17052,1,-85.5,-41.5,1
17053,1,-85.5,-42.5,1
17054,1,-85.5,-43.5,1
17055,1,-85.5,-44.5,1
17056,1,-85.5,-45.5,1
17057,1,-85.5,-46.5,1
17058,1,-85.5,-47.5,1
17059,1,-85.5,-48.5,1
17060,1,-85.5,-49.5,1
17061,1,-85.5,-50.5,1
17062,1,-85.5,-51.5,1
17063,1,-85.5,-52.5,1
17064,1,-85.5,-53.5,1
17065,1,-85.5,-54.5,1
17066,1,-85.5,-55.5,1
17067,1,-85.5,-56.5,1
17068,1,-85.5,-57.5,1
17069,1,-85.5,-58.5,1
17070,1,-85.5,-59.5,1
17071,1,-85.5,-60.5,1
17072,1,-85.5,-61.5,1
17073,1,-85.5,-62.5,1
17074,1,-85.5,-63.5,1
17075,1,-85.5,-64.5,1
17076,1,-85.5,-65.5,1
17077,1,-85.5,-66.5,1
17078,1,-85.5,-67.5,1
17079,1,-85.5,-68.5,1
17080,1,-85.5,-69.5,1
17116,1,-84.5,74.5,0
17117,1,-84.5,73.5,0
17127,1,-84.5,63.5,0
17128,1,-84.5,62.5,0
17129,1,-84.5,61.5,0
17130,1,-84.5,60.5,0
17131,1,-84.5,59.5,0
17132,1,-84.5,58.5,0
17133,1,-84.5,57.5,0
17134,1,-84.5,56.5,0
17135,1,-84.5,55.5,0
17160,1,-84.5,30.5,0
17161,1,-84.5,29.5,0
17162,1,-84.5,28.5,0
17163,1,-84.5,27.5,0
17164,1,-84.5,26.5,0
17165,1,-84.5,25.5,0
17166,1,-84.5,24.5,0
17167,1,-84.5,23.5,0
17168,1,-84.5,22.5,0
17169,1,-84.5,21.5,0
17170,1,-84.5,20.5,0
17171,1,-84.5,19.5,0
17172,1,-84.5,18.5,0
17173,1,-84.5,17.5,0
17174,1,-84.5,16.5,0
17175,1,-84.5,15.5,0
17180,1,-84.5,10.5,1
17181,1,-84.5,9.5,1
17182,1,-84.5,8.5,1
17183,1,-84.5,7.5,1
17184,1,-84.5,6.5,1
17185,1,-84.5,5.5,1
17186,1,-84.5,4.5,1
17187,1,-84.5,3.5,1
17188,1,-84.5,2.5,1
17189,1,-84.5,1.5,1
17190,1,-84.5,0.5,1
17191,1,-84.5,-0.5,1
17192,1,-84.5,-1.5,1
17193,1,-84.5,-2.5,1
17194,1,-84.5,-3.5,1
17195,1,-84.5,-4.5,1
17196,1,-84.5,-5.5,1
17197,1,-84.5,-6.5,1
17198,1,-84.5,-7.5,1
17199,1,-84.5,-8.5,1
17200,1,-84.5,-9.5,1
17201,1,-84.5,-10.5,1
17202,1,-84.5,-11.5,1
17203,1,-84.5,-12.5,1
17204,1,-84.5,-13.5,1
17205,1,-84.5,-14.5,1
17206,1,-84.5,-15.5,1
17207,1,-84.5,-16.5,1
17208,1,-84.5,-17.5,1
17209,1,-84.5,-18.5,1
17210,1,-84.5,-19.5,1
17211,1,-84.5,-20.5,1
17212,1,-84.5,-21.5,1
17213,1,-84.5,-22.5,1
17214,1,-84.5,-23.5,1
17215,1,-84.5,-24.5,1
17216,1,-84.5,-25.5,1
17217,1,-84.5,-26.5,1
17218,1,-84.5,-27.5,1
17219,1,-84.5,-28.5,1
17220,1,-84.5,-29.5,1
17221,1,-84.5,-30.5,1
17222,1,-84.5,-31.5,1
17223,1,-84.5,-32.5,1
17224,1,-84.5,-33.5,1
17225,1,-84.5,-34.5,1
17226,1,-84.5,-35.5,1
17227,1,-84.5,-36.5,1
17228,1,-84.5,-37.5,1
17229,1,-84.5,-38.5,1
17230,1,-84.5,-39.5,1
17231,1,-84.5,-40.5,1
17232,1,-84.5,-41.5,1
17233,1,-84.5,-42.5,1
17234,1,-84.5,-43.5,1
17235,1,-84.5,-44.5,1
17236,1,-84.5,-45.5,1
17237,1,-84.5,-46.5,1
17238,1,-84.5,-47.5,1
17239,1,-84.5,-48.5,1
17240,1,-84.5,-49.5,1
17241,1,-84.5,-50.5,1
17242,1,-84.5,-51.5,1
17243,1,-84.5,-52.5,1
17244,1,-84.5,-53.5,1
17245,1,-84.5,-54.5,1
17246,1,-84.5,-55.5,1
17247,1,-84.5,-56.5,1
17248,1,-84.5,-57.5,1
17249,1,-84.5,-58.5,1
17250,1,-84.5,-59.5,1
17251,1,-84.5,-60.5,1
17252,1,-84.5,-61.5,1
17253,1,-84.5,-62.5,1
17254,1,-84.5,-63.5,1
17255,1,-84.5,-64.5,1
17256,1,-84.5,-65.5,1
17257,1,-84.5,-66.5,1
17258,1,-84.5,-67.5,1
17259,1,-84.5,-68.5,1
17260,1,-84.5,-69.5,1
17261,1,-84.5,-70.5,1
17296,1,-83.5,74.5,0
17297,1,-83.5,73.5,0
17306,1,-83.5,64.5,0
17307,1,-83.5,63.5,0
17308,1,-83.5,62.5,0
17309,1,-83.5,61.5,0
17310,1,-83.5,60.5,0
17311,1,-83.5,59.5,0
17312,1,-83.5,58.5,0
17313,1,-83.5,57.5,0
17314,1,-83.5,56.5,0
17315,1,-83.5,55.5,0
17340,1,-83.5,30.5,0
17341,1,-83.5,29.5,0
17342,1,-83.5,28.5,0
17343,1,-83.5,27.5,0
17344,1,-83.5,26.5,0
17345,1,-83.5,25.5,0
17346,1,-83.5,24.5,0
17347,1,-83.5,23.5,0
17348,1,-83.5,22.5,0
17349,1,-83.5,21.5,0
17350,1,-83.5,20.5,0
17351,1,-83.5,19.5,0
17352,1,-83.5,18.5,0
17353,1,-83.5,17.5,0
17354,1,-83.5,16.5,0
17355,1,-83.5,15.5,0
17356,1,-83.5,14.5,0
17357,1,-83.5,13.5,0
17358,1,-83.5,12.5,0
17359,1,-83.5,11.5,0
17360,1,-83.5,10.5,0
17361,1,-83.5,9.5,0
17361,1,-83.5,9.5,1
17362,1,-83.5,8.5,1
17363,1,-83.5,7.5,1
17364,1,-83.5,6.5,1
17365,1,-83.5,5.5,1
17366,1,-83.5,4.5,1
17367,1,-83.5,3.5,1
17368,1,-83.5,2.5,1
17369,1,-83.5,1.5,1
17370,1,-83.5,0.5,1
17371,1,-83.5,-0.5,1
17372,1,-83.5,-1.5,1
17373,1,-83.5,-2.5,1
17374,1,-83.5,-3.5,1
17375,1,-83.5,-4.5,1
17376,1,-83.5,-5.5,1
17377,1,-83.5,-6.5,1
17378,1,-83.5,-7.5,1
17379,1,-83.5,-8.5,1
17380,1,-83.5,-9.5,1
17381,1,-83.5,-10.5,1
17382,1,-83.5,-11.5,1
17383,1,-83.5,-12.5,1
17384,1,-83.5,-13.5,1
17385,1,-83.5,-14.5,1
17386,1,-83.5,-15.5,1
17387,1,-83.5,-16.5,1
17388,1,-83.5,-17.5,1
17389,1,-83.5,-18.5,1
17390,1,-83.5,-19.5,1
17391,1,-83.5,-20.5,1
17392,1,-83.5,-21.5,1
17393,1,-83.5,-22.5,1
17394,1,-83.5,-23.5,1
17395,1,-83.5,-24.5,1
17396,1,-83.5,-25.5,1
17397,1,-83.5,-26.5,1
17398,1,-83.5,-27.5,1
17399,1,-83.5,-28.5,1
17400,1,-83.5,-29.5,1
17401,1,-83.5,-30.5,1
17402,1,-83.5,-31.5,1
17403,1,-83.5,-32.5,1
17404,1,-83.5,-33.5,1
17405,1,-83.5,-34.5,1
17406,1,-83.5,-35.5,1
17407,1,-83.5,-36.5,1
17408,1,-83.5,-37.5,1
17409,1,-83.5,-38.5,1
17410,1,-83.5,-39.5,1
17411,1,-83.5,-40.5,1
17412,1,-83.5,-41.5,1
17413,1,-83.5,-42.5,1
17414,1,-83.5,-43.5,1
17415,1,-83.5,-44.5,1
17416,1,-83.5,-45.5,1
17417,1,-83.5,-46.5,1
17418,1,-83.5,-47.5,1
17419,1,-83.5,-48.5,1
17420,1,-83.5,-49.5,1
17421,1,-83.5,-50.5,1
17422,1,-83.5,-51.5,1
