Year,Flag,Lat,Lon,BIL,BLM,BUM,MLS,SFA,SSP,SWO
2003,Other,10.5,-112.5,0,0,0,0,0,0,0
2003,Other,11.5,-136.5,0,0,0,0,0,0,0
2003,Other,11.5,-135.5,0,0,0,0,0,0,0
2003,Other,11.5,-114.5,0,0,0,0,0,0,0
2003,Other,12.5,-136.5,0,0,1,0,0,0,0
2003,PAN,-0.5,-89.5,0,0,0,0,0,0,0
2003,PAN,0.5,-99.5,0,0,0,0,0,0,0
2003,PAN,0.5,-95.5,0,1,0,0,0,0,0
2003,PAN,0.5,-94.5,0,0,0,0,0,0,0
2003,PAN,0.5,-92.5,0,0,0,0,0,0,0
2003,PAN,0.5,-91.5,0,0,0,0,0,0,0
2003,PAN,0.5,-89.5,0,0,0,0,0,0,0
2003,PAN,1.5,-91.5,0,0,0,0,0,0,0
2003,PAN,2.5,-94.5,0,0,0,0,0,0,0
2003,PAN,2.5,-90.5,0,0,0,0,0,0,0
2003,PAN,3.5,-90.5,0,0,0,0,0,0,0
2003,PAN,4.5,-82.5,0,0,0,0,0,0,0
2003,PAN,5.5,-115.5,0,0,0,0,0,0,0
2003,PAN,6.5,-118.5,0,0,0,0,0,0,0
2003,PAN,6.5,-102.5,0,0,0,0,0,0,0
2003,PAN,6.5,-101.5,0,0,0,0,0,0,0
2003,PAN,7.5,-126.5,0,0,0,0,0,0,0
2003,PAN,7.5,-124.5,0,0,0,0,0,0,0
2003,PAN,7.5,-118.5,0,0,0,0,0,0,0
2003,PAN,7.5,-104.5,0,0,0,0,0,0,0
2003,PAN,7.5,-101.5,0,0,0,0,0,0,0
2003,PAN,7.5,-98.5,0,0,0,0,0,0,0
2003,PAN,7.5,-97.5,0,0,0,0,0,0,0
2003,PAN,7.5,-96.5,0,0,0,0,0,0,0
2003,PAN,7.5,-92.5,0,0,0,0,0,0,0
2003,PAN,7.5,-90.5,0,0,0,0,1,0,0
2003,PAN,7.5,-87.5,0,0,0,0,0,0,0
2003,PAN,7.5,-86.5,0,0,0,0,0,0,0
2003,PAN,7.5,-79.5,0,0,0,0,7,0,0
2003,PAN,7.5,-78.5,0,0,0,0,2,0,0
2003,PAN,8.5,-110.5,0,0,0,0,0,0,0
2003,PAN,8.5,-109.5,0,0,0,0,0,0,0
2003,PAN,8.5,-101.5,0,0,0,0,0,0,0
2003,PAN,8.5,-100.5,0,0,0,0,0,0,0
2003,PAN,8.5,-99.5,0,0,0,0,0,0,0
2003,PAN,8.5,-98.5,0,0,0,0,4,0,0
2003,PAN,8.5,-97.5,0,0,0,0,0,0,0
2003,PAN,8.5,-86.5,0,0,0,0,0,0,0
2003,PAN,9.5,-113.5,0,0,0,0,0,0,0
2003,PAN,9.5,-112.5,0,0,0,0,0,0,0
2003,PAN,9.5,-111.5,0,0,0,0,0,0,0
2003,PAN,9.5,-100.5,0,0,0,0,0,0,0
2003,PAN,9.5,-98.5,0,0,0,0,0,0,0
2003,PAN,9.5,-97.5,0,0,0,0,0,0,0
2003,PAN,9.5,-87.5,0,0,0,0,0,0,0
2003,PAN,9.5,-86.5,0,0,0,0,0,0,0
2003,PAN,9.5,-85.5,0,0,0,0,1,0,0
2003,PAN,10.5,-114.5,0,0,0,0,0,0,0
2003,PAN,10.5,-113.5,0,0,0,0,0,0,0
2003,PAN,10.5,-112.5,0,0,0,0,0,0,0
2003,PAN,10.5,-111.5,0,0,0,0,0,0,0
2003,PAN,10.5,-110.5,0,0,0,0,0,0,0
2003,PAN,10.5,-109.5,0,0,0,0,0,0,0
2003,PAN,10.5,-107.5,0,0,0,0,0,0,0
2003,PAN,10.5,-102.5,0,0,0,0,0,0,0
2003,PAN,11.5,-109.5,0,0,0,0,0,0,0
2003,PAN,11.5,-107.5,0,0,0,0,0,0,0
2003,PAN,12.5,-113.5,0,0,0,0,0,0,0
2003,PAN,13.5,-114.5,0,0,0,0,0,0,0
2003,PAN,13.5,-113.5,0,0,0,0,0,0,0
2003,PAN,14.5,-116.5,0,0,0,0,0,0,0
2003,USA,-10.5,-110.5,0,0,0,0,0,0,0
2003,USA,-9.5,-106.5,0,1,0,0,0,0,0
2003,USA,-7.5,-107.5,0,0,0,0,0,0,0
2003,USA,-7.5,-105.5,0,0,0,0,0,0,0
2003,USA,-6.5,-104.5,0,0,0,0,0,0,0
2003,USA,-5.5,-104.5,0,1,0,0,0,0,0
2003,USA,3.5,-106.5,0,1,0,0,0,0,0
2003,USA,3.5,-105.5,0,2,0,0,0,0,0
2003,USA,3.5,-103.5,0,0,0,0,0,0,0
2003,USA,4.5,-110.5,0,0,0,0,0,0,0
2003,USA,4.5,-106.5,0,0,0,0,0,0,0
2003,USA,4.5,-104.5,0,1,0,0,0,0,0
2003,USA,4.5,-102.5,0,0,0,0,0,0,0
2003,USA,4.5,-101.5,0,0,1,0,0,0,0
2003,USA,5.5,-108.5,0,0,3,0,0,0,0
2003,USA,5.5,-107.5,0,0,1,0,0,0,0
2003,USA,5.5,-106.5,0,0,0,0,0,0,0
2003,USA,5.5,-105.5,0,0,0,0,0,0,0
2003,USA,5.5,-104.5,0,0,1,1,0,0,0
2003,USA,5.5,-100.5,0,0,2,0,1,0,0
2003,USA,6.5,-124.5,0,0,0,0,0,0,0
2003,USA,6.5,-111.5,0,0,0,0,0,0,0
2003,USA,6.5,-110.5,0,0,0,0,0,0,0
2003,USA,6.5,-109.5,0,0,0,0,0,0,0
2003,USA,6.5,-107.5,0,0,0,0,0,0,0
2003,USA,6.5,-106.5,0,0,0,0,0,0,0
2003,USA,6.5,-102.5,0,1,0,0,0,0,0
2003,USA,6.5,-101.5,0,1,0,0,0,0,0
2003,USA,6.5,-100.5,0,0,1,0,0,0,0
2003,USA,7.5,-122.5,0,0,0,0,0,0,0
2003,USA,7.5,-121.5,0,4,0,0,0,0,0
2003,USA,7.5,-107.5,0,0,1,0,0,0,0
2003,USA,7.5,-100.5,0,0,0,0,0,0,0
2003,USA,30.5,-117.5,0,0,0,0,0,0,0
2003,USA,44.5,-125.5,0,0,0,0,0,0,0
2003,VEN,0.5,-96.5,0,0,0,0,1,0,0
2003,VEN,1.5,-98.5,0,0,0,0,0,0,0
2003,VEN,1.5,-96.5,0,0,0,0,0,0,0
2003,VEN,1.5,-95.5,0,0,0,0,0,0,0
2003,VEN,1.5,-94.5,0,0,0,0,0,0,0
2003,VEN,1.5,-93.5,0,0,0,0,0,0,0
2003,VEN,1.5,-92.5,0,0,0,0,0,0,0
2003,VEN,2.5,-98.5,0,0,0,0,0,0,0
2003,VEN,2.5,-97.5,0,0,0,0,0,0,0
2003,VEN,2.5,-96.5,0,0,0,0,0,0,0
2003,VEN,2.5,-95.5,0,0,0,0,0,0,0
2003,VEN,2.5,-94.5,0,0,0,0,0,0,0
2003,VEN,2.5,-93.5,0,0,0,0,0,0,0
2003,VEN,2.5,-78.5,0,0,0,0,0,0,0
2003,VEN,3.5,-97.5,0,0,0,0,0,0,0
2003,VEN,5.5,-97.5,0,0,0,0,0,0,0
2003,VEN,5.5,-93.5,0,2,0,0,0,0,0
2003,VEN,5.5,-86.5,0,0,0,0,0,0,0
2003,VEN,5.5,-83.5,0,0,0,0,0,0,0
2003,VEN,5.5,-80.5,0,0,0,0,0,0,0
2003,VEN,6.5,-109.5,1,0,0,0,0,0,0
2003,VEN,6.5,-90.5,0,0,0,0,0,0,0
2003,VEN,6.5,-87.5,0,0,0,0,0,0,0
2003,VEN,6.5,-85.5,0,0,0,0,1,0,0
2003,VEN,7.5,-109.5,0,0,0,0,0,0,0
2003,VEN,7.5,-98.5,0,0,0,0,0,0,0
2003,VEN,7.5,-97.5,0,0,0,0,0,0,0
2003,VEN,7.5,-96.5,0,0,0,0,0,0,0
2003,VEN,7.5,-95.5,0,0,0,0,0,0,0
2003,VEN,7.5,-94.5,0,0,0,0,0,0,0
2003,VEN,7.5,-93.5,0,0,0,0,0,0,0
2003,VEN,7.5,-91.5,0,0,0,0,6,0,0
2003,VEN,7.5,-90.5,0,0,0,0,1,0,0
2003,VEN,7.5,-89.5,0,0,0,0,0,0,0
2003,VEN,7.5,-88.5,0,2,0,0,0,0,0
2003,VEN,7.5,-87.5,0,0,0,0,0,0,0
2003,VEN,7.5,-86.5,0,0,0,0,32,0,0
2003,VEN,7.5,-85.5,0,1,0,2,0,0,0
2003,VEN,7.5,-83.5,0,0,0,0,0,0,0
2003,VEN,8.5,-116.5,0,0,0,0,0,0,0
2003,VEN,8.5,-115.5,0,0,0,0,0,0,0
2003,VEN,8.5,-114.5,0,0,0,0,0,0,0
2003,VEN,8.5,-112.5,0,0,0,0,0,0,0
2003,VEN,8.5,-111.5,1,0,0,0,0,0,0
2003,VEN,8.5,-110.5,0,0,0,0,0,0,0
2003,VEN,8.5,-109.5,0,0,2,1,0,0,0
2003,VEN,8.5,-108.5,5,0,0,0,0,0,0
2003,VEN,8.5,-104.5,0,0,0,0,0,0,0
2003,VEN,8.5,-102.5,0,0,0,0,0,0,0
2003,VEN,8.5,-101.5,0,0,0,0,0,0,0
2003,VEN,8.5,-100.5,0,0,0,0,0,0,0
2003,VEN,8.5,-99.5,0,0,0,0,0,0,0
2003,VEN,8.5,-98.5,1,0,0,0,5,0,0
2003,VEN,8.5,-97.5,0,0,0,0,0,0,0
2003,VEN,8.5,-96.5,0,0,0,0,0,0,0
2003,VEN,8.5,-94.5,0,0,0,0,2,0,0
2003,VEN,8.5,-89.5,0,0,0,0,0,0,0
2003,VEN,8.5,-88.5,0,0,0,0,0,0,0
2003,VEN,8.5,-87.5,0,0,0,0,0,0,0
2003,VEN,8.5,-86.5,0,0,0,0,10,0,0
2003,VEN,8.5,-85.5,0,0,0,2,1,0,0
2003,VEN,8.5,-84.5,0,0,0,0,4,0,0
2003,VEN,9.5,-121.5,0,0,0,0,0,0,0
2003,VEN,9.5,-119.5,0,0,0,0,0,0,0
2003,VEN,9.5,-118.5,0,0,0,0,0,0,0
2003,VEN,9.5,-117.5,0,0,0,0,0,0,0
2003,VEN,9.5,-116.5,0,0,0,0,0,0,0
2003,VEN,9.5,-115.5,0,0,0,0,0,0,0
2003,VEN,9.5,-114.5,0,0,0,0,0,0,0
2003,VEN,9.5,-113.5,0,0,0,0,0,0,0
2003,VEN,9.5,-112.5,0,0,0,0,0,0,0
2003,VEN,9.5,-111.5,0,1,0,0,0,0,0
2003,VEN,9.5,-110.5,0,0,0,0,0,0,0
2003,VEN,9.5,-109.5,0,0,0,0,0,0,0
2003,VEN,9.5,-108.5,0,0,0,0,0,0,0
2003,VEN,9.5,-102.5,0,0,0,0,0,0,0
2003,VEN,9.5,-101.5,0,0,0,0,0,0,0
2003,VEN,9.5,-100.5,0,0,0,0,0,0,0
2003,VEN,9.5,-99.5,0,0,0,0,0,0,0
2003,VEN,9.5,-98.5,0,0,0,0,0,0,0
2003,VEN,9.5,-88.5,0,0,0,0,0,0,0
2003,VEN,9.5,-87.5,0,0,0,0,0,0,0
2003,VEN,9.5,-86.5,0,0,0,0,81,0,0
2003,VEN,9.5,-85.5,0,1,0,0,31,0,1
2003,VEN,9.5,-84.5,0,0,0,0,5,0,0
2003,VEN,10.5,-122.5,0,0,0,0,0,0,0
2003,VEN,10.5,-117.5,0,0,0,0,0,0,0
2003,VEN,10.5,-116.5,0,0,0,0,0,0,0
2003,VEN,10.5,-115.5,0,0,0,0,0,0,0
2003,VEN,10.5,-114.5,0,0,0,0,0,0,0
2003,VEN,10.5,-113.5,0,1,0,2,0,0,0
2003,VEN,10.5,-112.5,0,0,0,0,0,0,0
2003,VEN,10.5,-111.5,0,0,0,0,0,0,0
2003,VEN,10.5,-107.5,0,0,0,0,0,0,0
2003,VEN,10.5,-103.5,0,0,0,0,0,0,0
2003,VEN,10.5,-102.5,0,0,0,0,0,0,0
2003,VEN,10.5,-101.5,0,0,0,0,0,0,0
2003,VEN,10.5,-100.5,0,0,0,0,0,0,0
2003,VEN,10.5,-90.5,0,0,0,0,0,0,0
2003,VEN,10.5,-86.5,0,0,0,0,6,0,0
2003,VEN,10.5,-85.5,0,0,0,0,2,0,0
2003,VEN,11.5,-115.5,0,1,0,0,0,0,0
2003,VEN,11.5,-114.5,0,0,0,0,0,0,0
2003,VEN,11.5,-112.5,0,0,0,0,0,0,0
2003,VEN,11.5,-101.5,0,0,0,0,0,0,0
2003,VEN,12.5,-115.5,0,0,0,0,0,0,0
2003,VEN,13.5,-115.5,0,0,0,0,0,0,0
2003,VEN,13.5,-114.5,0,0,0,0,0,0,0
2003,VEN,14.5,-116.5,0,0,0,0,0,0,0
2003,VEN,14.5,-115.5,0,0,0,0,0,0,0
2003,VEN,14.5,-114.5,0,0,0,0,0,0,0
2003,VUT,-1.5,-134.5,0,0,2,0,0,0,0
2003,VUT,-0.5,-87.5,0,0,1,0,0,0,0
2003,VUT,0.5,-137.5,0,0,1,0,0,0,0
2003,VUT,1.5,-107.5,0,0,0,0,0,0,0
2003,VUT,1.5,-101.5,0,0,1,0,0,0,0
2003,VUT,1.5,-99.5,0,0,0,0,0,0,0
2003,VUT,1.5,-90.5,0,0,1,0,0,0,0
2003,VUT,2.5,-104.5,0,0,0,0,0,0,0
2003,VUT,2.5,-90.5,0,0,0,0,0,0,0
2003,VUT,3.5,-139.5,0,0,0,0,0,0,0
2003,VUT,3.5,-120.5,0,0,0,0,0,0,0
2003,VUT,3.5,-111.5,0,2,0,0,0,0,0
2003,VUT,3.5,-107.5,0,0,0,0,0,0,0
2003,VUT,3.5,-101.5,0,0,2,0,0,0,0
2003,VUT,3.5,-98.5,0,0,1,0,0,0,0
2003,VUT,3.5,-89.5,0,0,1,0,0,0,0
2003,VUT,4.5,-128.5,0,0,0,0,0,0,0
2003,VUT,4.5,-124.5,0,0,0,0,0,0,0
2003,VUT,4.5,-115.5,0,2,0,0,0,0,0
2003,VUT,4.5,-114.5,0,2,0,0,0,0,0
2003,VUT,4.5,-104.5,0,1,0,0,0,0,0
2003,VUT,5.5,-118.5,0,0,0,0,0,0,0
2003,VUT,5.5,-110.5,0,0,0,0,0,0,0
2003,VUT,5.5,-109.5,0,0,0,0,0,0,0
2003,VUT,5.5,-108.5,0,3,0,0,0,0,0
2003,VUT,5.5,-107.5,0,2,0,1,0,0,0
2003,VUT,5.5,-106.5,0,0,0,0,0,0,0
2003,VUT,5.5,-105.5,0,0,0,0,0,0,0
2003,VUT,5.5,-104.5,0,3,0,2,0,0,0
2003,VUT,5.5,-103.5,0,2,0,0,0,0,0
2003,VUT,5.5,-96.5,0,0,0,0,0,0,0
2003,VUT,5.5,-95.5,0,4,0,0,0,0,0
2003,VUT,5.5,-94.5,0,3,0,0,0,0,0
2003,VUT,5.5,-93.5,0,3,0,0,0,0,0
2003,VUT,6.5,-114.5,0,0,1,0,0,0,0
2003,VUT,6.5,-113.5,0,0,0,0,0,0,0
2003,VUT,6.5,-108.5,0,0,1,0,0,0,0
2003,VUT,6.5,-102.5,0,0,0,0,0,0,0
2003,VUT,6.5,-101.5,0,1,0,0,0,0,0
2003,VUT,6.5,-100.5,0,2,0,0,0,0,0
2003,VUT,6.5,-97.5,0,3,0,0,0,0,0
2003,VUT,6.5,-96.5,0,1,0,0,0,0,0
2003,VUT,6.5,-94.5,0,1,0,0,0,0,0
2003,VUT,6.5,-90.5,1,0,0,0,0,0,0
2003,VUT,7.5,-109.5,0,0,1,0,0,0,0
2003,VUT,7.5,-105.5,0,0,0,0,0,0,0
2003,VUT,7.5,-95.5,0,0,0,0,0,0,0
2003,VUT,8.5,-96.5,0,1,0,0,0,0,0
2003,COL,-4.5,-106.5,0,0,0,0,0,0,0
2003,COL,-3.5,-112.5,0,0,0,0,0,0,0
2003,COL,-3.5,-111.5,0,0,0,0,0,0,0
2003,COL,-3.5,-110.5,0,0,0,0,0,0,0
2003,COL,-3.5,-108.5,0,0,0,0,0,0,0
2003,COL,-3.5,-107.5,0,0,0,0,0,0,0
2003,COL,-3.5,-106.5,0,0,0,0,0,0,0
2003,COL,-3.5,-105.5,0,0,0,0,0,0,0
2003,COL,-2.5,-116.5,0,0,0,0,0,0,0
2003,COL,-2.5,-115.5,0,0,0,0,0,0,0
2003,COL,-2.5,-114.5,0,0,0,0,0,0,0
2003,COL,-2.5,-113.5,0,0,0,0,0,0,0
2003,COL,-2.5,-112.5,0,0,0,0,0,0,0
2003,COL,-2.5,-111.5,0,0,0,0,0,0,0
2003,COL,-2.5,-109.5,0,0,0,0,0,0,0
2003,COL,-2.5,-108.5,0,0,0,0,0,0,0
2003,COL,-2.5,-107.5,0,0,0,0,0,0,0
2003,COL,-2.5,-106.5,0,0,0,0,0,0,0
2003,COL,-2.5,-105.5,0,0,0,0,0,0,0
2003,COL,-2.5,-104.5,0,0,0,0,0,0,0
2003,COL,-2.5,-103.5,0,0,0,0,0,0,0
2003,COL,-2.5,-102.5,0,0,0,0,0,0,0
2003,COL,-1.5,-115.5,0,0,0,0,0,0,0
2003,COL,-1.5,-113.5,0,0,0,0,0,0,0
2003,COL,-1.5,-112.5,0,0,0,0,0,0,0
2003,COL,-1.5,-102.5,0,0,0,0,0,0,0
2003,COL,1.5,-99.5,0,0,0,0,0,0,0
2003,COL,1.5,-96.5,0,0,0,0,0,0,0
2003,COL,2.5,-95.5,0,0,0,0,0,0,0
2003,COL,5.5,-91.5,0,0,0,0,0,0,0
2003,COL,6.5,-91.5,0,0,1,0,0,0,0
2003,COL,8.5,-100.5,0,0,0,0,0,0,0
2003,ECU,-14.5,-106.5,0,0,0,0,0,0,0
2003,ECU,-14.5,-105.5,0,0,0,0,0,0,0
2003,ECU,-12.5,-106.5,0,0,1,0,0,0,0
2003,ECU,-12.5,-104.5,0,0,0,0,0,0,0
2003,ECU,-11.5,-96.5,0,0,0,0,0,0,0
2003,ECU,-11.5,-95.5,0,0,0,0,0,0,0
2003,ECU,-10.5,-109.5,0,0,0,0,0,0,0
2003,ECU,-10.5,-108.5,0,0,0,0,0,0,0
2003,ECU,-10.5,-105.5,0,0,0,0,0,0,0
2003,ECU,-10.5,-101.5,0,0,0,0,0,0,0
2003,ECU,-10.5,-98.5,0,0,1,0,0,0,0
2003,ECU,-10.5,-93.5,0,0,0,0,0,0,0
2003,ECU,-9.5,-116.5,0,0,0,0,0,0,0
2003,ECU,-9.5,-108.5,0,0,0,0,0,0,0
2003,ECU,-9.5,-107.5,0,0,0,0,0,0,0
2003,ECU,-9.5,-103.5,0,0,0,0,0,0,0
2003,ECU,-9.5,-102.5,0,0,0,0,0,0,0
2003,ECU,-9.5,-100.5,0,0,1,0,0,0,0
2003,ECU,-8.5,-112.5,0,0,0,0,0,0,0
2003,ECU,-8.5,-111.5,0,0,0,0,0,0,0
2003,ECU,-8.5,-105.5,0,0,2,0,0,0,0
2003,ECU,-8.5,-104.5,0,0,0,0,0,0,0
2003,ECU,-8.5,-102.5,0,0,1,0,0,0,0
2003,ECU,-8.5,-99.5,0,0,0,0,0,0,0
2003,ECU,-7.5,-116.5,0,0,1,0,0,0,0
2003,ECU,-7.5,-109.5,0,0,0,0,0,0,0
2003,ECU,-7.5,-108.5,0,0,1,0,0,0,0
2003,ECU,-7.5,-104.5,0,0,1,0,0,0,0
2003,ECU,-6.5,-125.5,0,0,0,0,0,0,0
2003,ECU,-6.5,-114.5,0,0,0,0,0,0,0
2003,ECU,-6.5,-112.5,0,0,0,0,0,0,0
2003,ECU,-6.5,-111.5,0,0,0,0,0,0,0
2003,ECU,-6.5,-106.5,0,0,0,0,0,0,0
2003,ECU,-6.5,-105.5,0,0,0,0,0,0,0
2003,ECU,-6.5,-103.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-143.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-142.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-123.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-115.5,0,0,1,0,0,0,0
2003,ECU,-5.5,-109.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-104.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-100.5,0,0,0,0,0,0,0
2003,ECU,-5.5,-98.5,0,0,0,0,0,0,0
2003,ECU,-4.5,-139.5,0,0,0,0,0,0,0
2003,ECU,-4.5,-129.5,0,0,0,0,0,0,0
2003,ECU,-4.5,-114.5,0,0,0,0,0,0,0
2003,ECU,-4.5,-113.5,0,0,0,0,0,0,0
2003,ECU,-4.5,-112.5,0,0,0,0,0,0,0
2003,ECU,-4.5,-111.5,0,0,1,0,0,0,0
2003,ECU,-4.5,-110.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-145.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-114.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-113.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-84.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-83.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-82.5,0,0,0,0,0,0,0
2003,ECU,-3.5,-81.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-133.5,0,0,0,0,0,1,0
2003,ECU,-2.5,-123.5,0,1,0,0,0,0,0
2003,ECU,-2.5,-114.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-112.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-111.5,0,0,1,0,0,0,0
2003,ECU,-2.5,-109.5,0,0,0,1,0,0,0
2003,ECU,-2.5,-106.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-105.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-104.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-103.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-98.5,0,0,0,0,0,0,0
2003,ECU,-2.5,-91.5,0,0,0,1,0,0,0
2003,ECU,-1.5,-109.5,0,0,0,2,0,0,0
2003,ECU,-1.5,-99.5,0,0,0,0,0,0,0
2003,ECU,-0.5,-144.5,0,0,0,0,0,0,0
2003,ECU,-0.5,-80.5,0,0,0,0,1,0,0
2003,ECU,0.5,-118.5,0,0,0,0,0,0,0
2003,ECU,0.5,-106.5,0,0,0,0,0,0,0
2003,ECU,0.5,-102.5,0,0,0,0,0,0,0
2003,ECU,0.5,-101.5,0,0,1,0,0,0,0
2003,ECU,0.5,-94.5,0,0,0,0,0,0,0
2003,ECU,0.5,-92.5,0,0,0,0,0,0,0
2003,ECU,0.5,-91.5,0,0,0,0,0,0,0
2003,ECU,0.5,-87.5,0,0,0,0,0,0,0
2003,ECU,1.5,-125.5,0,0,0,0,0,0,0
2003,ECU,1.5,-120.5,0,0,0,0,0,0,0
2003,ECU,1.5,-110.5,0,0,1,0,0,0,0
2003,ECU,1.5,-107.5,0,0,0,0,0,0,0
2003,ECU,1.5,-105.5,0,0,1,0,0,0,0
2003,ECU,1.5,-102.5,0,0,0,0,0,0,0
2003,ECU,1.5,-101.5,0,0,0,0,0,0,0
2003,ECU,1.5,-99.5,0,0,0,0,0,0,0
2003,ECU,1.5,-98.5,0,0,0,0,0,0,0
2003,ECU,1.5,-97.5,0,0,3,0,0,0,0
2003,ECU,1.5,-96.5,0,0,0,0,0,0,0
2003,ECU,1.5,-95.5,0,0,0,0,0,0,0
2003,ECU,1.5,-94.5,0,0,1,0,0,0,0
2003,ECU,1.5,-93.5,0,4,3,1,0,0,0
2003,ECU,1.5,-91.5,0,0,0,0,0,0,0
2003,ECU,1.5,-90.5,0,0,0,0,0,0,0
2003,ECU,1.5,-88.5,0,0,0,0,0,0,0
2003,ECU,1.5,-87.5,0,2,0,0,0,0,0
2003,ECU,1.5,-86.5,0,0,0,0,0,0,0
2003,ECU,1.5,-85.5,0,0,0,0,0,0,0
2003,ECU,2.5,-143.5,0,0,0,0,0,0,0
2003,ECU,2.5,-113.5,0,0,0,0,0,0,0
2003,ECU,2.5,-106.5,0,0,1,0,0,0,0
2003,ECU,2.5,-105.5,0,0,0,0,0,0,0
2003,ECU,2.5,-103.5,0,0,2,0,0,0,0
2003,ECU,2.5,-102.5,0,0,0,0,0,0,0
2003,ECU,2.5,-101.5,0,0,0,0,0,0,0
2003,ECU,2.5,-100.5,0,0,0,0,0,0,0
2003,ECU,2.5,-99.5,0,0,0,0,0,0,0
2003,ECU,2.5,-98.5,0,0,1,0,0,0,0
2003,ECU,2.5,-97.5,0,0,0,0,0,0,0
2003,ECU,2.5,-94.5,0,0,0,0,0,0,0
2003,ECU,2.5,-93.5,0,0,1,0,0,0,0
2003,ECU,2.5,-92.5,0,6,0,0,0,0,0
2003,ECU,2.5,-91.5,0,3,1,0,0,0,0
2003,ECU,2.5,-90.5,0,0,1,0,0,0,0
2003,ECU,2.5,-88.5,0,1,0,0,0,0,0
2003,ECU,2.5,-87.5,0,0,0,0,0,0,0
2003,ECU,2.5,-86.5,0,0,2,0,0,0,0
2003,ECU,2.5,-85.5,0,0,0,0,0,0,0
2003,ECU,2.5,-84.5,0,1,0,0,0,0,0
2003,ECU,2.5,-83.5,0,0,0,0,0,0,0
2003,ECU,2.5,-82.5,0,0,3,0,0,0,0
2003,ECU,3.5,-145.5,0,1,0,0,0,0,0
2003,ECU,3.5,-123.5,0,0,0,0,0,0,0
2003,ECU,3.5,-122.5,0,0,0,0,0,0,0
2003,ECU,3.5,-118.5,0,0,0,0,0,0,0
2003,ECU,3.5,-113.5,0,0,1,0,0,0,0
2003,ECU,3.5,-111.5,0,0,0,0,0,0,0
2003,ECU,3.5,-107.5,0,0,0,0,0,0,0
2003,ECU,3.5,-105.5,0,0,0,0,0,0,0
2003,ECU,3.5,-104.5,0,0,3,0,0,0,0
2003,ECU,3.5,-102.5,0,0,1,0,0,0,0
2003,ECU,3.5,-101.5,0,0,0,0,0,0,0
2003,ECU,3.5,-100.5,0,0,1,0,0,0,0
2003,ECU,3.5,-99.5,0,0,0,0,0,0,0
2003,ECU,3.5,-98.5,0,0,6,0,0,0,0
2003,ECU,3.5,-97.5,0,0,2,0,0,0,0
2003,ECU,3.5,-96.5,0,0,1,0,0,0,0
2003,ECU,3.5,-94.5,0,0,0,0,0,0,0
2003,ECU,3.5,-93.5,0,0,0,0,0,0,0
2003,ECU,3.5,-92.5,0,0,0,0,0,0,0
2003,ECU,3.5,-91.5,0,1,0,0,0,0,0
2003,ECU,3.5,-90.5,0,2,1,0,0,0,0
2003,ECU,3.5,-89.5,0,2,0,0,0,0,0
2003,ECU,3.5,-88.5,0,6,0,0,0,0,0
2003,ECU,3.5,-83.5,0,0,2,0,0,0,0
2003,ECU,3.5,-82.5,0,0,1,0,0,0,0
2003,ECU,4.5,-124.5,0,0,0,0,0,0,0
2003,ECU,4.5,-112.5,0,0,0,0,0,0,0
2003,ECU,4.5,-110.5,0,0,0,0,0,0,0
2003,ECU,4.5,-109.5,0,1,0,0,0,0,0
2003,ECU,4.5,-103.5,0,0,1,0,0,0,0
2003,ECU,4.5,-101.5,0,0,0,0,0,0,0
2003,ECU,4.5,-98.5,0,0,0,0,0,0,0
2003,ECU,4.5,-97.5,0,0,1,0,0,0,0
2003,ECU,4.5,-95.5,0,0,0,0,0,0,0
2003,ECU,4.5,-92.5,0,0,2,0,0,0,0
2003,ECU,4.5,-90.5,0,0,1,0,0,0,0
2003,ECU,4.5,-89.5,0,0,0,0,0,0,0
2003,ECU,4.5,-85.5,0,0,0,0,0,0,0
2003,ECU,5.5,-128.5,0,0,0,0,0,0,0
2003,ECU,5.5,-111.5,0,0,0,0,0,0,0
2003,ECU,5.5,-107.5,0,0,3,0,0,0,0
2003,ECU,5.5,-105.5,0,0,2,0,0,0,0
2003,ECU,5.5,-101.5,0,2,1,0,0,0,0
2003,ECU,5.5,-99.5,0,0,0,0,0,0,0
2003,ECU,5.5,-97.5,0,0,0,0,0,0,0
2003,ECU,5.5,-95.5,0,0,1,0,0,0,0
2003,ECU,5.5,-94.5,0,0,5,0,0,0,0
2003,ECU,5.5,-92.5,0,0,0,0,0,0,0
