Year,Month,Lat,Lon,skj_c_una,yft_c_una,bet_c_una,oth_c_una,skj_c_log,yft_c_log,bet_c_log,oth_c_log,skj_c_dfad,yft_c_dfad,bet_c_dfad,oth_c_dfad,skj_c_afad,yft_c_afad,bet_c_afad,oth_c_afad,skj_c_oth,yft_c_oth,bet_c_oth,oth_c_oth
1998,9,05S,175W,4.434,0.056,0.01,0,0,0,0,0,177.478,28.373,16.849,0,0,0,0,0,0,0,0,0
1998,9,05S,180W,3120.438,51.398,8.923,0,321.75,56.652,22.367,0,1981.825,431.806,250.96,0,0,0,0,0,0,0,0,0
1998,9,10N,140E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10N,145E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10N,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10N,160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10N,165E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10S,135W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10S,145E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10S,155E,0,0,0,0,0,0,0,0,188.071,158.311,17.191,0,620.027,468.181,42.902,0,0,0,0,0
1998,9,10S,170E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,10S,175E,340.7,0,0,0,67.007,20.985,7.618,0,504.064,127.423,66.792,0,0,0,0,0,0,0,0,0
1998,9,10S,175W,80.478,1.081,0.141,0,51.22,22.455,22.024,0,137.282,60.187,59.031,0,0,0,0,0,0,0,0,0
1998,9,10S,180W,185.902,3.718,0,0,160.803,56.994,22.203,0,1143.695,302.365,161.138,0,0,0,0,0,0,0,0,0
1998,9,15N,140E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,15S,155E,0,0,0,0,0,0,0,0,18.421,15.348,1.578,0,26.673,26.419,2.454,0,0,0,0,0
1998,9,15S,160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,25N,120E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,30N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,35N,130E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,35N,140E,1193.545,84.121,0,0.1,464.242,16.758,0,0.1,261.713,6.021,0,0,0,0,0,0,123.9,27.3,4.3,0.1
1998,9,35N,145E,2328.41,74.9,0.117,0.2,37.501,0,2.333,0,1.889,0,0.35,0,0,0,0,0,281.9,37.6,0.2,0
1998,9,40N,140E,1404.227,0,0,1.9,281.501,0,0,0,170.972,0,0,0,0,0,0,0,0,0,0,0
1998,9,40N,145E,1915.659,0,0,278.7,245.658,0,0,0,165.683,0,0,0,0,0,0,0,44.9,0,0,0.3
1998,9,40N,150E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9,40N,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,00N,125E,232.197,130.305,0.231,0,179.508,19.845,20.454,0,0,0,0,0,175.266,25.41,2.94,0,0.525,0.924,0,0
1998,10,00N,130E,232.21,130.31,0.22,0,179.51,19.84,20.47,0,0,0,0,0,175.26,25.43,2.93,0,0.52,0.91,0,0
1998,10,00N,135E,0,0,0,0,841.302,284.424,92.344,0,0,0,0,0,1341.914,497.07,90.216,0,0,0,0,0
1998,10,00N,140E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,00N,145E,0,0,0,0,136.5,38.69,9.295,0,118.481,43.006,20.514,0,266.811,67.64,20.327,0,0,0,0,0
1998,10,00N,150E,195.318,7.822,1.318,0,896.558,308.449,72.918,0,262.28,72.366,28.587,0,38.925,16.084,5.812,0,0,0,0,0
1998,10,00N,155E,4487.796,505.789,48.556,0,3066.514,977.677,337.636,0,2396.989,624.175,286.944,0,143.942,36.135,12.767,0,0,0,0,0
1998,10,00N,160E,2726.152,398.755,37.971,0,2546.978,754.935,305.875,0,3429.786,857.484,497.244,1,264.988,122.079,60.661,0,0.018,0.043,0.01,0
1998,10,00N,165E,7750.767,10893.614,474.162,0,1891.074,707.4,302.816,0,464.015,109.006,68.767,0,73.771,31.849,16.021,0,124.291,118.219,25.489,0
1998,10,00N,170E,2284.144,993.044,60.813,0,1749.633,561.101,248.657,0,157.202,32.801,22.103,0,0,0,0,0,52.514,10.956,1.53,0
1998,10,00N,170W,2848.684,44.016,8.143,0,273.892,38.643,27.465,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,00N,175E,267.6,20.287,2.113,0,361.724,83.216,38.138,0,241.398,59.039,40.563,0,0,0,0,0,0,0,0,0
1998,10,00N,175W,1864.176,26.584,5.36,0,176.953,26.741,16.413,0,17.843,2.73,2.224,0,0,0,0,0,0,0,0,0
1998,10,00N,180W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05N,120E,0,0,0,0,630.99,213.315,69.255,0,0,0,0,0,1006.44,372.81,67.665,0,0,0,0,0
1998,10,05N,125E,0,0,0,0,630.971,213.313,69.255,0,0,0,0,0,1006.449,372.818,67.678,0,0,0,0,0
1998,10,05N,150E,0,0,0,0,30.469,8.003,2.074,0,101.728,28.38,14.893,0,0,0,0,0,0,0,0,0
1998,10,05N,155E,0,0,0,0,208.637,67.249,23.363,0,194.901,61.751,35.348,0,0,0,0,0,0,0,0,0
1998,10,05N,160E,0,0,0,0,170.641,69.627,32.732,0,147.422,35.281,22.297,0,0,0,0,0,0,0,0,0
1998,10,05N,165E,590.89,719.213,32.276,0,244.461,71.31,35.136,0,80.494,19.442,12.666,0,0,0,0,0,0,0,0,0
1998,10,05N,170E,173.59,9.894,1.131,0,505.959,129.937,62.472,0,447.266,82.61,56.764,0,0,0,0,0,0,0,0,0
1998,10,05N,170W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05N,175E,834.452,13.077,3.471,0,279.374,48.355,22.272,0,914.176,219.908,151.915,0,0,0,0,0,0,0,0,0
1998,10,05N,175W,576.82,168.513,4.667,0,708.387,224.038,122.576,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05N,180W,1082.469,32.167,5.362,0,534.259,89.081,41.662,0,0,0,0,0,152.73,23.809,13.462,0,0,0,0,0
1998,10,05S,125E,309.624,173.736,0.304,0,239.343,26.467,27.284,0,0,0,0,0,233.662,33.896,3.895,0,0.703,1.235,0,0
1998,10,05S,130E,232.209,130.302,0.225,0,179.514,19.845,20.475,0,0,0,0,0,175.257,25.425,2.925,0,0.522,0.918,0,0
1998,10,05S,135E,541.827,304.04,0.517,0,418.858,46.299,47.762,0,0,0,0,0,408.925,59.334,6.831,0,1.21,2.134,0,0
1998,10,05S,140E,0,0,0,0,575.465,409.28,85.537,0.392,3.529,2.19,0.304,0,2774.091,1744.186,334.453,0,0,0,0,0
1998,10,05S,145E,0,0,0,0,396.133,290.446,27.596,0.262,17.905,18.495,2.837,0,1407.927,1145.952,148.529,0,0,0,0,0
1998,10,05S,150E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05S,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05S,160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05S,165E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05S,170E,553.109,43.138,3.7,0,247.679,51.082,19.172,0,61.339,18.814,9.368,0,0,0,0,0,0,0,0,0
1998,10,05S,170W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05S,175E,370.722,22.552,2.178,0,480.637,120.057,46.069,0,1318.706,439.335,249.673,0,0,0,0,0,0,0,0,0
1998,10,05S,175W,1799.859,24.281,4.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,05S,180W,310.576,26.447,2.678,0.9,109.063,17.611,8.327,0,506.543,133.241,79.126,0,0,0,0,0,0,0,0,0
1998,10,10N,140E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,10N,150E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,10N,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,10N,160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,10S,135W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,10S,145E,0,0,0,0,13.802,13.565,1.26,0,0,0,0,0,42.963,40.46,5.897,0,0,0,0,0
1998,10,10S,150E,0,0,0,0,377.588,270.78,43.161,0,0,0,0,0,112.178,84.374,18.475,0,0,0,0,0
1998,10,10S,155E,14.822,60.342,0.581,5.05,59.099,43.627,3.316,0,235.966,184.37,24.027,0,1085.115,669.092,63.65,5.05,0,0,0,0
1998,10,10S,165E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,10S,170E,0,0,0,0,46.879,9.518,3.603,0,25.498,11.129,5.974,0,0,0,0,0,0,0,0,0
1998,10,10S,175E,0,0,0,0,379.907,120.007,44.286,0,1112.237,312.109,160.668,0,0,0,0,0,0,0,0,0
1998,10,10S,175W,1039.003,12.455,1.999,0,0,0,0,0,14.545,7.727,4.928,0,0,0,0,0,0,0,0,0
1998,10,10S,180W,215.832,17.564,1.54,0,0,0,0,0,1522.208,437.939,239.09,0,0,0,0,0,0,0,0,0
1998,10,15S,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,15S,160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,15S,175W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,25N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,30N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,35N,140E,392.032,121.046,0,0,207.881,21.927,0,1.6,89.787,0.627,0,55.2,0,0,0,0,1088.3,232.2,23.4,0.9
1998,10,35N,145E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,10,40S,150E,151.027,0,0,68.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,00N,125E,188.832,132.405,1.092,0,173.019,18.354,16.359,0,0,0,0,0,225.645,25.725,6.153,0,0,0,0,0
1998,11,00N,130E,188.83,132.42,1.09,0,173.02,18.35,16.36,0,0,0,0,0,225.65,25.73,6.17,0,0,0,0,0
1998,11,00N,135E,0,0,0,0,1177.148,402.052,17.668,0,34.014,12.344,1.642,0,1006.082,379.428,164.892,0,0,0,0,0
1998,11,00N,140E,0,0,0,0,5.361,5.265,1.4,0,61.543,28.796,12.661,0,166.003,49.233,14.34,0,0,0,0,0
1998,11,00N,145E,9.715,0.339,0.083,0,17.746,8.32,2.935,0,93.001,37.674,18.325,0,169.749,48.698,14.695,0,0,0,0,0
1998,11,00N,150E,1658.141,309.867,24.557,0,942.465,325.129,86.653,0,375.59,113.496,47.119,0,49.747,13.743,4.005,0,0,0,0,0
1998,11,00N,155E,1431.916,72.267,8.477,0,588.075,233.593,87.511,0,858.136,261.378,147.728,0,1.751,0.429,0.15,0,0,0,0,0
1998,11,00N,160E,2727.005,1890.985,67.96,0,3195.196,897.704,450.091,0,1105.126,348.759,222.915,0,0,0,0,0,0,0,0,0
1998,11,00N,165E,10625.795,12840.895,529.341,0,3344.292,1524.255,623.99,0,412.405,101.297,52.374,0,0,0,0,0,0,0,0,0
1998,11,00N,170E,1533.081,165.149,14.634,0,241.671,49.534,18.793,0,100.918,98.464,54.031,0,0,0,0,0,0,0,0,0
1998,11,00N,175E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,00N,175W,147.993,5.803,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,00N,180W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,05N,120E,0,0,0,0,882.87,301.545,13.245,0,0,0,0,0,754.575,284.58,123.675,0,0,0,0,0
1998,11,05N,125E,0,0,0,0,882.854,301.549,13.243,0,0,0,0,0,754.566,284.582,123.69,0,0,0,0,0
1998,11,05N,145E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,05N,150E,0,0,0,0,14.913,4.268,1.092,0,8.266,3.707,2.026,0,7.471,2.044,0.621,0,0,0,0,0
1998,11,05N,155E,34.737,1.037,0.226,0,66.476,23.456,10.069,0,24.458,8.102,4.439,0,0,0,0,0,0,0,0,0
1998,11,05N,160E,34.234,12.023,0.444,0,642.85,161.113,122.549,0,282.043,76.76,49.163,0,0,0,0,0,0,0,0,0
1998,11,05N,165E,54.265,337.784,9.95,0,39.069,15.691,6.923,0,130.006,39.271,25.023,0,0,0,0,0,0,0,0,0
1998,11,05N,170E,0,0,0,0,53.3,11.979,4.859,0,7.052,1.129,0.819,0,0,0,0,0,0,0,0,0
1998,11,05N,175E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,05S,125E,251.788,176.548,1.444,0,230.698,24.472,21.812,0,0,0,0,0,300.865,34.295,8.227,0,0,0,0,0
1998,11,05S,130E,188.838,132.408,1.089,0,173.016,18.351,16.362,0,0,0,0,0,225.648,25.722,6.165,0,0,0,0,0
1998,11,05S,135E,440.616,308.979,2.541,0,403.711,42.812,38.17,0,0,0,0,0,526.504,60.016,14.388,0,0,0,0,0
1998,11,05S,140E,0,0,0,0,104.183,70.445,13.601,0,0,0,0,0,919.372,616.541,141.753,6.274,0,0,0,0
1998,11,05S,145E,0,0,0,0,332.168,213.907,23.507,0.261,0,0,0,0,1361.4,998.274,144.718,1.063,0,0,0,0
1998,11,05S,150E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,05S,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,05S,160E,237.987,60.158,3.356,0,503.159,137.396,47.252,0,0,0,0,0,12.758,6.087,3.377,0,0,0,0,0
1998,11,05S,165E,977.769,1310.123,49.509,0,242.273,136.414,47.338,0,122.004,52.139,24.232,0,0.847,0.201,0.084,0,24.101,15.988,2.911,0
1998,11,05S,170E,357.837,20.183,2.38,0,319.081,173.84,63.28,0,1437.719,565.32,288.23,0,0,0,0,0,0,0,0,0
1998,11,05S,175E,0,0,0,0,10.287,5.597,2.217,0,571.833,226.479,119.587,0,0,0,0,0,0,0,0,0
1998,11,05S,175W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,05S,180W,144.575,1.561,0.394,0,32.799,7.083,2.58,0,265.069,74.731,40.58,0,0,0,0,0,0,0,0,0
1998,11,10N,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,10S,145E,0,0,0,0,46.493,40.767,7.117,0,0,0,0,0,129.55,137.624,15.63,0,0,0,0,0
1998,11,10S,145W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,10S,150E,0,0,0,0,633.742,478.428,109.239,0,0,0,0,0,57.303,43.289,11.693,0,0,0,0,0
1998,11,10S,155E,14.384,0.738,0.027,0,20.041,13.886,1.421,0,246.456,124.95,17.415,0,1147.953,801.691,107.563,0,0,0,0,0
1998,11,10S,170E,30.781,0.494,0.091,0,596.981,212.095,74.706,0,1257.224,288.416,138.472,0,0,0,0,0,0,0,0,0
1998,11,10S,175E,107.5,0,0,0,34.86,15.636,5.705,0,2837.219,764.909,370.203,0,0,0,0,0,0,0,0,0
1998,11,10S,175W,0,0,0,0,0,0,0,0,88.937,34.749,19.615,0,0,0,0,0,0,0,0,0
1998,11,10S,180W,440.519,5.144,0.737,0,321.312,78.631,23.956,0,1979.899,593.346,294.347,0,0,0,0,0,0,0,0,0
1998,11,15S,135W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,15S,140W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,15S,145W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,15S,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,15S,160E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,25N,120E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,25N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,30N,120E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,30N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,35N,120E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,35N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,11,40S,175E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,00N,125E,257.985,125.391,1.365,0,141.015,22.344,18.585,0,0,0,0,0,186.228,28.623,3.633,0,2.289,0.126,0,0
1998,12,00N,130E,257.98,125.41,1.37,0,141.01,22.34,18.59,0,0,0,0,0,186.23,28.63,3.65,0,2.28,0.13,0,0
1998,12,00N,135E,0,0,0,0,1244.74,518.056,118.132,0,0,0,0,0,938.476,263.438,64.428,0,0,0,0,0
1998,12,00N,140E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,00N,145E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,00N,150E,667.152,27.535,4.734,0,219.869,71.758,18.264,0,135.083,54.343,27.574,0,120.453,31.551,10.182,0,0,0,0,0
1998,12,00N,155E,67.485,16.033,0.892,0,229.925,104.751,47.724,0,163.683,68.528,47.789,0,22.905,5.476,2.029,0,0,0,0,0
1998,12,00N,160E,9650.692,9699.232,330.003,0,2851.421,1348.775,602.601,0,2064.117,867.703,549.708,0,71.782,17.284,7.406,0,266.185,89.187,11.071,0
1998,12,00N,165E,1044.931,567.422,32.994,0,441.607,241.571,96.051,0,62.219,19.229,12.112,0,0,0,0,0,0,0,0,0
1998,12,00N,170E,132.023,2.331,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,05N,120E,0,0,0,0,933.555,388.545,88.59,0,0,0,0,0,703.875,197.58,48.33,0,0,0,0,0
1998,12,05N,125E,0,0,0,0,933.546,388.55,88.597,0,0,0,0,0,703.874,197.581,48.336,0,0,0,0,0
1998,12,05N,150E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,05N,155E,99.707,3.503,0.79,0,109.178,49.912,22.32,0,183.758,55.372,32.871,0,0,0,0,0,0,0,0,0
1998,12,05N,160E,0,0,0,0,21.045,9.158,10.343,0,33.188,13.321,9.491,0,0,0,0,0,0,0,0,0
1998,12,05N,165E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,05S,125E,343.995,167.2,1.824,0,188.005,29.773,24.795,0,0,0,0,0,248.292,38.171,4.864,0,3.04,0.171,0,0
1998,12,05S,130E,257.985,125.406,1.377,0,141.003,22.338,18.594,0,0,0,0,0,186.228,28.629,3.654,0,2.286,0.126,0,0
1998,12,05S,135E,601.964,292.6,3.201,0,329.01,52.118,43.384,0,0,0,0,0,434.522,66.792,8.514,0,5.324,0.297,0,0
1998,12,05S,140E,0,0,0,0,0,0,0,0,0,0,0,0,79.195,60.906,9.984,0,0,0,0,0
1998,12,05S,145E,0,0,0,0,199.468,185.38,22.472,0.392,0,0,0,0,718.967,493.913,70.018,0,0,0,0,0
1998,12,05S,150E,0,0,0,0,0,0,0,0,0,0,0,0,140.077,128.08,14.57,0,0,0,0,0
1998,12,05S,155E,0,0,0,0,307.874,213.323,69.158,0,0,0,0,0,0.824,1.021,0.507,0,0,0,0,0
1998,12,05S,160E,6508.191,5014.231,239.194,0,1071.843,500.368,194.157,0,545.871,214.399,109.292,0,178.058,98.46,47.355,0,9.345,3.177,0.275,0
1998,12,05S,165E,1287.421,1069.19,45.558,0,623.676,279.268,91.011,0,705.11,336.866,150.87,0,46.916,27.793,10.636,0,4.384,11.726,1.956,0
1998,12,05S,170E,273.995,4.782,1.221,0,18.066,4.216,1.319,0,343.366,157.737,75.055,0,0,0,0,0,0,0,0,0
1998,12,05S,170W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,05S,175E,0,0,0,0,37.798,16.999,6.002,0,548.715,286.554,146.13,0,0,0,0,0,0,0,0,0
1998,12,05S,175W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,05S,180W,0,0,0,0,203.788,52.05,17.963,0,355.719,107.267,56.865,0,0,0,0,0,0,0,0,0
1998,12,10S,135W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,10S,140W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,10S,145E,0,0,0,0,11.861,15.527,0.976,0,0,0,0,0,595.564,543.228,49.963,0,0,0,0,0
1998,12,10S,150E,0,0,0,0,816.361,713.175,129.904,0,0,0,0,0,464.321,331.156,64.372,0,0,0,0,0
1998,12,10S,155E,144.287,71.462,1.421,0,29.61,8.547,2.388,0,812.058,496.043,69.431,0,965.53,825.432,87.491,0,0,0,0,0
1998,12,10S,160E,336.297,69.746,4.45,0,100.033,22.874,7.093,0,18.178,11.276,6.546,0,28.793,8.505,3.248,0,0,0,0,0
1998,12,10S,165E,91.493,44.166,1.024,0,0,0,0,0,368.482,89.292,36.29,0,0,0,0,0,0,0,0,0
1998,12,10S,170E,1.704,9.078,0.118,0,216.357,101.027,35.415,0,93.061,42.042,19.597,0,0,0,0,0,0,0,0,0
1998,12,10S,175E,44.5,0,0,0,164.938,84.099,29.464,0,520.955,235.565,111.038,0,0,0,0,0,0,0,0,0
1998,12,10S,175W,0,0,0,0,0,0,0,0,183.644,73.53,39.627,0,0,0,0,0,0,0,0,0
1998,12,10S,180W,0,0,0,0,210.541,102.405,35.258,0,658.073,240.903,118.221,0,0,0,0,0,0,0,0,0
1998,12,15S,135W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,15S,140W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,15S,155E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,15S,180W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,20S,135W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,30N,120E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,30N,125E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,35S,170E,721.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,40S,145E,91.532,0,0,77.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,40S,150E,15.732,0,0,24.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,40S,175E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,00N,125E,275.331,79.863,0.315,0,127.89,27.573,15.603,0,0,0,0,0,152.376,59.598,6.468,0,1.974,0.441,0,0
1999,1,00N,130E,275.33,79.85,0.32,0,127.9,27.58,15.62,0,0,0,0,0,152.36,59.61,6.47,0,1.97,0.44,0,0
1999,1,00N,135E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,00N,140E,238.814,5.716,1.295,0,121.055,37.164,9.481,0,100.646,20.788,7.529,0,0,0,0,0,0.079,0.02,0.003,0
1999,1,00N,145E,14.518,0.537,0.103,0,304.305,81.868,21.43,0,114.404,24.766,9.565,0,2.196,0.522,0.172,0,0.08,0.026,0.003,0
1999,1,00N,150E,97.102,4.35,0.502,0,889.306,291.744,91.588,0,460.926,193.908,103.167,0,84.945,20.874,6.725,0,0,0,0,0
1999,1,00N,155E,6378.344,4261.461,203.946,0,1382.796,580.541,214.607,0,401.681,168.39,91.748,0,0.631,0.139,0.056,0,55.162,29.678,3.563,0
1999,1,00N,160E,7423.248,763.681,52.252,0,2238.322,650.853,278.016,0,1398.494,487.989,327.037,0,13.322,3.991,1.892,0,73.248,20.598,3.509,0
1999,1,00N,165E,2348.302,65.326,10.962,0,105.672,20.576,8.998,0,267.904,73.013,53.082,0,0,0,0,0,0,0,0,0
1999,1,05N,120E,14.85,0,0,0,571.11,234.885,1.05,0,0,0,0,0,1122.84,388.335,66.45,0,0,0,0,0
1999,1,05N,125E,14.858,0,0,0,571.102,234.878,1.064,0,0,0,0,0,1122.843,388.322,66.462,0,0,0,0,0
1999,1,05N,135E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,05N,140E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,05N,150E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,05N,155E,88.619,2.997,0.467,0,71.246,27.248,11.507,0,152.969,49.238,29.791,0,0,0,0,0,0,0,0,0
1999,1,05N,160E,71.154,1.364,0.362,0,14.938,8.906,4.351,0,44.251,10.71,8.039,0,0,0,0,0,0,0,0,0
1999,1,05N,165E,108.912,3.265,0.823,0,0,0,0,0,24.528,9.025,6.447,0,0,0,0,0,0,0,0,0
1999,1,05N,170E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,05S,125E,367.118,106.476,0.437,0,170.544,36.765,20.824,0,0,0,0,0,203.148,79.477,8.645,0,2.622,0.589,0,0
1999,1,05S,130E,275.337,79.857,0.324,0,127.899,27.576,15.615,0,0,0,0,0,152.37,59.616,6.48,0,1.971,0.441,0,0
1999,1,05S,135E,642.444,186.329,0.748,0,298.43,64.35,36.443,0,0,0,0,0,355.509,139.095,15.103,0,4.62,1.045,0,0
1999,1,05S,140E,0,0,0,0,46.851,23.669,5.18,0,0,0,0,0,137.582,85.27,17.309,5.8,0,0,0,0
1999,1,05S,145E,29.303,1.196,0.195,0,552.804,366.39,38.953,2,17.543,9.984,1.474,0,1035.147,709.115,90.695,5.1,0,0,0,0
1999,1,05S,150E,0,0,0,0,355.176,116.394,32.803,0,71.834,30.934,17.233,0,51.179,65.008,8.812,0,0,0,0,0
1999,1,05S,155E,181.377,17.413,1.011,0,94.332,46.758,17.913,0,123.417,52.811,25.437,0,58.792,24.968,11.54,0,0,0,0,0
1999,1,05S,160E,602.848,66.395,3.047,0,319.348,81.429,27.548,0,298.322,144.483,77.305,0,61.817,27.39,12.552,0,0,0,0,0
