Year,Month,Lat,Lon,skj_c,yft_c,oth_c
1950,1,20N,130E,0,0,0
1950,1,20N,135E,0,0,0
1950,1,20N,140E,0,0,0
1950,1,20N,145E,0,0,0
1950,1,20N,150E,0,0,0
1950,1,25N,130E,0,0,0
1950,1,25N,135E,0,0,0
1950,1,25N,140E,0,0,0
1950,1,25N,145E,0,0,0
1950,1,25N,150E,0,0,0
1950,1,30N,125E,0,0,0
1950,1,30N,130E,0,0,0
1950,1,30N,135E,0,0,0
1950,1,30N,140E,0,0,0
1950,1,45N,150E,0,0,0
1950,2,20N,120E,0,0,0
1950,2,20N,125E,0,0,0
1950,2,20N,130E,0,0,0
1950,2,20N,135E,0,0,0
1950,2,20N,140E,0,0,0
1950,2,20N,145E,0,0,0
1950,2,25N,125E,0,0,0
1950,2,25N,130E,0,0,0
1950,2,25N,135E,0,0,0
1950,2,25N,140E,0,0,0
1950,2,25N,145E,0,0,0
1950,2,30N,125E,0,0,0
1950,2,30N,130E,0,0,0
1950,2,30N,135E,0,0,0
1950,2,30N,140E,0,0,0
1950,2,30N,145E,0,0,0
1950,2,30N,155E,0,0,0
1950,2,35N,145E,0,0,0
1950,3,20N,120E,0,0,0
1950,3,20N,125E,0,0,0
1950,3,20N,130E,0,0,0
1950,3,20N,135E,0,0,0
1950,3,20N,140E,0,0,0
1950,3,20N,145E,0,0,0
1950,3,20N,150E,0,0,0
1950,3,20N,155E,0,0,0
1950,3,25N,125E,0,0,0
1950,3,25N,130E,0,0,0
1950,3,25N,135E,0,0,0
1950,3,25N,140E,0,0,0
1950,3,25N,145E,0,0,0
1950,3,25N,150E,0,0,0
1950,3,30N,125E,0,0,0
1950,3,30N,130E,0,0,0
1950,3,30N,135E,0,0,0
1950,3,30N,140E,0,0,0
1950,3,30N,145E,0,0,0
1950,3,30N,150E,0,0,0
1950,3,30N,155E,0,0,0
1950,3,30N,160E,0,0,0
1950,3,40N,155E,0,0,0
1950,3,45N,155E,0,0,0
1950,4,20N,115E,0,0,0
1950,4,20N,120E,0,0,0
1950,4,20N,125E,0,0,0
1950,4,20N,130E,0,0,0
1950,4,20N,135E,0,0,0
1950,4,20N,140E,0,0,0
1950,4,20N,145E,0,0,0
1950,4,20N,150E,0,0,0
1950,4,20N,155E,0,0,0
1950,4,20N,160E,0,0,0
1950,4,25N,120E,0,0,0
1950,4,25N,125E,0,0,0
1950,4,25N,130E,0,0,0
1950,4,25N,135E,0,0,0
1950,4,25N,140E,87.805,9.637,0
1950,4,25N,145E,0,0,0
1950,4,25N,150E,0,0,0
1950,4,25N,155E,0,0,0
1950,4,25N,160E,0,0,0
1950,4,30N,125E,0,0,0
1950,4,30N,130E,0,0,0
1950,4,30N,135E,0,0,0
1950,4,30N,140E,197.997,1.41,0
1950,4,30N,145E,0,0,0
1950,4,30N,150E,0,0,0
1950,4,30N,155E,0,0,0
1950,4,30N,160E,0,0,0
1950,4,35N,135E,0,0,0
1950,4,35N,140E,0,0,0
1950,4,35N,145E,0,0,0
1950,4,35N,150E,0,0,0
1950,4,35N,155E,0,0,0
1950,4,35N,160E,0,0,0
1950,5,20N,120E,0,0,0
1950,5,20N,125E,0,0,0
1950,5,20N,130E,0,0,0
1950,5,20N,135E,0,0,0
1950,5,20N,140E,0,0,0
1950,5,20N,145E,0,0,0
1950,5,20N,150E,0,0,0
1950,5,20N,155E,0,0,0
1950,5,20N,160E,0,0,0
1950,5,25N,125E,0,0,0
1950,5,25N,130E,0,0,0
1950,5,25N,135E,0,0,0
1950,5,25N,140E,141.638,17.51,0
1950,5,25N,145E,0,0,0
1950,5,25N,150E,0,0,0
1950,5,25N,155E,0,0,0
1950,5,25N,160E,0,0,0
1950,5,30N,125E,0,0,0
1950,5,30N,130E,0,0,0
1950,5,30N,135E,105.78,10.46,0
1950,5,30N,140E,354.074,11.166,0
1950,5,30N,145E,434.093,83.322,0
1950,5,30N,150E,418.597,35.139,0
1950,5,30N,155E,478.444,9.99,0
1950,5,30N,160E,0,0,0
1950,5,35N,135E,0,0,0
1950,5,35N,140E,0,0,0
1950,5,35N,145E,0,0,0
1950,5,35N,150E,0,0,0
1950,5,35N,155E,0,0,0
1950,5,35N,160E,0,0,0
1950,6,20N,130E,0,0,0
1950,6,20N,135E,0,0,0
1950,6,20N,140E,0,0,0
1950,6,20N,145E,258.982,7.874,0
1950,6,20N,150E,188.02,6.699,0
1950,6,20N,155E,0,0,0
1950,6,20N,160E,0,0,0
1950,6,25N,125E,0,0,0
1950,6,25N,130E,0,0,0
1950,6,25N,135E,0,0,0
1950,6,25N,140E,0,0,0
1950,6,25N,145E,0,0,0
1950,6,25N,150E,0,0,0
1950,6,25N,155E,0,0,0
1950,6,25N,160E,0,0,0
1950,6,30N,125E,0,0,0
1950,6,30N,130E,0,0,0
1950,6,30N,135E,0,0,0
1950,6,30N,140E,176.363,3.644,0
1950,6,30N,145E,566.088,22.799,0
1950,6,30N,150E,823.107,50.298,0
1950,6,30N,155E,1387.045,44.775,0
1950,6,30N,160E,0,0,0
1950,6,35N,140E,0,0,0
1950,6,35N,145E,807.843,0.118,0
1950,6,35N,150E,1364.492,30.554,0
1950,6,35N,155E,426.782,55.822,0
1950,6,35N,160E,0,0,0
1950,6,40N,145E,0,0,0
1950,6,40N,150E,0,0,0
1950,6,40N,155E,0,0,0
1950,7,20N,120E,0,0,0
1950,7,20N,125E,0,0,0
1950,7,20N,135E,0,0,0
1950,7,20N,140E,328.996,9.755,0
1950,7,20N,145E,548.203,11.868,0
1950,7,20N,150E,441.715,2.821,0
1950,7,20N,155E,277.899,4.584,0
1950,7,20N,160E,0,0,0
1950,7,25N,120E,0,0,0
1950,7,25N,125E,0,0,0
1950,7,25N,130E,0,0,0
1950,7,25N,135E,0,0,0
1950,7,25N,140E,0,0,0
1950,7,25N,145E,0,0,0
1950,7,25N,150E,0,0,0
1950,7,25N,155E,0,0,0
1950,7,25N,160E,0,0,0
1950,7,30N,125E,0,0,0
1950,7,30N,130E,0,0,0
1950,7,30N,135E,0,0,0
1950,7,30N,140E,0,0,0
1950,7,30N,145E,0,0,0
1950,7,30N,150E,469.789,16.57,0
1950,7,30N,155E,160.724,9.755,0
1950,7,30N,160E,0,0,0
1950,7,35N,135E,0,0,0
1950,7,35N,140E,0,0,0
1950,7,35N,145E,1602.262,3.057,0
1950,7,35N,150E,3618.777,6.934,0
1950,7,35N,155E,2328.056,0.353,0
1950,7,35N,160E,0,0,0
1950,7,40N,140E,0,0,0
1950,7,40N,145E,0,0,0
1950,7,40N,150E,137.393,1.293,0
1950,7,40N,155E,0,0,0
1950,7,40N,160E,0,0,0
1950,8,20N,120E,0,0,0
1950,8,20N,125E,0,0,0
1950,8,20N,135E,0,0,0
1950,8,20N,140E,159.379,6.112,0
1950,8,20N,145E,0,0,0
1950,8,20N,150E,0,0,0
1950,8,20N,155E,0,0,0
1950,8,20N,160E,0,0,0
1950,8,25N,120E,0,0,0
1950,8,25N,125E,0,0,0
1950,8,25N,135E,0,0,0
1950,8,25N,140E,0,0,0
1950,8,25N,145E,0,0,0
1950,8,25N,150E,0,0,0
1950,8,25N,155E,0,0,0
1950,8,25N,160E,0,0,0
1950,8,30N,125E,0,0,0
1950,8,30N,130E,0,0,0
1950,8,30N,135E,0,0,0
1950,8,30N,140E,0,0,0
1950,8,30N,145E,0,0,0
1950,8,30N,150E,0,0,0
1950,8,30N,155E,0,0,0
1950,8,35N,140E,0,0,0
1950,8,35N,145E,296.678,0,0
1950,8,35N,150E,554.95,0,0
1950,8,35N,155E,773.544,0,0
1950,8,35N,160E,0,0,0
1950,8,40N,140E,0,0,0
1950,8,40N,145E,218.31,0,0
1950,8,40N,150E,1708.419,0,0
1950,8,40N,155E,1112.423,0,0
1950,8,40N,160E,0,0,0
1950,9,20N,115E,0,0,0
1950,9,20N,120E,0,0,0
1950,9,20N,125E,0,0,0
1950,9,20N,130E,0,0,0
1950,9,20N,135E,0,0,0
1950,9,20N,140E,0,0,0
1950,9,20N,145E,0,0,0
1950,9,20N,150E,0,0,0
1950,9,20N,155E,0,0,0
1950,9,20N,160E,0,0,0
1950,9,25N,125E,0,0,0
1950,9,25N,130E,0,0,0
1950,9,25N,135E,0,0,0
1950,9,25N,140E,0,0,0
1950,9,25N,145E,0,0,0
1950,9,25N,150E,0,0,0
1950,9,25N,155E,0,0,0
1950,9,25N,160E,0,0,0
1950,9,30N,125E,0,0,0
1950,9,30N,130E,0,0,0
1950,9,30N,135E,0,0,0
1950,9,30N,140E,0,0,0
1950,9,30N,145E,0,0,0
1950,9,30N,150E,0,0,0
1950,9,30N,160E,0,0,0
1950,9,35N,140E,0,0,0
1950,9,35N,145E,224.915,0,0
1950,9,35N,150E,0,0,0
1950,9,35N,155E,0,0,0
1950,9,35N,160E,0,0,0
1950,9,40N,140E,0,0,0
1950,9,40N,145E,401.35,0,0
1950,9,40N,150E,2833.865,0,0
1950,9,40N,155E,1173.358,0,0
1950,9,40N,160E,0,0,0
1950,9,45N,150E,0,0,0
1950,10,20N,115E,0,0,0
1950,10,20N,120E,0,0,0
1950,10,20N,125E,0,0,0
1950,10,20N,130E,0,0,0
1950,10,20N,135E,0,0,0
1950,10,20N,140E,0,0,0
1950,10,20N,145E,0,0,0
1950,10,20N,150E,0,0,0
1950,10,20N,155E,0,0,0
1950,10,20N,160E,0,0,0
1950,10,25N,125E,0,0,0
1950,10,25N,130E,0,0,0
1950,10,25N,135E,0,0,0
1950,10,25N,140E,0,0,0
1950,10,25N,145E,0,0,0
1950,10,25N,155E,0,0,0
1950,10,25N,160E,0,0,0
1950,10,30N,130E,0,0,0
1950,10,30N,135E,0,0,0
1950,10,30N,140E,0,0,0
1950,10,30N,145E,0,0,0
1950,10,30N,150E,0,0,0
1950,10,30N,155E,0,0,0
1950,10,35N,140E,0,0,0
1950,10,35N,145E,0,0,0
1950,10,35N,150E,0,0,0
1950,10,35N,155E,0,0,0
1950,10,35N,160E,0,0,0
1950,10,40N,140E,0,0,0
1950,10,40N,145E,0,0,0
1950,10,40N,150E,698.854,0,0
1950,10,40N,155E,272.921,0,0
1950,10,40N,160E,0,0,0
1950,11,20N,115E,0,0,0
1950,11,20N,120E,0,0,0
1950,11,20N,125E,0,0,0
1950,11,20N,130E,0,0,0
1950,11,20N,135E,0,0,0
1950,11,20N,140E,0,0,0
1950,11,20N,145E,0,0,0
1950,11,20N,150E,0,0,0
1950,11,20N,155E,0,0,0
1950,11,25N,125E,0,0,0
1950,11,25N,130E,0,0,0
1950,11,25N,135E,0,0,0
1950,11,25N,140E,0,0,0
1950,11,25N,145E,0,0,0
1950,11,25N,155E,0,0,0
1950,11,30N,130E,0,0,0
1950,11,30N,135E,0,0,0
1950,11,30N,140E,0,0,0
1950,11,35N,140E,0,0,0
1950,11,35N,145E,0,0,0
1950,11,35N,150E,0,0,0
1950,11,35N,155E,0,0,0
1950,11,35N,160E,0,0,0
1950,11,40N,150E,0,0,0
1950,11,40N,155E,0,0,0
1950,11,40N,160E,0,0,0
1950,12,20N,115E,0,0,0
1950,12,20N,130E,0,0,0
1950,12,20N,135E,0,0,0
1950,12,20N,140E,0,0,0
1950,12,20N,145E,0,0,0
1950,12,25N,130E,0,0,0
1950,12,25N,135E,0,0,0
1950,12,25N,140E,0,0,0
1950,12,25N,145E,0,0,0
1950,12,30N,135E,0,0,0
1950,12,30N,140E,0,0,0
1950,12,35N,140E,0,0,0
1950,12,35N,145E,0,0,0
1950,12,35N,150E,0,0,0
1950,12,35N,155E,0,0,0
1950,12,35N,160E,0,0,0
1951,1,20N,130E,0,0,0
1951,1,20N,135E,0,0,0
1951,1,20N,140E,0,0,0
1951,1,20N,145E,0,0,0
1951,1,20N,150E,0,0,0
1951,1,25N,130E,0,0,0
1951,1,25N,135E,0,0,0
1951,1,25N,140E,0,0,0
1951,1,25N,145E,0,0,0
1951,1,25N,150E,0,0,0
1951,1,30N,125E,0,0,0
1951,1,30N,130E,0,0,0
1951,1,30N,135E,0,0,0
1951,1,30N,140E,0,0,0
1951,1,45N,150E,0,0,0
1951,2,20N,120E,0,0,0
1951,2,20N,125E,0,0,0
1951,2,20N,130E,0,0,0
1951,2,20N,135E,0,0,0
1951,2,20N,140E,0,0,0
1951,2,20N,145E,0,0,0
1951,2,25N,125E,0,0,0
1951,2,25N,130E,0,0,0
1951,2,25N,135E,0,0,0
1951,2,25N,140E,0,0,0
1951,2,25N,145E,0,0,0
1951,2,30N,125E,0,0,0
1951,2,30N,130E,0,0,0
1951,2,30N,135E,0,0,0
1951,2,30N,140E,0,0,0
1951,2,30N,145E,0,0,0
1951,2,30N,155E,0,0,0
1951,2,35N,145E,0,0,0
1951,3,20N,120E,0,0,0
1951,3,20N,125E,0,0,0
1951,3,20N,130E,0,0,0
1951,3,20N,135E,0,0,0
1951,3,20N,140E,0,0,0
1951,3,20N,145E,0,0,0
1951,3,20N,150E,0,0,0
1951,3,20N,155E,0,0,0
1951,3,25N,125E,0,0,0
1951,3,25N,130E,0,0,0
1951,3,25N,135E,0,0,0
1951,3,25N,140E,0,0,0
1951,3,25N,145E,0,0,0
1951,3,25N,150E,0,0,0
1951,3,30N,125E,0,0,0
1951,3,30N,130E,0,0,0
1951,3,30N,135E,0,0,0
1951,3,30N,140E,0,0,0
1951,3,30N,145E,0,0,0
1951,3,30N,150E,0,0,0
1951,3,30N,155E,0,0,0
1951,3,30N,160E,0,0,0
1951,3,40N,155E,0,0,0
1951,3,45N,155E,0,0,0
1951,4,20N,115E,0,0,0
1951,4,20N,120E,0,0,0
1951,4,20N,125E,0,0,0
1951,4,20N,130E,0,0,0
1951,4,20N,135E,0,0,0
1951,4,20N,140E,0,0,0
1951,4,20N,145E,0,0,0
1951,4,20N,150E,0,0,0
1951,4,20N,155E,0,0,0
1951,4,20N,160E,0,0,0
1951,4,25N,120E,0,0,0
1951,4,25N,125E,0,0,0
1951,4,25N,130E,242.709,0,0
1951,4,25N,135E,197.09,3.838,0
1951,4,25N,140E,253.044,10.854,0
1951,4,25N,145E,0,0,0
1951,4,25N,150E,0,0,0
1951,4,25N,155E,0,0,0
1951,4,25N,160E,0,0,0
1951,4,30N,125E,0,0,0
1951,4,30N,130E,0,0,0
1951,4,30N,135E,202.188,1.059,0
1951,4,30N,140E,570.602,1.588,0
1951,4,30N,145E,0,0,0
1951,4,30N,150E,0,0,0
1951,4,30N,155E,0,0,0
1951,4,30N,160E,0,0,0
1951,4,35N,135E,0,0,0
1951,4,35N,140E,0,0,0
1951,4,35N,145E,0,0,0
1951,4,35N,150E,0,0,0
1951,4,35N,155E,0,0,0
1951,4,35N,160E,0,0,0
1951,5,20N,120E,0,0,0
1951,5,20N,125E,0,0,0
1951,5,20N,130E,0,0,0
1951,5,20N,135E,0,0,0
1951,5,20N,140E,0,0,0
1951,5,20N,145E,0,0,0
1951,5,20N,150E,0,0,0
1951,5,20N,155E,0,0,0
1951,5,20N,160E,0,0,0
1951,5,25N,125E,0,0,0
1951,5,25N,130E,0,0,0
1951,5,25N,135E,0,0,0
1951,5,25N,140E,408.186,19.724,0
1951,5,25N,145E,0,0,0
1951,5,25N,150E,0,0,0
1951,5,25N,155E,0,0,0
1951,5,25N,160E,0,0,0
1951,5,30N,125E,0,0,0
1951,5,30N,130E,0,0,0
1951,5,30N,135E,304.847,11.78,0
1951,5,30N,140E,1020.396,12.575,0
1951,5,30N,145E,1251.003,93.851,0
1951,5,30N,150E,1206.336,39.579,0
1951,5,30N,155E,1378.812,11.252,0
1951,5,30N,160E,227.547,5.824,0
1951,5,35N,135E,0,0,0
1951,5,35N,140E,0,0,0
1951,5,35N,145E,400.912,2.383,0
1951,5,35N,150E,387.518,119.532,0
1951,5,35N,155E,190.156,0.265,0
1951,5,35N,160E,0,0,0
1951,6,20N,130E,0,0,0
1951,6,20N,135E,0,0,0
1951,6,20N,140E,470.119,11.12,0
1951,6,20N,145E,746.344,8.869,0
1951,6,20N,150E,541.846,7.545,0
1951,6,20N,155E,454.145,2.383,0
1951,6,20N,160E,0,0,0
1951,6,25N,125E,0,0,0
1951,6,25N,130E,0,0,0
1951,6,25N,135E,0,0,0
1951,6,25N,140E,0,0,0
1951,6,25N,145E,0,0,0
1951,6,25N,150E,0,0,0
1951,6,25N,155E,0,0,0
1951,6,25N,160E,0,0,0
1951,6,30N,125E,0,0,0
1951,6,30N,130E,0,0,0
1951,6,30N,135E,0,0,0
1951,6,30N,140E,508.259,4.102,0
1951,6,30N,145E,1631.381,25.68,0
1951,6,30N,150E,2372.08,56.655,0
1951,6,30N,155E,3997.274,50.434,0
1951,6,30N,160E,448.364,1.324,0
1951,6,35N,140E,108.572,1.324,0
1951,6,35N,145E,2328.095,0.132,0
1951,6,35N,150E,3932.279,34.416,0
1951,6,35N,155E,1229.923,62.877,0
1951,6,35N,160E,0,0,0
1951,6,40N,145E,0,0,0
1951,6,40N,150E,0,0,0
1951,6,40N,155E,0,0,0
1951,7,20N,120E,0,0,0
1951,7,20N,125E,0,0,0
1951,7,20N,135E,0,0,0
1951,7,20N,140E,948.129,10.987,0
1951,7,20N,145E,1579.846,13.37,0
1951,7,20N,150E,1272.959,3.176,0
1951,7,20N,155E,800.868,5.162,0
1951,7,20N,160E,0,0,0
1951,7,25N,120E,0,0,0
1951,7,25N,125E,0,0,0
1951,7,25N,130E,0,0,0
1951,7,25N,135E,0,0,0
1951,7,25N,140E,0,0,0
1951,7,25N,145E,0,0,0
1951,7,25N,150E,0,0,0
1951,7,25N,155E,0,0,0
1951,7,25N,160E,0,0,0
1951,7,30N,125E,0,0,0
1951,7,30N,130E,0,0,0
1951,7,30N,135E,0,0,0
1951,7,30N,140E,0,0,0
1951,7,30N,145E,375.279,5.427,0
1951,7,30N,150E,1353.863,18.665,0
1951,7,30N,155E,463.186,10.987,0
1951,7,30N,160E,0,0,0
1951,7,35N,135E,0,0,0
1951,7,35N,140E,55.341,0,0
1951,7,35N,145E,4617.506,3.441,0
1951,7,35N,150E,10428.836,7.81,0
1951,7,35N,155E,6709.15,0.397,0
1951,7,35N,160E,691.753,0,0
1951,7,40N,140E,0,0,0
1951,7,40N,145E,0,0,0
1951,7,40N,150E,395.95,1.456,0
1951,7,40N,155E,468.557,0,0
1951,7,40N,160E,0,0,0
1951,8,20N,120E,0,0,0
1951,8,20N,125E,0,0,0
1951,8,20N,135E,0,0,0
1951,8,20N,140E,459.31,6.882,0
1951,8,20N,145E,318.104,4.634,0
1951,8,20N,150E,0,0,0
1951,8,20N,155E,250.049,1.721,0
1951,8,20N,160E,0,0,0
1951,8,25N,120E,0,0,0
1951,8,25N,125E,0,0,0
1951,8,25N,135E,0,0,0
1951,8,25N,140E,0,0,0
1951,8,25N,145E,0,0,0
1951,8,25N,150E,0,0,0
1951,8,25N,155E,0,0,0
1951,8,25N,160E,0,0,0
1951,8,30N,125E,0,0,0
1951,8,30N,130E,0,0,0
1951,8,30N,135E,0,0,0
1951,8,30N,140E,0,0,0
1951,8,30N,145E,0,0,0
1951,8,30N,150E,0,0,0
1951,8,30N,155E,0,0,0
1951,8,35N,140E,0,0,0
1951,8,35N,145E,854.986,0,0
1951,8,35N,150E,1599.292,0,0
1951,8,35N,155E,2229.245,0,0
1951,8,35N,160E,847.984,0,0
1951,8,40N,140E,0,0,0
1951,8,40N,145E,629.137,0,0
1951,8,40N,150E,4923.439,0,0
1951,8,40N,155E,3205.855,0,0
1951,8,40N,160E,573.457,0,0
1951,9,20N,115E,0,0,0
1951,9,20N,120E,0,0,0
1951,9,20N,125E,0,0,0
1951,9,20N,130E,0,0,0
1951,9,20N,135E,0,0,0
1951,9,20N,140E,0,0,0
1951,9,20N,145E,0,0,0
1951,9,20N,150E,0,0,0
1951,9,20N,155E,0,0,0
1951,9,20N,160E,0,0,0
1951,9,25N,125E,0,0,0
1951,9,25N,130E,0,0,0
1951,9,25N,135E,0,0,0
1951,9,25N,140E,0,0,0
1951,9,25N,145E,0,0,0
1951,9,25N,150E,0,0,0
1951,9,25N,155E,0,0,0
1951,9,25N,160E,0,0,0
1951,9,30N,125E,0,0,0
1951,9,30N,130E,0,0,0
1951,9,30N,135E,0,0,0
1951,9,30N,140E,0,0,0
1951,9,30N,145E,0,0,0
1951,9,30N,150E,0,0,0
1951,9,30N,160E,0,0,0
1951,9,35N,140E,0,0,0
1951,9,35N,145E,648.173,0,0
1951,9,35N,150E,464.884,0,0
1951,9,35N,155E,0,0,0
1951,9,35N,160E,0,0,0
1951,9,40N,140E,0,0,0
1951,9,40N,145E,1156.636,0,0
1951,9,40N,150E,8166.825,0,0
1951,9,40N,155E,3381.46,0,0
1951,9,40N,160E,0,0,0
1951,9,45N,150E,0,0,0
1951,10,20N,115E,0,0,0
1951,10,20N,120E,0,0,0
1951,10,20N,125E,0,0,0
1951,10,20N,130E,0,0,0
1951,10,20N,135E,0,0,0
1951,10,20N,140E,0,0,0
1951,10,20N,145E,0,0,0
1951,10,20N,150E,0,0,0
1951,10,20N,155E,0,0,0
1951,10,20N,160E,0,0,0
1951,10,25N,125E,0,0,0
1951,10,25N,130E,0,0,0
1951,10,25N,135E,0,0,0
1951,10,25N,140E,0,0,0
1951,10,25N,145E,0,0,0
1951,10,25N,155E,0,0,0
1951,10,25N,160E,0,0,0
1951,10,30N,130E,0,0,0
1951,10,30N,135E,0,0,0
1951,10,30N,140E,0,0,0
1951,10,30N,145E,0,0,0
1951,10,30N,150E,0,0,0
1951,10,30N,155E,0,0,0
1951,10,35N,140E,0,0,0
1951,10,35N,145E,227.277,0,0
1951,10,35N,150E,0,0,0
1951,10,35N,155E,0,0,0
1951,10,35N,160E,0,0,0
1951,10,40N,140E,0,0,0
1951,10,40N,145E,0,0,0
1951,10,40N,150E,2014,0,0
1951,10,40N,155E,786.526,0,0
1951,10,40N,160E,0,0,0
1951,11,20N,115E,0,0,0
1951,11,20N,120E,0,0,0
1951,11,20N,125E,0,0,0
1951,11,20N,130E,0,0,0
1951,11,20N,135E,0,0,0
1951,11,20N,140E,0,0,0
1951,11,20N,145E,0,0,0
1951,11,20N,150E,0,0,0
1951,11,20N,155E,0,0,0
1951,11,25N,125E,0,0,0
1951,11,25N,130E,0,0,0
1951,11,25N,135E,0,0,0
1951,11,25N,140E,0,0,0
1951,11,25N,145E,0,0,0
1951,11,25N,155E,0,0,0
1951,11,30N,130E,0,0,0
1951,11,30N,135E,0,0,0
1951,11,30N,140E,0,0,0
1951,11,35N,140E,0,0,0
1951,11,35N,145E,0,0,0
1951,11,35N,150E,0,0,0
1951,11,35N,155E,0,0,0
1951,11,35N,160E,0,0,0
1951,11,40N,150E,0,0,0
1951,11,40N,155E,0,0,0
1951,11,40N,160E,0,0,0
1951,12,20N,115E,0,0,0
1951,12,20N,130E,0,0,0
1951,12,20N,135E,0,0,0
1951,12,20N,140E,0,0,0
1951,12,20N,145E,0,0,0
1951,12,25N,130E,0,0,0
1951,12,25N,135E,0,0,0
1951,12,25N,140E,0,0,0
1951,12,25N,145E,0,0,0
1951,12,30N,135E,0,0,0
1951,12,30N,140E,0,0,0
1951,12,35N,140E,0,0,0
1951,12,35N,145E,0,0,0
1951,12,35N,150E,0,0,0
1951,12,35N,155E,0,0,0
1951,12,35N,160E,0,0,0
1952,1,20N,130E,0,0,0
1952,1,20N,135E,0,0,0
1952,1,20N,140E,0,0,0
1952,1,20N,145E,0,0,0
1952,1,20N,150E,0,0,0
1952,1,25N,130E,0,0,0
1952,1,25N,135E,0,0,0
1952,1,25N,140E,0,0,0
1952,1,25N,145E,0,0,0
1952,1,25N,150E,0,0,0
1952,1,30N,125E,0,0,0
1952,1,30N,130E,0,0,0
1952,1,30N,135E,0,0,0
1952,1,30N,140E,0,0,0
1952,1,45N,150E,0,0,0
1952,2,20N,120E,0,0,0
1952,2,20N,125E,0,0,0
1952,2,20N,130E,0,0,0
1952,2,20N,135E,0,0,0
1952,2,20N,140E,0,0,0
1952,2,20N,145E,0,0,0
1952,2,25N,125E,0,0,0
1952,2,25N,130E,0,0,0
1952,2,25N,135E,0,0,0
1952,2,25N,140E,0,0,0
1952,2,25N,145E,0,0,0
1952,2,30N,125E,0,0,0
1952,2,30N,130E,0,0,0
1952,2,30N,135E,0,0,0
1952,2,30N,140E,0,0,0
1952,2,30N,145E,0,0,0
1952,2,30N,155E,0,0,0
1952,2,35N,145E,0,0,0
1952,3,20N,120E,0,0,0
1952,3,20N,125E,0,0,0
1952,3,20N,130E,0,0,0
1952,3,20N,135E,0,0,0
1952,3,20N,140E,0,0,0
1952,3,20N,145E,0,0,0
1952,3,20N,150E,0,0,0
1952,3,20N,155E,0,0,0
1952,3,25N,125E,0,0,0
1952,3,25N,130E,0,0,0
1952,3,25N,135E,0,0,0
1952,3,25N,140E,0,0,0
1952,3,25N,145E,0,0,0
1952,3,25N,150E,0,0,0
1952,3,30N,125E,0,0,0
1952,3,30N,130E,0,0,0
1952,3,30N,135E,0,0,0
1952,3,30N,140E,0,0,0
1952,3,30N,145E,0,0,0
1952,3,30N,150E,0,0,0
1952,3,30N,155E,0,0,0
1952,3,30N,160E,0,0,0
1952,3,40N,155E,0,0,0
1952,3,45N,155E,0,0,0
1952,4,20N,115E,0,0,0
1952,4,20N,120E,0,0,0
1952,4,20N,125E,0,0,0
1952,4,20N,130E,0,0,0
1952,4,20N,135E,0,0,0
1952,4,20N,140E,0,0,0
1952,4,20N,145E,0,0,0
1952,4,20N,150E,0,0,0
1952,4,20N,155E,0,0,0
1952,4,20N,160E,0,0,0
1952,4,25N,120E,0,0,0
1952,4,25N,125E,0,0,0
1952,4,25N,130E,198.067,0,0
1952,4,25N,135E,160.838,11.069,0
1952,4,25N,140E,206.501,31.296,0
1952,4,25N,145E,0,0,0
1952,4,25N,150E,0,0,0
1952,4,25N,155E,0,0,0
1952,4,25N,160E,0,0,0
1952,4,30N,125E,0,0,0
1952,4,30N,130E,0,0,0
1952,4,30N,135E,165.001,3.053,0
1952,4,30N,140E,465.656,4.58,0
1952,4,30N,145E,0,0,0
1952,4,30N,150E,0,0,0
1952,4,30N,155E,0,0,0
1952,4,30N,160E,0,0,0
1952,4,35N,135E,0,0,0
1952,4,35N,140E,0,0,0
1952,4,35N,145E,0,0,0
1952,4,35N,150E,0,0,0
1952,4,35N,155E,0,0,0
1952,4,35N,160E,0,0,0
1952,5,20N,120E,0,0,0
1952,5,20N,125E,0,0,0
1952,5,20N,130E,0,0,0
1952,5,20N,135E,0,0,0
1952,5,20N,140E,0,0,0
1952,5,20N,145E,0,0,0
1952,5,20N,150E,0,0,0
1952,5,20N,155E,0,0,0
1952,5,20N,160E,0,0,0
1952,5,25N,125E,0,0,0
1952,5,25N,130E,0,0,0
1952,5,25N,135E,0,0,0
1952,5,25N,140E,333.109,56.87,0
1952,5,25N,145E,0,0,0
1952,5,25N,150E,0,0,0
1952,5,25N,155E,0,0,0
1952,5,25N,160E,0,0,0
1952,5,30N,125E,0,0,0
1952,5,30N,130E,0,0,0
1952,5,30N,135E,248.777,33.968,0
1952,5,30N,140E,832.718,36.258,0
1952,5,30N,145E,1020.913,270.607,0
1952,5,30N,150E,984.461,114.12,0
1952,5,30N,155E,1125.218,32.442,0
1952,5,30N,160E,185.696,16.794,0
1952,5,35N,135E,0,0,0
1952,5,35N,140E,0,0,0
1952,5,35N,145E,327.175,6.87,0
1952,5,35N,150E,316.245,344.651,0
1952,5,35N,155E,0,0,0
1952,5,35N,160E,0,0,0
1952,6,20N,130E,0,0,0
1952,6,20N,135E,0,0,0
1952,6,20N,140E,383.653,32.06,0
1952,6,20N,145E,609.075,25.571,0
1952,6,20N,150E,442.188,21.755,0
1952,6,20N,155E,370.616,6.87,0
1952,6,20N,160E,0,0,0
1952,6,25N,125E,0,0,0
1952,6,25N,130E,0,0,0
1952,6,25N,135E,0,0,0
