BigCellID,FishingEntityID,CountryGroupID
60203,3,7
60204,3,7
60205,3,7
60206,3,7
60207,3,7
60208,3,7
60209,3,7
60210,3,7
60211,3,7
60212,3,7
60213,3,7
60214,3,7
60215,3,7
60216,3,7
60217,3,7
60218,3,7
60219,3,7
60220,3,7
60221,3,7
60222,3,7
60223,3,7
60224,3,7
60225,3,7
60226,3,7
60227,3,7
60228,3,7
60229,3,7
60230,3,7
60231,3,7
60232,3,7
60233,3,7
60234,3,7
60235,3,7
60236,3,7
60237,3,7
60238,3,7
60239,3,7
60371,3,7
60372,3,7
60373,3,7
60374,3,7
60375,3,7
60376,3,7
60377,3,7
60378,3,7
60379,3,7
60380,3,7
60381,3,7
60382,3,7
60383,3,7
60384,3,7
60385,3,7
60386,3,7
60387,3,7
60388,3,7
60389,3,7
60390,3,7
60391,3,7
60392,3,7
60393,3,7
60394,3,7
60395,3,7
60396,3,7
60397,3,7
60398,3,7
60399,3,7
60400,3,7
60401,3,7
60402,3,7
60403,3,7
60404,3,7
60405,3,7
60406,3,7
60407,3,7
60408,3,7
60409,3,7
60410,3,7
60411,3,7
60412,3,7
60413,3,7
60414,3,7
60415,3,7
60551,3,7
60552,3,7
60553,3,7
60554,3,7
60555,3,7
60556,3,7
60557,3,7
60558,3,7
60559,3,7
60560,3,7
60561,3,7
60562,3,7
60563,3,7
60564,3,7
60565,3,7
60566,3,7
60567,3,7
60568,3,7
60569,3,7
60570,3,7
60571,3,7
60572,3,7
60573,3,7
60574,3,7
60575,3,7
60576,3,7
60577,3,7
60578,3,7
60579,3,7
60580,3,7
60581,3,7
60582,3,7
60583,3,7
60584,3,7
60585,3,7
60586,3,7
60587,3,7
60588,3,7
60589,3,7
60590,3,7
60591,3,7
60592,3,7
60593,3,7
60594,3,7
60595,3,7
60731,3,7
60732,3,7
60733,3,7
60734,3,7
60735,3,7
60736,3,7
60737,3,7
60738,3,7
60739,3,7
60740,3,7
60741,3,7
60742,3,7
60743,3,7
60744,3,7
60745,3,7
60746,3,7
60747,3,7
60748,3,7
60749,3,7
60750,3,7
60751,3,7
60752,3,7
60753,3,7
60754,3,7
60755,3,7
60756,3,7
60757,3,7
60758,3,7
60759,3,7
60760,3,7
60761,3,7
60762,3,7
60763,3,7
60764,3,7
60765,3,7
60766,3,7
60767,3,7
60768,3,7
60769,3,7
60770,3,7
60771,3,7
60772,3,7
60773,3,7
60774,3,7
60775,3,7
60911,3,7
60912,3,7
60913,3,7
60914,3,7
60915,3,7
60916,3,7
60917,3,7
60918,3,7
60919,3,7
60920,3,7
60921,3,7
60922,3,7
60923,3,7
60924,3,7
60925,3,7
60926,3,7
60927,3,7
60928,3,7
60929,3,7
60930,3,7
60931,3,7
60932,3,7
60933,3,7
60934,3,7
60935,3,7
60936,3,7
60937,3,7
60938,3,7
60939,3,7
60940,3,7
60941,3,7
60942,3,7
60943,3,7
60944,3,7
60945,3,7
60946,3,7
60947,3,7
60948,3,7
60949,3,7
60950,3,7
60951,3,7
60952,3,7
60953,3,7
60954,3,7
60955,3,7
61091,3,7
61092,3,7
61093,3,7
61094,3,7
61095,3,7
61096,3,7
61097,3,7
61098,3,7
61099,3,7
61100,3,7
61101,3,7
61102,3,7
61103,3,7
61104,3,7
61105,3,7
61106,3,7
61107,3,7
61108,3,7
61109,3,7
61110,3,7
61111,3,7
61112,3,7
61113,3,7
61114,3,7
61115,3,7
61116,3,7
61117,3,7
61118,3,7
61119,3,7
61120,3,7
61121,3,7
61122,3,7
61123,3,7
61124,3,7
61125,3,7
61126,3,7
61127,3,7
61128,3,7
61129,3,7
61130,3,7
61131,3,7
61132,3,7
61133,3,7
61134,3,7
61135,3,7
61271,3,7
61272,3,7
61273,3,7
61274,3,7
61275,3,7
61276,3,7
61277,3,7
61278,3,7
61279,3,7
61280,3,7
61281,3,7
61282,3,7
61283,3,7
61284,3,7
61285,3,7
61286,3,7
61287,3,7
61288,3,7
61289,3,7
61290,3,7
61291,3,7
61292,3,7
61293,3,7
61294,3,7
61295,3,7
61296,3,7
61297,3,7
61298,3,7
61299,3,7
61300,3,7
61301,3,7
61302,3,7
61303,3,7
61304,3,7
61305,3,7
61306,3,7
61307,3,7
61308,3,7
61309,3,7
61310,3,7
61311,3,7
61312,3,7
61313,3,7
61314,3,7
61315,3,7
61451,3,7
61452,3,7
61453,3,7
61454,3,7
61455,3,7
61456,3,7
61457,3,7
61458,3,7
61459,3,7
61460,3,7
61461,3,7
61462,3,7
61463,3,7
61464,3,7
61465,3,7
61466,3,7
61467,3,7
61468,3,7
61469,3,7
61470,3,7
61471,3,7
61472,3,7
61473,3,7
61474,3,7
61475,3,7
61476,3,7
61477,3,7
61478,3,7
61479,3,7
61480,3,7
61481,3,7
61482,3,7
61483,3,7
61484,3,7
61485,3,7
61486,3,7
61487,3,7
61488,3,7
61489,3,7
61490,3,7
61491,3,7
61492,3,7
61493,3,7
61494,3,7
61495,3,7
61631,3,7
61632,3,7
61633,3,7
61634,3,7
61635,3,7
61636,3,7
61637,3,7
61638,3,7
61639,3,7
61640,3,7
61641,3,7
61642,3,7
61643,3,7
61644,3,7
61645,3,7
61646,3,7
61647,3,7
61648,3,7
61649,3,7
61650,3,7
61651,3,7
61652,3,7
61653,3,7
61654,3,7
61655,3,7
61656,3,7
61657,3,7
61658,3,7
61659,3,7
61660,3,7
61661,3,7
61662,3,7
61663,3,7
61664,3,7
61665,3,7
61666,3,7
61667,3,7
61668,3,7
61669,3,7
61670,3,7
61671,3,7
61672,3,7
61673,3,7
61674,3,7
61675,3,7
61811,3,7
61812,3,7
61813,3,7
61814,3,7
61815,3,7
61816,3,7
61817,3,7
61818,3,7
61819,3,7
61820,3,7
61821,3,7
61822,3,7
61823,3,7
61824,3,7
61825,3,7
61826,3,7
61827,3,7
61828,3,7
61829,3,7
61830,3,7
61831,3,7
61832,3,7
61833,3,7
61834,3,7
61835,3,7
61836,3,7
61837,3,7
61838,3,7
61839,3,7
61840,3,7
61841,3,7
61842,3,7
61843,3,7
61844,3,7
61845,3,7
61846,3,7
61847,3,7
61848,3,7
61849,3,7
61850,3,7
61851,3,7
61852,3,7
61853,3,7
61854,3,7
61855,3,7
61991,3,7
61992,3,7
61993,3,7
61994,3,7
61995,3,7
61996,3,7
61997,3,7
61998,3,7
61999,3,7
62000,3,7
62001,3,7
62002,3,7
62003,3,7
62004,3,7
62005,3,7
62006,3,7
62007,3,7
62008,3,7
62009,3,7
62010,3,7
62011,3,7
62012,3,7
62013,3,7
62014,3,7
62015,3,7
62016,3,7
62017,3,7
62018,3,7
62019,3,7
62020,3,7
62021,3,7
62022,3,7
62023,3,7
62024,3,7
62025,3,7
62026,3,7
62027,3,7
62028,3,7
62029,3,7
62030,3,7
62031,3,7
62032,3,7
62033,3,7
62034,3,7
62035,3,7
62171,3,7
62172,3,7
62173,3,7
62174,3,7
62175,3,7
62176,3,7
62177,3,7
62178,3,7
62179,3,7
62180,3,7
62181,3,7
62182,3,7
62183,3,7
62184,3,7
62185,3,7
62186,3,7
62187,3,7
62188,3,7
62189,3,7
62190,3,7
62191,3,7
62192,3,7
62193,3,7
62194,3,7
62195,3,7
62196,3,7
62197,3,7
62198,3,7
62199,3,7
62200,3,7
62201,3,7
62202,3,7
62203,3,7
62204,3,7
62205,3,7
62206,3,7
62207,3,7
62208,3,7
62209,3,7
62210,3,7
62211,3,7
62212,3,7
62213,3,7
62214,3,7
62215,3,7
62351,3,7
62352,3,7
62353,3,7
62354,3,7
62355,3,7
62356,3,7
62357,3,7
62358,3,7
62359,3,7
62360,3,7
62361,3,7
62362,3,7
62363,3,7
62364,3,7
62365,3,7
62366,3,7
62367,3,7
62368,3,7
62369,3,7
62370,3,7
62371,3,7
62372,3,7
62373,3,7
62374,3,7
62375,3,7
62376,3,7
62377,3,7
62378,3,7
62379,3,7
62380,3,7
62381,3,7
62382,3,7
62383,3,7
62384,3,7
62385,3,7
62386,3,7
62387,3,7
62388,3,7
62389,3,7
62390,3,7
62391,3,7
62392,3,7
62393,3,7
62394,3,7
62395,3,7
62531,3,7
62532,3,7
62533,3,7
62534,3,7
62535,3,7
62536,3,7
62537,3,7
62538,3,7
62539,3,7
62540,3,7
62541,3,7
62542,3,7
62543,3,7
62544,3,7
62545,3,7
62546,3,7
62547,3,7
62548,3,7
62549,3,7
62550,3,7
62551,3,7
62552,3,7
62553,3,7
62554,3,7
62555,3,7
62556,3,7
62557,3,7
62558,3,7
62559,3,7
62560,3,7
62561,3,7
62562,3,7
62563,3,7
62564,3,7
62565,3,7
62566,3,7
62567,3,7
62568,3,7
62569,3,7
62570,3,7
62571,3,7
62572,3,7
62573,3,7
62574,3,7
62575,3,7
62711,3,7
62712,3,7
62713,3,7
62714,3,7
62715,3,7
62716,3,7
62717,3,7
62718,3,7
62719,3,7
62720,3,7
62721,3,7
62722,3,7
62723,3,7
62724,3,7
62725,3,7
62726,3,7
62727,3,7
62728,3,7
62729,3,7
62730,3,7
62731,3,7
62732,3,7
62733,3,7
62734,3,7
62735,3,7
62736,3,7
62737,3,7
62738,3,7
62739,3,7
62740,3,7
62741,3,7
62742,3,7
62743,3,7
62744,3,7
62745,3,7
62746,3,7
62747,3,7
62748,3,7
62749,3,7
62750,3,7
62751,3,7
62752,3,7
62753,3,7
62754,3,7
62755,3,7
62891,3,7
62892,3,7
62893,3,7
62894,3,7
62895,3,7
62896,3,7
62897,3,7
62898,3,7
62899,3,7
62900,3,7
62901,3,7
62902,3,7
62903,3,7
62904,3,7
62905,3,7
62906,3,7
62907,3,7
62908,3,7
62909,3,7
62910,3,7
62911,3,7
62912,3,7
62913,3,7
62914,3,7
62915,3,7
62916,3,7
62917,3,7
62918,3,7
62919,3,7
62920,3,7
62921,3,7
62922,3,7
62923,3,7
62924,3,7
62925,3,7
62926,3,7
62927,3,7
62928,3,7
62929,3,7
62930,3,7
62931,3,7
62932,3,7
62933,3,7
62934,3,7
62935,3,7
63071,3,7
63072,3,7
63073,3,7
63074,3,7
63075,3,7
63076,3,7
63077,3,7
63078,3,7
63079,3,7
63080,3,7
63081,3,7
63082,3,7
63083,3,7
63084,3,7
63085,3,7
63086,3,7
63087,3,7
63088,3,7
63089,3,7
63090,3,7
63091,3,7
63092,3,7
63093,3,7
63094,3,7
63095,3,7
63096,3,7
63097,3,7
63098,3,7
63099,3,7
63100,3,7
63101,3,7
63102,3,7
63103,3,7
63104,3,7
63105,3,7
63106,3,7
63107,3,7
63108,3,7
63109,3,7
63110,3,7
63111,3,7
63112,3,7
63113,3,7
63114,3,7
63115,3,7
63251,3,7
63252,3,7
63253,3,7
63254,3,7
63255,3,7
63256,3,7
63257,3,7
63258,3,7
63259,3,7
63260,3,7
63261,3,7
63262,3,7
63263,3,7
63264,3,7
63265,3,7
63266,3,7
63267,3,7
63268,3,7
63269,3,7
63270,3,7
63271,3,7
63272,3,7
63273,3,7
63274,3,7
63275,3,7
63276,3,7
63277,3,7
63278,3,7
63279,3,7
63280,3,7
63281,3,7
63282,3,7
63283,3,7
63284,3,7
63285,3,7
63286,3,7
63287,3,7
63288,3,7
63289,3,7
63290,3,7
63291,3,7
63292,3,7
63293,3,7
63294,3,7
63295,3,7
63431,3,7
63432,3,7
63433,3,7
63434,3,7
63435,3,7
63436,3,7
63437,3,7
63438,3,7
63439,3,7
63440,3,7
63441,3,7
63442,3,7
63443,3,7
63444,3,7
63445,3,7
63446,3,7
63447,3,7
63448,3,7
63449,3,7
63450,3,7
63451,3,7
63452,3,7
63453,3,7
63454,3,7
63455,3,7
63456,3,7
63457,3,7
63458,3,7
63459,3,7
63460,3,7
63461,3,7
63462,3,7
63463,3,7
63464,3,7
63465,3,7
63466,3,7
63467,3,7
63468,3,7
63469,3,7
63470,3,7
63471,3,7
63472,3,7
63473,3,7
63474,3,7
63475,3,7
63611,3,7
63612,3,7
63613,3,7
63614,3,7
63615,3,7
63616,3,7
63617,3,7
63618,3,7
63619,3,7
63620,3,7
63621,3,7
63622,3,7
63623,3,7
63624,3,7
63625,3,7
63626,3,7
63627,3,7
63628,3,7
63629,3,7
63630,3,7
63631,3,7
63632,3,7
63633,3,7
63634,3,7
63635,3,7
63636,3,7
63637,3,7
63638,3,7
63639,3,7
63640,3,7
63641,3,7
63642,3,7
63643,3,7
63644,3,7
63645,3,7
63646,3,7
63647,3,7
63648,3,7
63649,3,7
63650,3,7
63651,3,7
63652,3,7
63653,3,7
63654,3,7
63655,3,7
63791,3,7
63792,3,7
63793,3,7
63794,3,7
63795,3,7
63796,3,7
63797,3,7
63798,3,7
63799,3,7
63800,3,7
63801,3,7
63802,3,7
63803,3,7
63804,3,7
63805,3,7
63806,3,7
63807,3,7
63808,3,7
63809,3,7
63810,3,7
63811,3,7
63812,3,7
63813,3,7
63814,3,7
63815,3,7
63816,3,7
63817,3,7
63818,3,7
63819,3,7
63820,3,7
63821,3,7
63822,3,7
63823,3,7
63824,3,7
63825,3,7
63826,3,7
63827,3,7
63828,3,7
63829,3,7
63830,3,7
63831,3,7
63832,3,7
63833,3,7
63834,3,7
63835,3,7
63971,3,7
63972,3,7
63973,3,7
63974,3,7
63975,3,7
63976,3,7
63977,3,7
63978,3,7
63979,3,7
63980,3,7
63981,3,7
63982,3,7
63983,3,7
63984,3,7
63985,3,7
63986,3,7
63987,3,7
63988,3,7
63989,3,7
63990,3,7
63991,3,7
63992,3,7
63993,3,7
63994,3,7
63995,3,7
63996,3,7
63997,3,7
63998,3,7
63999,3,7
64000,3,7
64001,3,7
64002,3,7
64003,3,7
64004,3,7
64005,3,7
64006,3,7
64007,3,7
64008,3,7
64009,3,7
64010,3,7
64011,3,7
64012,3,7
64013,3,7
64014,3,7
64015,3,7
64151,3,7
64152,3,7
64153,3,7
64154,3,7
64155,3,7
64156,3,7
64157,3,7
64158,3,7
64159,3,7
64160,3,7
64161,3,7
64162,3,7
64163,3,7
64164,3,7
64165,3,7
64166,3,7
64167,3,7
64168,3,7
64169,3,7
64170,3,7
64171,3,7
64172,3,7
64173,3,7
64174,3,7
64175,3,7
64176,3,7
64177,3,7
64178,3,7
64179,3,7
64180,3,7
64181,3,7
64182,3,7
64183,3,7
64184,3,7
64185,3,7
64186,3,7
64187,3,7
64188,3,7
64189,3,7
64190,3,7
64191,3,7
64192,3,7
64193,3,7
64194,3,7
64195,3,7
64331,3,7
64332,3,7
64333,3,7
64334,3,7
64335,3,7
64336,3,7
64337,3,7
64338,3,7
64339,3,7
64340,3,7
64341,3,7
64342,3,7
64343,3,7
64344,3,7
64345,3,7
64346,3,7
64347,3,7
64348,3,7
64349,3,7
64350,3,7
64351,3,7
64352,3,7
64353,3,7
64354,3,7
64355,3,7
64356,3,7
64357,3,7
64358,3,7
64359,3,7
64360,3,7
64361,3,7
64362,3,7
64363,3,7
64364,3,7
64365,3,7
64366,3,7
64367,3,7
64368,3,7
64369,3,7
64370,3,7
64371,3,7
64372,3,7
64373,3,7
64374,3,7
64375,3,7
64511,3,7
64512,3,7
64513,3,7
64514,3,7
64515,3,7
64516,3,7
64517,3,7
64518,3,7
64519,3,7
64520,3,7
64521,3,7
64522,3,7
64523,3,7
64524,3,7
64525,3,7
64526,3,7
64527,3,7
64528,3,7
64529,3,7
64530,3,7
64531,3,7
64532,3,7
64533,3,7
64534,3,7
64535,3,7
64536,3,7
64537,3,7
64538,3,7
64539,3,7
64540,3,7
64541,3,7
64542,3,7
64543,3,7
64544,3,7
64545,3,7
64546,3,7
64547,3,7
64548,3,7
64549,3,7
64550,3,7
64551,3,7
64552,3,7
64553,3,7
64554,3,7
64555,3,7
64691,3,7
64692,3,7
64693,3,7
64694,3,7
64695,3,7
64696,3,7
64697,3,7
64698,3,7
64699,3,7
64700,3,7
64701,3,7
64702,3,7
64703,3,7
64704,3,7
64705,3,7
64706,3,7
64707,3,7
64708,3,7
64709,3,7
64710,3,7
64711,3,7
64712,3,7
64713,3,7
64714,3,7
64715,3,7
64716,3,7
64717,3,7
64718,3,7
64719,3,7
64720,3,7
64721,3,7
64722,3,7
64723,3,7
64724,3,7
64725,3,7
64726,3,7
64727,3,7
64728,3,7
64729,3,7
64730,3,7
64731,3,7
64732,3,7
64733,3,7
64734,3,7
64735,3,7
68696,3,7
68697,3,7
68698,3,7
68699,3,7
68700,3,7
69182,3,7
69183,3,7
69200,3,7
69201,3,7
69202,3,7
69218,3,7
69219,3,7
69220,3,7
69236,3,7
69237,3,7
69238,3,7
69239,3,7
69254,3,7
69255,3,7
69256,3,7
69257,3,7
69272,3,7
69273,3,7
69274,3,7
69275,3,7
69276,3,7
69290,3,7
69291,3,7
69292,3,7
69293,3,7
69294,3,7
69308,3,7
69309,3,7
69310,3,7
69311,3,7
69312,3,7
69326,3,7
69327,3,7
69328,3,7
69329,3,7
69330,3,7
69344,3,7
69345,3,7
69346,3,7
69347,3,7
69348,3,7
69578,3,7
69579,3,7
69596,3,7
69597,3,7
69598,3,7
69614,3,7
69615,3,7
69616,3,7
69617,3,7
69632,3,7
69633,3,7
69634,3,7
69635,3,7
69636,3,7
69650,3,7
69651,3,7
69652,3,7
69653,3,7
69654,3,7
69751,3,7
69765,3,7
69766,3,7
69767,3,7
69768,3,7
69764,3,7
69769,3,7
69783,3,7
69784,3,7
69785,3,7
69786,3,7
69787,3,7
69803,3,7
69804,3,7
67407,126,7
67408,126,7
67409,126,7
67410,126,7
67411,126,7
67412,126,7
67413,126,7
67414,126,7
67415,126,7
68380,126,7
68381,126,7
68382,126,7
68416,126,7
68417,126,7
68418,126,7
68419,126,7
68420,126,7
68451,126,7
68452,126,7
68453,126,7
68454,126,7
68455,126,7
68456,126,7
68487,126,7
68488,126,7
68489,126,7
68490,126,7
68491,126,7
68492,126,7
68493,126,7
68494,126,7
68523,126,7
68524,126,7
68525,126,7
68526,126,7
68527,126,7
68528,126,7
68529,126,7
68530,126,7
68559,126,7
68560,126,7
68561,126,7
68562,126,7
68563,126,7
68564,126,7
68565,126,7
68566,126,7
68567,126,7
68595,126,7
68596,126,7
68597,126,7
68598,126,7
68599,126,7
68600,126,7
68601,126,7
68602,126,7
68603,126,7
68604,126,7
68631,126,7
68632,126,7
68633,126,7
68634,126,7
68635,126,7
68636,126,7
68637,126,7
68638,126,7
68639,126,7
68667,126,7
68668,126,7
68669,126,7
68670,126,7
68671,126,7
68672,126,7
68673,126,7
68674,126,7
68675,126,7
64815,126,7
64816,126,7
64817,126,7
64818,126,7
64819,126,7
64820,126,7
64821,126,7
64822,126,7
64823,126,7
66796,126,7
66797,126,7
66798,126,7
66832,126,7
66833,126,7
66834,126,7
66835,126,7
66836,126,7
66868,126,7
66869,126,7
66870,126,7
66871,126,7
66872,126,7
66904,126,7
66905,126,7
66906,126,7
66907,126,7
66908,126,7
66939,126,7
66940,126,7
66941,126,7
66942,126,7
66943,126,7
66944,126,7
66975,126,7
66976,126,7
66977,126,7
66978,126,7
66979,126,7
66980,126,7
67011,126,7
67012,126,7
67013,126,7
67014,126,7
67015,126,7
67016,126,7
67017,126,7
67018,126,7
67047,126,7
67048,126,7
67049,126,7
67050,126,7
67051,126,7
67052,126,7
67053,126,7
67083,126,7
67084,126,7
67085,126,7
67086,126,7
67087,126,7
67088,126,7
67089,126,7
67090,126,7
67119,126,7
67120,126,7
67121,126,7
67122,126,7
67123,126,7
67124,126,7
67125,126,7
67126,126,7
67155,126,7
67156,126,7
67157,126,7
67158,126,7
67159,126,7
67160,126,7
67161,126,7
67162,126,7
67163,126,7
67191,126,7
67192,126,7
67193,126,7
67194,126,7
67195,126,7
67196,126,7
67197,126,7
67198,126,7
67199,126,7
67200,126,7
67227,126,7
67228,126,7
67229,126,7
67230,126,7
67231,126,7
67232,126,7
67233,126,7
67234,126,7
67235,126,7
67263,126,7
67264,126,7
67265,126,7
67266,126,7
67267,126,7
67268,126,7
67269,126,7
67270,126,7
67271,126,7
67299,126,7
67300,126,7
67301,126,7
67302,126,7
67303,126,7
67304,126,7
67305,126,7
67306,126,7
67307,126,7
67335,126,7
67336,126,7
67337,126,7
67338,126,7
67339,126,7
67340,126,7
67341,126,7
67342,126,7
67343,126,7
67371,126,7
67372,126,7
67373,126,7
67374,126,7
67375,126,7
67376,126,7
67377,126,7
67378,126,7
67379,126,7
71,126,7
72,126,7
73,126,7
74,126,7
75,126,7
76,126,7
77,126,7
78,126,7
79,126,7
80,126,7
81,126,7
82,126,7
83,126,7
84,126,7
85,126,7
86,126,7
87,126,7
88,126,7
89,126,7
90,126,7
91,126,7
92,126,7
93,126,7
94,126,7
95,126,7
96,126,7
97,126,7
98,126,7
99,126,7
100,126,7
101,126,7
102,126,7
103,126,7
104,126,7
105,126,7
106,126,7
107,126,7
108,126,7
109,126,7
110,126,7
111,126,7
112,126,7
113,126,7
114,126,7
115,126,7
251,126,7
252,126,7
253,126,7
254,126,7
255,126,7
256,126,7
257,126,7
258,126,7
259,126,7
260,126,7
261,126,7
262,126,7
263,126,7
264,126,7
265,126,7
266,126,7
267,126,7
268,126,7
269,126,7
270,126,7
271,126,7
272,126,7
273,126,7
274,126,7
275,126,7
276,126,7
277,126,7
278,126,7
279,126,7
280,126,7
281,126,7
282,126,7
283,126,7
284,126,7
285,126,7
286,126,7
287,126,7
288,126,7
289,126,7
290,126,7
291,126,7
292,126,7
293,126,7
294,126,7
295,126,7
431,126,7
432,126,7
433,126,7
434,126,7
435,126,7
436,126,7
437,126,7
438,126,7
439,126,7
440,126,7
441,126,7
442,126,7
443,126,7
444,126,7
445,126,7
446,126,7
447,126,7
448,126,7
449,126,7
450,126,7
451,126,7
452,126,7
453,126,7
454,126,7
455,126,7
456,126,7
457,126,7
458,126,7
459,126,7
460,126,7
461,126,7
462,126,7
463,126,7
464,126,7
465,126,7
466,126,7
467,126,7
468,126,7
469,126,7
470,126,7
471,126,7
472,126,7
473,126,7
474,126,7
475,126,7
611,126,7
612,126,7
613,126,7
614,126,7
615,126,7
616,126,7
617,126,7
618,126,7
619,126,7
620,126,7
621,126,7
622,126,7
623,126,7
624,126,7
625,126,7
626,126,7
627,126,7
628,126,7
629,126,7
630,126,7
631,126,7
632,126,7
633,126,7
634,126,7
635,126,7
636,126,7
637,126,7
638,126,7
639,126,7
640,126,7
641,126,7
642,126,7
643,126,7
644,126,7
645,126,7
646,126,7
647,126,7
648,126,7
649,126,7
650,126,7
651,126,7
652,126,7
653,126,7
654,126,7
655,126,7
791,126,7
792,126,7
793,126,7
794,126,7
795,126,7
796,126,7
797,126,7
798,126,7
799,126,7
800,126,7
801,126,7
802,126,7
803,126,7
804,126,7
805,126,7
806,126,7
807,126,7
808,126,7
809,126,7
810,126,7
811,126,7
812,126,7
813,126,7
814,126,7
815,126,7
816,126,7
817,126,7
818,126,7
819,126,7
820,126,7
821,126,7
822,126,7
823,126,7
824,126,7
825,126,7
826,126,7
827,126,7
828,126,7
829,126,7
830,126,7
831,126,7
832,126,7
833,126,7
834,126,7
835,126,7
50297,126,7
50298,126,7
50299,126,7
50300,126,7
50301,126,7
50302,126,7
50308,126,7
50477,126,7
50478,126,7
50479,126,7
50480,126,7
50481,126,7
50482,126,7
50483,126,7
50484,126,7
50488,126,7
50658,126,7
50659,126,7
50660,126,7
50661,126,7
50662,126,7
50663,126,7
50664,126,7
50668,126,7
50669,126,7
50838,126,7
50839,126,7
50840,126,7
50841,126,7
50842,126,7
50843,126,7
50844,126,7
50845,126,7
50848,126,7
50849,126,7
50850,126,7
51019,126,7
51020,126,7
51021,126,7
51022,126,7
51023,126,7
51024,126,7
51025,126,7
51026,126,7
51027,126,7
51028,126,7
51029,126,7
51030,126,7
51031,126,7
51032,126,7
51200,126,7
51201,126,7
51202,126,7
51203,126,7
51204,126,7
51205,126,7
51206,126,7
51207,126,7
51208,126,7
51209,126,7
51210,126,7
51211,126,7
51212,126,7
51213,126,7
51216,126,7
51217,126,7
51380,126,7
51381,126,7
51382,126,7
51383,126,7
51384,126,7
51385,126,7
51386,126,7
51387,126,7
51388,126,7
51389,126,7
51390,126,7
51391,126,7
51392,126,7
51393,126,7
51394,126,7
51395,126,7
51396,126,7
51397,126,7
51560,126,7
51561,126,7
51562,126,7
51563,126,7
51564,126,7
51565,126,7
51566,126,7
51567,126,7
51568,126,7
51569,126,7
51570,126,7
51571,126,7
51572,126,7
51573,126,7
51574,126,7
51575,126,7
51576,126,7
51577,126,7
51740,126,7
51741,126,7
51742,126,7
51743,126,7
51744,126,7
51745,126,7
51746,126,7
51747,126,7
51748,126,7
51749,126,7
51750,126,7
51751,126,7
51752,126,7
51753,126,7
51754,126,7
51755,126,7
51756,126,7
51757,126,7
51916,126,7
51919,126,7
51920,126,7
51921,126,7
51922,126,7
51923,126,7
51924,126,7
51925,126,7
51926,126,7
51927,126,7
51928,126,7
51929,126,7
51930,126,7
51931,126,7
51932,126,7
51933,126,7
51934,126,7
51935,126,7
51936,126,7
51937,126,7
52096,126,7
52097,126,7
52098,126,7
52099,126,7
52100,126,7
52101,126,7
52102,126,7
52103,126,7
52104,126,7
52105,126,7
52106,126,7
52107,126,7
52108,126,7
52109,126,7
52110,126,7
52111,126,7
52112,126,7
52113,126,7
52114,126,7
52115,126,7
52116,126,7
52117,126,7
52276,126,7
52277,126,7
52278,126,7
52279,126,7
52280,126,7
52281,126,7
52282,126,7
52283,126,7
52284,126,7
52285,126,7
52286,126,7
52287,126,7
52288,126,7
52289,126,7
52292,126,7
52293,126,7
52294,126,7
52295,126,7
52296,126,7
52297,126,7
52456,126,7
52457,126,7
52458,126,7
52459,126,7
52460,126,7
52461,126,7
52462,126,7
52463,126,7
52464,126,7
52465,126,7
52466,126,7
52467,126,7
52468,126,7
52469,126,7
52473,126,7
52474,126,7
52475,126,7
52476,126,7
52477,126,7
52636,126,7
52637,126,7
52638,126,7
52639,126,7
52640,126,7
52641,126,7
52642,126,7
52643,126,7
52644,126,7
52645,126,7
52646,126,7
52647,126,7
52648,126,7
52654,126,7
52655,126,7
52656,126,7
52657,126,7
52658,126,7
52816,126,7
52817,126,7
52818,126,7
52819,126,7
52820,126,7
52821,126,7
52822,126,7
52823,126,7
52824,126,7
52825,126,7
52826,126,7
52827,126,7
52833,126,7
52834,126,7
52835,126,7
52836,126,7
52837,126,7
52838,126,7
52996,126,7
52997,126,7
52998,126,7
52999,126,7
53000,126,7
53001,126,7
53002,126,7
53003,126,7
53004,126,7
53005,126,7
53006,126,7
53014,126,7
53015,126,7
53016,126,7
53017,126,7
53018,126,7
53019,126,7
53171,126,7
53172,126,7
53173,126,7
53174,126,7
53175,126,7
53176,126,7
53177,126,7
53178,126,7
53179,126,7
53180,126,7
53181,126,7
53182,126,7
53183,126,7
53184,126,7
53185,126,7
53186,126,7
53194,126,7
53195,126,7
53196,126,7
53197,126,7
53198,126,7
53199,126,7
53351,126,7
53352,126,7
53353,126,7
53354,126,7
53355,126,7
53356,126,7
53357,126,7
53358,126,7
53359,126,7
53360,126,7
53361,126,7
53362,126,7
53363,126,7
53364,126,7
53365,126,7
53371,126,7
53372,126,7
53373,126,7
53374,126,7
53375,126,7
53376,126,7
53377,126,7
53378,126,7
53379,126,7
53531,126,7
53532,126,7
53533,126,7
53534,126,7
53535,126,7
53536,126,7
53537,126,7
53538,126,7
53539,126,7
53540,126,7
53541,126,7
53542,126,7
53543,126,7
53544,126,7
53545,126,7
53546,126,7
53547,126,7
53548,126,7
53549,126,7
53550,126,7
53551,126,7
53552,126,7
53553,126,7
53554,126,7
53555,126,7
53556,126,7
53557,126,7
53558,126,7
53559,126,7
53711,126,7
53712,126,7
53713,126,7
53714,126,7
53715,126,7
53716,126,7
53717,126,7
53718,126,7
53719,126,7
53720,126,7
53721,126,7
53722,126,7
53723,126,7
53724,126,7
53725,126,7
53726,126,7
53727,126,7
53728,126,7
53729,126,7
53730,126,7
53731,126,7
53732,126,7
53733,126,7
53734,126,7
