big_cell_id,big_cell_type_id,x,y,is_land_locked,is_in_med,is_in_pacific,is_in_indian
21078,1,-62.5,72.5,0,0,0,0
21079,1,-62.5,71.5,0,0,0,0
21080,1,-62.5,70.5,0,0,0,0
21081,1,-62.5,69.5,0,0,0,0
21082,1,-62.5,68.5,0,0,0,0
21083,1,-62.5,67.5,0,0,0,0
21084,1,-62.5,66.5,0,0,0,0
21085,1,-62.5,65.5,0,0,0,0
21086,1,-62.5,64.5,0,0,0,0
21087,1,-62.5,63.5,0,0,0,0
21088,1,-62.5,62.5,0,0,0,0
21089,1,-62.5,61.5,0,0,0,0
21090,1,-62.5,60.5,0,0,0,0
21091,1,-62.5,59.5,0,0,0,0
21092,1,-62.5,58.5,0,0,0,0
21093,1,-62.5,57.5,0,0,0,0
21094,1,-62.5,56.5,0,0,0,0
21100,1,-62.5,50.5,0,0,0,0
21101,1,-62.5,49.5,0,0,0,0
21102,1,-62.5,48.5,0,0,0,0
21103,1,-62.5,47.5,0,0,0,0
21104,1,-62.5,46.5,0,0,0,0
21105,1,-62.5,45.5,0,0,0,0
21106,1,-62.5,44.5,0,0,0,0
21107,1,-62.5,43.5,0,0,0,0
21108,1,-62.5,42.5,0,0,0,0
21109,1,-62.5,41.5,0,0,0,0
21110,1,-62.5,40.5,0,0,0,0
21111,1,-62.5,39.5,0,0,0,0
21112,1,-62.5,38.5,0,0,0,0
21113,1,-62.5,37.5,0,0,0,0
21114,1,-62.5,36.5,0,0,0,0
21115,1,-62.5,35.5,0,0,0,0
21116,1,-62.5,34.5,0,0,0,0
21117,1,-62.5,33.5,0,0,0,0
21118,1,-62.5,32.5,0,0,0,0
21119,1,-62.5,31.5,0,0,0,0
21120,1,-62.5,30.5,0,0,0,0
21121,1,-62.5,29.5,0,0,0,0
21122,1,-62.5,28.5,0,0,0,0
21123,1,-62.5,27.5,0,0,0,0
21124,1,-62.5,26.5,0,0,0,0
21125,1,-62.5,25.5,0,0,0,0
21126,1,-62.5,24.5,0,0,0,0
21127,1,-62.5,23.5,0,0,0,0
21128,1,-62.5,22.5,0,0,0,0
21129,1,-62.5,21.5,0,0,0,0
21130,1,-62.5,20.5,0,0,0,0
21131,1,-62.5,19.5,0,0,0,0
21132,1,-62.5,18.5,0,0,0,0
21133,1,-62.5,17.5,0,0,0,0
21134,1,-62.5,16.5,0,0,0,0
21135,1,-62.5,15.5,0,0,0,0
21136,1,-62.5,14.5,0,0,0,0
21137,1,-62.5,13.5,0,0,0,0
21138,1,-62.5,12.5,0,0,0,0
21139,1,-62.5,11.5,0,0,0,0
21140,1,-62.5,10.5,0,0,0,0
21141,1,-62.5,9.5,0,0,0,0
21189,1,-62.5,-38.5,0,0,0,0
21190,1,-62.5,-39.5,0,0,0,0
21191,1,-62.5,-40.5,0,0,0,0
21192,1,-62.5,-41.5,0,0,0,0
21193,1,-62.5,-42.5,0,0,0,0
21194,1,-62.5,-43.5,0,0,0,0
21195,1,-62.5,-44.5,0,0,0,0
21196,1,-62.5,-45.5,0,0,0,0
21197,1,-62.5,-46.5,0,0,0,0
21198,1,-62.5,-47.5,0,0,0,0
21199,1,-62.5,-48.5,0,0,0,0
21200,1,-62.5,-49.5,0,0,0,0
21201,1,-62.5,-50.5,0,0,0,0
21202,1,-62.5,-51.5,0,0,0,0
21203,1,-62.5,-52.5,0,0,0,0
21204,1,-62.5,-53.5,0,0,0,0
21205,1,-62.5,-54.5,0,0,0,0
21206,1,-62.5,-55.5,0,0,0,0
21207,1,-62.5,-56.5,0,0,0,0
21208,1,-62.5,-57.5,0,0,0,0
21209,1,-62.5,-58.5,0,0,0,0
21210,1,-62.5,-59.5,0,0,0,0
21211,1,-62.5,-60.5,0,0,0,0
21212,1,-62.5,-61.5,0,0,0,0
21213,1,-62.5,-62.5,0,0,0,0
21214,1,-62.5,-63.5,0,0,0,0
21215,1,-62.5,-64.5,0,0,0,0
21216,1,-62.5,-65.5,0,0,0,0
21255,1,-61.5,75.5,0,0,0,0
21256,1,-61.5,74.5,0,0,0,0
21257,1,-61.5,73.5,0,0,0,0
21258,1,-61.5,72.5,0,0,0,0
21259,1,-61.5,71.5,0,0,0,0
21260,1,-61.5,70.5,0,0,0,0
21261,1,-61.5,69.5,0,0,0,0
21262,1,-61.5,68.5,0,0,0,0
21263,1,-61.5,67.5,0,0,0,0
21264,1,-61.5,66.5,0,0,0,0
21265,1,-61.5,65.5,0,0,0,0
21266,1,-61.5,64.5,0,0,0,0
21267,1,-61.5,63.5,0,0,0,0
21268,1,-61.5,62.5,0,0,0,0
21269,1,-61.5,61.5,0,0,0,0
21270,1,-61.5,60.5,0,0,0,0
21271,1,-61.5,59.5,0,0,0,0
21272,1,-61.5,58.5,0,0,0,0
21273,1,-61.5,57.5,0,0,0,0
21274,1,-61.5,56.5,0,0,0,0
21275,1,-61.5,55.5,0,0,0,0
21280,1,-61.5,50.5,0,0,0,0
21281,1,-61.5,49.5,0,0,0,0
21282,1,-61.5,48.5,0,0,0,0
21283,1,-61.5,47.5,0,0,0,0
21284,1,-61.5,46.5,0,0,0,0
21285,1,-61.5,45.5,0,0,0,0
21286,1,-61.5,44.5,0,0,0,0
21287,1,-61.5,43.5,0,0,0,0
21288,1,-61.5,42.5,0,0,0,0
21289,1,-61.5,41.5,0,0,0,0
21290,1,-61.5,40.5,0,0,0,0
21291,1,-61.5,39.5,0,0,0,0
21292,1,-61.5,38.5,0,0,0,0
21293,1,-61.5,37.5,0,0,0,0
21294,1,-61.5,36.5,0,0,0,0
21295,1,-61.5,35.5,0,0,0,0
21296,1,-61.5,34.5,0,0,0,0
21297,1,-61.5,33.5,0,0,0,0
21298,1,-61.5,32.5,0,0,0,0
21299,1,-61.5,31.5,0,0,0,0
21300,1,-61.5,30.5,0,0,0,0
21301,1,-61.5,29.5,0,0,0,0
21302,1,-61.5,28.5,0,0,0,0
21303,1,-61.5,27.5,0,0,0,0
21304,1,-61.5,26.5,0,0,0,0
21305,1,-61.5,25.5,0,0,0,0
21306,1,-61.5,24.5,0,0,0,0
21307,1,-61.5,23.5,0,0,0,0
21308,1,-61.5,22.5,0,0,0,0
21309,1,-61.5,21.5,0,0,0,0
21310,1,-61.5,20.5,0,0,0,0
21311,1,-61.5,19.5,0,0,0,0
21312,1,-61.5,18.5,0,0,0,0
21313,1,-61.5,17.5,0,0,0,0
21314,1,-61.5,16.5,0,0,0,0
21315,1,-61.5,15.5,0,0,0,0
21316,1,-61.5,14.5,0,0,0,0
21317,1,-61.5,13.5,0,0,0,0
21318,1,-61.5,12.5,0,0,0,0
21319,1,-61.5,11.5,0,0,0,0
21320,1,-61.5,10.5,0,0,0,0
21321,1,-61.5,9.5,0,0,0,0
21369,1,-61.5,-38.5,0,0,0,0
21370,1,-61.5,-39.5,0,0,0,0
21371,1,-61.5,-40.5,0,0,0,0
21372,1,-61.5,-41.5,0,0,0,0
21373,1,-61.5,-42.5,0,0,0,0
21374,1,-61.5,-43.5,0,0,0,0
21375,1,-61.5,-44.5,0,0,0,0
21376,1,-61.5,-45.5,0,0,0,0
21377,1,-61.5,-46.5,0,0,0,0
21378,1,-61.5,-47.5,0,0,0,0
21379,1,-61.5,-48.5,0,0,0,0
21380,1,-61.5,-49.5,0,0,0,0
21381,1,-61.5,-50.5,0,0,0,0
21382,1,-61.5,-51.5,0,0,0,0
21383,1,-61.5,-52.5,0,0,0,0
21384,1,-61.5,-53.5,0,0,0,0
21385,1,-61.5,-54.5,0,0,0,0
21386,1,-61.5,-55.5,0,0,0,0
21387,1,-61.5,-56.5,0,0,0,0
21388,1,-61.5,-57.5,0,0,0,0
21389,1,-61.5,-58.5,0,0,0,0
21390,1,-61.5,-59.5,0,0,0,0
21391,1,-61.5,-60.5,0,0,0,0
21392,1,-61.5,-61.5,0,0,0,0
21393,1,-61.5,-62.5,0,0,0,0
21394,1,-61.5,-63.5,0,0,0,0
21395,1,-61.5,-64.5,0,0,0,0
21435,1,-60.5,75.5,0,0,0,0
21436,1,-60.5,74.5,0,0,0,0
21437,1,-60.5,73.5,0,0,0,0
21438,1,-60.5,72.5,0,0,0,0
21439,1,-60.5,71.5,0,0,0,0
21440,1,-60.5,70.5,0,0,0,0
21441,1,-60.5,69.5,0,0,0,0
21442,1,-60.5,68.5,0,0,0,0
21443,1,-60.5,67.5,0,0,0,0
21444,1,-60.5,66.5,0,0,0,0
21445,1,-60.5,65.5,0,0,0,0
21446,1,-60.5,64.5,0,0,0,0
21447,1,-60.5,63.5,0,0,0,0
21448,1,-60.5,62.5,0,0,0,0
21449,1,-60.5,61.5,0,0,0,0
21450,1,-60.5,60.5,0,0,0,0
21451,1,-60.5,59.5,0,0,0,0
21452,1,-60.5,58.5,0,0,0,0
21453,1,-60.5,57.5,0,0,0,0
21454,1,-60.5,56.5,0,0,0,0
21455,1,-60.5,55.5,0,0,0,0
21456,1,-60.5,54.5,0,0,0,0
21457,1,-60.5,53.5,0,0,0,0
21460,1,-60.5,50.5,0,0,0,0
21461,1,-60.5,49.5,0,0,0,0
21462,1,-60.5,48.5,0,0,0,0
21463,1,-60.5,47.5,0,0,0,0
21464,1,-60.5,46.5,0,0,0,0
21465,1,-60.5,45.5,0,0,0,0
21466,1,-60.5,44.5,0,0,0,0
21467,1,-60.5,43.5,0,0,0,0
21468,1,-60.5,42.5,0,0,0,0
21469,1,-60.5,41.5,0,0,0,0
21470,1,-60.5,40.5,0,0,0,0
21471,1,-60.5,39.5,0,0,0,0
21472,1,-60.5,38.5,0,0,0,0
21473,1,-60.5,37.5,0,0,0,0
21474,1,-60.5,36.5,0,0,0,0
21475,1,-60.5,35.5,0,0,0,0
21476,1,-60.5,34.5,0,0,0,0
21477,1,-60.5,33.5,0,0,0,0
21478,1,-60.5,32.5,0,0,0,0
21479,1,-60.5,31.5,0,0,0,0
21480,1,-60.5,30.5,0,0,0,0
21481,1,-60.5,29.5,0,0,0,0
21482,1,-60.5,28.5,0,0,0,0
21483,1,-60.5,27.5,0,0,0,0
21484,1,-60.5,26.5,0,0,0,0
21485,1,-60.5,25.5,0,0,0,0
21486,1,-60.5,24.5,0,0,0,0
21487,1,-60.5,23.5,0,0,0,0
21488,1,-60.5,22.5,0,0,0,0
21489,1,-60.5,21.5,0,0,0,0
21490,1,-60.5,20.5,0,0,0,0
21491,1,-60.5,19.5,0,0,0,0
21492,1,-60.5,18.5,0,0,0,0
21493,1,-60.5,17.5,0,0,0,0
21494,1,-60.5,16.5,0,0,0,0
21495,1,-60.5,15.5,0,0,0,0
21496,1,-60.5,14.5,0,0,0,0
21497,1,-60.5,13.5,0,0,0,0
21498,1,-60.5,12.5,0,0,0,0
21499,1,-60.5,11.5,0,0,0,0
21500,1,-60.5,10.5,0,0,0,0
21501,1,-60.5,9.5,0,0,0,0
21502,1,-60.5,8.5,0,0,0,0
21549,1,-60.5,-38.5,0,0,0,0
21550,1,-60.5,-39.5,0,0,0,0
21551,1,-60.5,-40.5,0,0,0,0
21552,1,-60.5,-41.5,0,0,0,0
21553,1,-60.5,-42.5,0,0,0,0
21554,1,-60.5,-43.5,0,0,0,0
21555,1,-60.5,-44.5,0,0,0,0
21556,1,-60.5,-45.5,0,0,0,0
21557,1,-60.5,-46.5,0,0,0,0
21558,1,-60.5,-47.5,0,0,0,0
21559,1,-60.5,-48.5,0,0,0,0
21560,1,-60.5,-49.5,0,0,0,0
21561,1,-60.5,-50.5,0,0,0,0
21562,1,-60.5,-51.5,0,0,0,0
21563,1,-60.5,-52.5,0,0,0,0
21564,1,-60.5,-53.5,0,0,0,0
21565,1,-60.5,-54.5,0,0,0,0
21566,1,-60.5,-55.5,0,0,0,0
21567,1,-60.5,-56.5,0,0,0,0
21568,1,-60.5,-57.5,0,0,0,0
21569,1,-60.5,-58.5,0,0,0,0
21570,1,-60.5,-59.5,0,0,0,0
21571,1,-60.5,-60.5,0,0,0,0
21572,1,-60.5,-61.5,0,0,0,0
21573,1,-60.5,-62.5,0,0,0,0
21574,1,-60.5,-63.5,0,0,0,0
21575,1,-60.5,-64.5,0,0,0,0
21615,1,-59.5,75.5,0,0,0,0
21616,1,-59.5,74.5,0,0,0,0
21617,1,-59.5,73.5,0,0,0,0
21618,1,-59.5,72.5,0,0,0,0
21619,1,-59.5,71.5,0,0,0,0
21620,1,-59.5,70.5,0,0,0,0
21621,1,-59.5,69.5,0,0,0,0
21622,1,-59.5,68.5,0,0,0,0
21623,1,-59.5,67.5,0,0,0,0
21624,1,-59.5,66.5,0,0,0,0
21625,1,-59.5,65.5,0,0,0,0
21626,1,-59.5,64.5,0,0,0,0
21627,1,-59.5,63.5,0,0,0,0
21628,1,-59.5,62.5,0,0,0,0
21629,1,-59.5,61.5,0,0,0,0
21630,1,-59.5,60.5,0,0,0,0
21631,1,-59.5,59.5,0,0,0,0
21632,1,-59.5,58.5,0,0,0,0
21633,1,-59.5,57.5,0,0,0,0
21634,1,-59.5,56.5,0,0,0,0
21635,1,-59.5,55.5,0,0,0,0
21636,1,-59.5,54.5,0,0,0,0
21637,1,-59.5,53.5,0,0,0,0
21640,1,-59.5,50.5,0,0,0,0
21641,1,-59.5,49.5,0,0,0,0
21642,1,-59.5,48.5,0,0,0,0
21643,1,-59.5,47.5,0,0,0,0
21644,1,-59.5,46.5,0,0,0,0
21645,1,-59.5,45.5,0,0,0,0
21646,1,-59.5,44.5,0,0,0,0
21647,1,-59.5,43.5,0,0,0,0
21648,1,-59.5,42.5,0,0,0,0
21649,1,-59.5,41.5,0,0,0,0
21650,1,-59.5,40.5,0,0,0,0
21651,1,-59.5,39.5,0,0,0,0
21652,1,-59.5,38.5,0,0,0,0
21653,1,-59.5,37.5,0,0,0,0
21654,1,-59.5,36.5,0,0,0,0
21655,1,-59.5,35.5,0,0,0,0
21656,1,-59.5,34.5,0,0,0,0
21657,1,-59.5,33.5,0,0,0,0
21658,1,-59.5,32.5,0,0,0,0
21659,1,-59.5,31.5,0,0,0,0
21660,1,-59.5,30.5,0,0,0,0
21661,1,-59.5,29.5,0,0,0,0
21662,1,-59.5,28.5,0,0,0,0
21663,1,-59.5,27.5,0,0,0,0
21664,1,-59.5,26.5,0,0,0,0
21665,1,-59.5,25.5,0,0,0,0
21666,1,-59.5,24.5,0,0,0,0
21667,1,-59.5,23.5,0,0,0,0
21668,1,-59.5,22.5,0,0,0,0
21669,1,-59.5,21.5,0,0,0,0
21670,1,-59.5,20.5,0,0,0,0
21671,1,-59.5,19.5,0,0,0,0
21672,1,-59.5,18.5,0,0,0,0
21673,1,-59.5,17.5,0,0,0,0
21674,1,-59.5,16.5,0,0,0,0
21675,1,-59.5,15.5,0,0,0,0
21676,1,-59.5,14.5,0,0,0,0
21677,1,-59.5,13.5,0,0,0,0
21678,1,-59.5,12.5,0,0,0,0
21679,1,-59.5,11.5,0,0,0,0
21680,1,-59.5,10.5,0,0,0,0
21681,1,-59.5,9.5,0,0,0,0
21682,1,-59.5,8.5,0,0,0,0
21683,1,-59.5,7.5,0,0,0,0
21729,1,-59.5,-38.5,0,0,0,0
21730,1,-59.5,-39.5,0,0,0,0
21731,1,-59.5,-40.5,0,0,0,0
21732,1,-59.5,-41.5,0,0,0,0
21733,1,-59.5,-42.5,0,0,0,0
21734,1,-59.5,-43.5,0,0,0,0
21735,1,-59.5,-44.5,0,0,0,0
21736,1,-59.5,-45.5,0,0,0,0
21737,1,-59.5,-46.5,0,0,0,0
21738,1,-59.5,-47.5,0,0,0,0
21739,1,-59.5,-48.5,0,0,0,0
21740,1,-59.5,-49.5,0,0,0,0
21741,1,-59.5,-50.5,0,0,0,0
21742,1,-59.5,-51.5,0,0,0,0
21743,1,-59.5,-52.5,0,0,0,0
21744,1,-59.5,-53.5,0,0,0,0
21745,1,-59.5,-54.5,0,0,0,0
21746,1,-59.5,-55.5,0,0,0,0
21747,1,-59.5,-56.5,0,0,0,0
21748,1,-59.5,-57.5,0,0,0,0
21749,1,-59.5,-58.5,0,0,0,0
21750,1,-59.5,-59.5,0,0,0,0
21751,1,-59.5,-60.5,0,0,0,0
21752,1,-59.5,-61.5,0,0,0,0
21753,1,-59.5,-62.5,0,0,0,0
21754,1,-59.5,-63.5,0,0,0,0
21795,1,-58.5,75.5,0,0,0,0
21796,1,-58.5,74.5,0,0,0,0
21797,1,-58.5,73.5,0,0,0,0
21798,1,-58.5,72.5,0,0,0,0
21799,1,-58.5,71.5,0,0,0,0
21800,1,-58.5,70.5,0,0,0,0
21801,1,-58.5,69.5,0,0,0,0
21802,1,-58.5,68.5,0,0,0,0
21803,1,-58.5,67.5,0,0,0,0
21804,1,-58.5,66.5,0,0,0,0
21805,1,-58.5,65.5,0,0,0,0
21806,1,-58.5,64.5,0,0,0,0
21807,1,-58.5,63.5,0,0,0,0
21808,1,-58.5,62.5,0,0,0,0
21809,1,-58.5,61.5,0,0,0,0
21810,1,-58.5,60.5,0,0,0,0
21811,1,-58.5,59.5,0,0,0,0
21812,1,-58.5,58.5,0,0,0,0
21813,1,-58.5,57.5,0,0,0,0
21814,1,-58.5,56.5,0,0,0,0
21815,1,-58.5,55.5,0,0,0,0
21816,1,-58.5,54.5,0,0,0,0
21817,1,-58.5,53.5,0,0,0,0
21819,1,-58.5,51.5,0,0,0,0
21820,1,-58.5,50.5,0,0,0,0
21821,1,-58.5,49.5,0,0,0,0
21822,1,-58.5,48.5,0,0,0,0
21823,1,-58.5,47.5,0,0,0,0
21824,1,-58.5,46.5,0,0,0,0
21825,1,-58.5,45.5,0,0,0,0
21826,1,-58.5,44.5,0,0,0,0
21827,1,-58.5,43.5,0,0,0,0
21828,1,-58.5,42.5,0,0,0,0
21829,1,-58.5,41.5,0,0,0,0
21830,1,-58.5,40.5,0,0,0,0
21831,1,-58.5,39.5,0,0,0,0
21832,1,-58.5,38.5,0,0,0,0
21833,1,-58.5,37.5,0,0,0,0
21834,1,-58.5,36.5,0,0,0,0
21835,1,-58.5,35.5,0,0,0,0
21836,1,-58.5,34.5,0,0,0,0
21837,1,-58.5,33.5,0,0,0,0
21838,1,-58.5,32.5,0,0,0,0
21839,1,-58.5,31.5,0,0,0,0
21840,1,-58.5,30.5,0,0,0,0
21841,1,-58.5,29.5,0,0,0,0
21842,1,-58.5,28.5,0,0,0,0
21843,1,-58.5,27.5,0,0,0,0
21844,1,-58.5,26.5,0,0,0,0
21845,1,-58.5,25.5,0,0,0,0
21846,1,-58.5,24.5,0,0,0,0
21847,1,-58.5,23.5,0,0,0,0
21848,1,-58.5,22.5,0,0,0,0
21849,1,-58.5,21.5,0,0,0,0
21850,1,-58.5,20.5,0,0,0,0
21851,1,-58.5,19.5,0,0,0,0
21852,1,-58.5,18.5,0,0,0,0
21853,1,-58.5,17.5,0,0,0,0
21854,1,-58.5,16.5,0,0,0,0
21855,1,-58.5,15.5,0,0,0,0
21856,1,-58.5,14.5,0,0,0,0
21857,1,-58.5,13.5,0,0,0,0
21858,1,-58.5,12.5,0,0,0,0
21859,1,-58.5,11.5,0,0,0,0
21860,1,-58.5,10.5,0,0,0,0
21861,1,-58.5,9.5,0,0,0,0
21862,1,-58.5,8.5,0,0,0,0
21863,1,-58.5,7.5,0,0,0,0
21864,1,-58.5,6.5,0,0,0,0
21903,1,-58.5,-32.5,0,0,0,0
21904,1,-58.5,-33.5,0,0,0,0
21905,1,-58.5,-34.5,0,0,0,0
21909,1,-58.5,-38.5,0,0,0,0
21910,1,-58.5,-39.5,0,0,0,0
21911,1,-58.5,-40.5,0,0,0,0
21912,1,-58.5,-41.5,0,0,0,0
21913,1,-58.5,-42.5,0,0,0,0
21914,1,-58.5,-43.5,0,0,0,0
21915,1,-58.5,-44.5,0,0,0,0
21916,1,-58.5,-45.5,0,0,0,0
21917,1,-58.5,-46.5,0,0,0,0
21918,1,-58.5,-47.5,0,0,0,0
21919,1,-58.5,-48.5,0,0,0,0
21920,1,-58.5,-49.5,0,0,0,0
21921,1,-58.5,-50.5,0,0,0,0
21922,1,-58.5,-51.5,0,0,0,0
21923,1,-58.5,-52.5,0,0,0,0
21924,1,-58.5,-53.5,0,0,0,0
21925,1,-58.5,-54.5,0,0,0,0
21926,1,-58.5,-55.5,0,0,0,0
21927,1,-58.5,-56.5,0,0,0,0
21928,1,-58.5,-57.5,0,0,0,0
21929,1,-58.5,-58.5,0,0,0,0
21930,1,-58.5,-59.5,0,0,0,0
21931,1,-58.5,-60.5,0,0,0,0
21932,1,-58.5,-61.5,0,0,0,0
21933,1,-58.5,-62.5,0,0,0,0
21934,1,-58.5,-63.5,0,0,0,0
21935,1,-58.5,-64.5,0,0,0,0
21975,1,-57.5,75.5,0,0,0,0
21976,1,-57.5,74.5,0,0,0,0
21977,1,-57.5,73.5,0,0,0,0
21978,1,-57.5,72.5,0,0,0,0
21979,1,-57.5,71.5,0,0,0,0
21980,1,-57.5,70.5,0,0,0,0
21981,1,-57.5,69.5,0,0,0,0
21982,1,-57.5,68.5,0,0,0,0
21983,1,-57.5,67.5,0,0,0,0
21984,1,-57.5,66.5,0,0,0,0
21985,1,-57.5,65.5,0,0,0,0
21986,1,-57.5,64.5,0,0,0,0
21987,1,-57.5,63.5,0,0,0,0
21988,1,-57.5,62.5,0,0,0,0
21989,1,-57.5,61.5,0,0,0,0
21990,1,-57.5,60.5,0,0,0,0
21991,1,-57.5,59.5,0,0,0,0
21992,1,-57.5,58.5,0,0,0,0
21993,1,-57.5,57.5,0,0,0,0
21994,1,-57.5,56.5,0,0,0,0
21995,1,-57.5,55.5,0,0,0,0
21996,1,-57.5,54.5,0,0,0,0
21997,1,-57.5,53.5,0,0,0,0
21999,1,-57.5,51.5,0,0,0,0
22000,1,-57.5,50.5,0,0,0,0
22001,1,-57.5,49.5,0,0,0,0
22002,1,-57.5,48.5,0,0,0,0
22003,1,-57.5,47.5,0,0,0,0
22004,1,-57.5,46.5,0,0,0,0
22005,1,-57.5,45.5,0,0,0,0
22006,1,-57.5,44.5,0,0,0,0
22007,1,-57.5,43.5,0,0,0,0
22008,1,-57.5,42.5,0,0,0,0
22009,1,-57.5,41.5,0,0,0,0
22010,1,-57.5,40.5,0,0,0,0
22011,1,-57.5,39.5,0,0,0,0
22012,1,-57.5,38.5,0,0,0,0
22013,1,-57.5,37.5,0,0,0,0
22014,1,-57.5,36.5,0,0,0,0
22015,1,-57.5,35.5,0,0,0,0
22016,1,-57.5,34.5,0,0,0,0
22017,1,-57.5,33.5,0,0,0,0
22018,1,-57.5,32.5,0,0,0,0
22019,1,-57.5,31.5,0,0,0,0
22020,1,-57.5,30.5,0,0,0,0
22021,1,-57.5,29.5,0,0,0,0
22022,1,-57.5,28.5,0,0,0,0
22023,1,-57.5,27.5,0,0,0,0
22024,1,-57.5,26.5,0,0,0,0
22025,1,-57.5,25.5,0,0,0,0
22026,1,-57.5,24.5,0,0,0,0
22027,1,-57.5,23.5,0,0,0,0
22028,1,-57.5,22.5,0,0,0,0
22029,1,-57.5,21.5,0,0,0,0
22030,1,-57.5,20.5,0,0,0,0
22031,1,-57.5,19.5,0,0,0,0
22032,1,-57.5,18.5,0,0,0,0
22033,1,-57.5,17.5,0,0,0,0
22034,1,-57.5,16.5,0,0,0,0
22035,1,-57.5,15.5,0,0,0,0
22036,1,-57.5,14.5,0,0,0,0
22037,1,-57.5,13.5,0,0,0,0
22038,1,-57.5,12.5,0,0,0,0
22039,1,-57.5,11.5,0,0,0,0
22040,1,-57.5,10.5,0,0,0,0
22041,1,-57.5,9.5,0,0,0,0
22042,1,-57.5,8.5,0,0,0,0
22043,1,-57.5,7.5,0,0,0,0
22044,1,-57.5,6.5,0,0,0,0
22045,1,-57.5,5.5,0,0,0,0
22085,1,-57.5,-34.5,0,0,0,0
22086,1,-57.5,-35.5,0,0,0,0
22087,1,-57.5,-36.5,0,0,0,0
22088,1,-57.5,-37.5,0,0,0,0
22089,1,-57.5,-38.5,0,0,0,0
22090,1,-57.5,-39.5,0,0,0,0
22091,1,-57.5,-40.5,0,0,0,0
22092,1,-57.5,-41.5,0,0,0,0
22093,1,-57.5,-42.5,0,0,0,0
22094,1,-57.5,-43.5,0,0,0,0
22095,1,-57.5,-44.5,0,0,0,0
22096,1,-57.5,-45.5,0,0,0,0
22097,1,-57.5,-46.5,0,0,0,0
22098,1,-57.5,-47.5,0,0,0,0
22099,1,-57.5,-48.5,0,0,0,0
22100,1,-57.5,-49.5,0,0,0,0
22101,1,-57.5,-50.5,0,0,0,0
22102,1,-57.5,-51.5,0,0,0,0
22103,1,-57.5,-52.5,0,0,0,0
22104,1,-57.5,-53.5,0,0,0,0
22105,1,-57.5,-54.5,0,0,0,0
22106,1,-57.5,-55.5,0,0,0,0
22107,1,-57.5,-56.5,0,0,0,0
22108,1,-57.5,-57.5,0,0,0,0
22109,1,-57.5,-58.5,0,0,0,0
22110,1,-57.5,-59.5,0,0,0,0
22111,1,-57.5,-60.5,0,0,0,0
22112,1,-57.5,-61.5,0,0,0,0
22113,1,-57.5,-62.5,0,0,0,0
22114,1,-57.5,-63.5,0,0,0,0
22115,1,-57.5,-64.5,0,0,0,0
22156,1,-56.5,74.5,0,0,0,0
22157,1,-56.5,73.5,0,0,0,0
22158,1,-56.5,72.5,0,0,0,0
22159,1,-56.5,71.5,0,0,0,0
22160,1,-56.5,70.5,0,0,0,0
22161,1,-56.5,69.5,0,0,0,0
22162,1,-56.5,68.5,0,0,0,0
22163,1,-56.5,67.5,0,0,0,0
22164,1,-56.5,66.5,0,0,0,0
22165,1,-56.5,65.5,0,0,0,0
22166,1,-56.5,64.5,0,0,0,0
22167,1,-56.5,63.5,0,0,0,0
22168,1,-56.5,62.5,0,0,0,0
22169,1,-56.5,61.5,0,0,0,0
22170,1,-56.5,60.5,0,0,0,0
22171,1,-56.5,59.5,0,0,0,0
22172,1,-56.5,58.5,0,0,0,0
22173,1,-56.5,57.5,0,0,0,0
22174,1,-56.5,56.5,0,0,0,0
22175,1,-56.5,55.5,0,0,0,0
22176,1,-56.5,54.5,0,0,0,0
22177,1,-56.5,53.5,0,0,0,0
22178,1,-56.5,52.5,0,0,0,0
22179,1,-56.5,51.5,0,0,0,0
22180,1,-56.5,50.5,0,0,0,0
22181,1,-56.5,49.5,0,0,0,0
22183,1,-56.5,47.5,0,0,0,0
22184,1,-56.5,46.5,0,0,0,0
22185,1,-56.5,45.5,0,0,0,0
22186,1,-56.5,44.5,0,0,0,0
22187,1,-56.5,43.5,0,0,0,0
22188,1,-56.5,42.5,0,0,0,0
22189,1,-56.5,41.5,0,0,0,0
22190,1,-56.5,40.5,0,0,0,0
22191,1,-56.5,39.5,0,0,0,0
22192,1,-56.5,38.5,0,0,0,0
22193,1,-56.5,37.5,0,0,0,0
22194,1,-56.5,36.5,0,0,0,0
22195,1,-56.5,35.5,0,0,0,0
22196,1,-56.5,34.5,0,0,0,0
22197,1,-56.5,33.5,0,0,0,0
22198,1,-56.5,32.5,0,0,0,0
22199,1,-56.5,31.5,0,0,0,0
22200,1,-56.5,30.5,0,0,0,0
22201,1,-56.5,29.5,0,0,0,0
22202,1,-56.5,28.5,0,0,0,0
22203,1,-56.5,27.5,0,0,0,0
22204,1,-56.5,26.5,0,0,0,0
22205,1,-56.5,25.5,0,0,0,0
22206,1,-56.5,24.5,0,0,0,0
22207,1,-56.5,23.5,0,0,0,0
22208,1,-56.5,22.5,0,0,0,0
22209,1,-56.5,21.5,0,0,0,0
22210,1,-56.5,20.5,0,0,0,0
22211,1,-56.5,19.5,0,0,0,0
22212,1,-56.5,18.5,0,0,0,0
22213,1,-56.5,17.5,0,0,0,0
22214,1,-56.5,16.5,0,0,0,0
22215,1,-56.5,15.5,0,0,0,0
22216,1,-56.5,14.5,0,0,0,0
22217,1,-56.5,13.5,0,0,0,0
22218,1,-56.5,12.5,0,0,0,0
22219,1,-56.5,11.5,0,0,0,0
