SpeciesCode	TaxonKey	SpeciesGroupID
YFT.MT	600143	3
BET.MT	600146	3
SKJ.MT	600107	3
ALB.MT	600142	3
SBF.MT	600145	7
SWO.MT	600226	1
BLM.MT	600217	1
BUM.MT	600216	1
MLS.MT	600223	1
SFA.MT	600077	1
SSP.MT	603915	1
BILL.MT	400419	1
TUX.MT	400416	7
BSH.MT	600898	2
FAL.MT	600868	5
MSK.MT	400009	5
OCS.MT	600875	5
POR.MT	600088	5
RSK.MT	400011	5
SPY.MT	400012	5
THR.MT	500639	5
SKH.MT	200007	5
NTAD.MT	100339	6
