FishingEntityID,CountryGroupID,GearGroupID,Layer3GearID
122,5,302,27
122,5,302,8
122,5,302,67
122,5,302,68
122,5,302,69
148,4,302,28
148,4,302,29
148,4,302,22
148,4,302,24
148,4,302,9
148,4,302,26
148,4,302,27
148,4,302,8
148,4,302,67
148,4,302,68
148,4,302,69
181,4,302,28
181,4,302,29
181,4,302,22
181,4,302,24
181,4,302,9
181,4,302,26
181,4,302,27
181,4,302,8
181,4,302,67
181,4,302,68
181,4,302,69
7,6,303,16
9,2,303,16
10,2,303,16
21,4,303,16
36,1,303,16
61,1,303,16
143,2,303,16
182,1,303,16
23,1,303,16
146,1,303,16
37,1,303,16
82,2,303,16
84,2,303,16
92,2,303,16
95,3,303,16
96,2,303,16
105,2,303,16
114,1,303,16
1000,1000,303,16
138,2,303,16
156,2,303,16
158,1,303,16
164,1,303,16
186,1,303,16
193,2,303,16
7,6,401,43
7,6,401,41
7,6,401,55
16,5,401,43
16,5,401,41
16,5,401,55
21,4,401,43
21,4,401,41
21,4,401,55
61,1,401,43
61,1,401,41
61,1,401,55
143,2,401,43
143,2,401,41
143,2,401,55
182,1,401,43
182,1,401,41
182,1,401,55
23,1,401,43
23,1,401,41
23,1,401,55
58,7,401,43
58,7,401,41
58,7,401,55
146,1,401,43
146,1,401,41
146,1,401,55
66,7,401,43
66,7,401,41
66,7,401,55
141,7,401,43
141,7,401,41
141,7,401,55
165,7,401,43
165,7,401,41
165,7,401,55
183,7,401,43
183,7,401,41
183,7,401,55
37,1,401,43
37,1,401,41
37,1,401,55
76,1,401,43
76,1,401,41
76,1,401,55
82,2,401,43
82,2,401,41
82,2,401,55
83,2,401,43
83,2,401,41
83,2,401,55
84,2,401,43
84,2,401,41
84,2,401,55
91,3,401,43
91,3,401,41
91,3,401,55
95,3,401,43
95,3,401,41
95,3,401,55
96,2,401,43
96,2,401,41
96,2,401,55
109,1,401,43
109,1,401,41
109,1,401,55
22,2,401,43
22,2,401,41
22,2,401,55
1000,1000,401,43
1000,1000,401,41
1000,1000,401,55
138,2,401,43
138,2,401,41
138,2,401,55
156,2,401,43
156,2,401,41
156,2,401,55
157,1,401,43
157,1,401,41
157,1,401,55
158,1,401,43
158,1,401,41
158,1,401,55
29,2,401,43
29,2,401,41
29,2,401,55
32,3,401,43
32,3,401,41
32,3,401,55
186,1,401,43
186,1,401,41
186,1,401,55
171,2,401,43
171,2,401,41
171,2,401,55
122,5,401,43
122,5,401,41
122,5,401,55
148,4,401,43
148,4,401,41
148,4,401,55
181,4,401,43
181,4,401,41
181,4,401,55
7,6,500,10
7,6,500,40
7,6,500,11
9,2,500,10
9,2,500,40
9,2,500,11
10,2,500,10
10,2,500,40
10,2,500,11
16,5,500,10
16,5,500,40
16,5,500,11
21,4,500,10
21,4,500,40
21,4,500,11
36,1,500,10
36,1,500,40
36,1,500,11
61,1,500,10
61,1,500,40
61,1,500,11
143,2,500,10
143,2,500,40
143,2,500,11
182,1,500,10
182,1,500,40
182,1,500,11
23,1,500,10
23,1,500,40
23,1,500,11
146,1,500,10
146,1,500,40
146,1,500,11
37,1,500,10
37,1,500,40
37,1,500,11
76,1,500,10
76,1,500,40
76,1,500,11
82,2,500,10
82,2,500,40
82,2,500,11
83,2,500,10
83,2,500,40
83,2,500,11
84,2,500,10
84,2,500,40
84,2,500,11
93,1,500,10
93,1,500,40
93,1,500,11
96,2,500,10
96,2,500,40
96,2,500,11
105,2,500,10
105,2,500,40
105,2,500,11
114,1,500,10
114,1,500,40
114,1,500,11
22,2,500,10
22,2,500,40
22,2,500,11
1000,1000,500,10
1000,1000,500,40
1000,1000,500,11
115,2,500,10
115,2,500,40
115,2,500,11
134,2,500,10
134,2,500,40
134,2,500,11
145,2,500,10
145,2,500,40
145,2,500,11
156,2,500,10
156,2,500,40
156,2,500,11
157,1,500,10
157,1,500,40
157,1,500,11
29,2,500,10
29,2,500,40
29,2,500,11
167,1,500,10
167,1,500,40
167,1,500,11
32,3,500,10
32,3,500,40
32,3,500,11
186,1,500,10
186,1,500,40
186,1,500,11
171,2,500,10
171,2,500,40
171,2,500,11
176,2,500,10
176,2,500,40
176,2,500,11
122,5,500,10
122,5,500,40
122,5,500,11
193,2,500,10
193,2,500,40
193,2,500,11
9,2,700,41
9,2,700,56
61,1,700,41
61,1,700,56
143,2,700,41
143,2,700,56
182,1,700,41
182,1,700,56
23,1,700,41
23,1,700,56
146,1,700,41
146,1,700,56
37,1,700,41
37,1,700,56
82,2,700,41
82,2,700,56
87,2,700,41
87,2,700,56
96,2,700,41
96,2,700,56
109,1,700,41
109,1,700,56
114,1,700,41
114,1,700,56
22,2,700,41
22,2,700,56
1000,1000,700,41
1000,1000,700,56
138,2,700,41
138,2,700,56
145,2,700,41
145,2,700,56
156,2,700,41
156,2,700,56
158,1,700,41
158,1,700,56
29,2,700,41
29,2,700,56
167,1,700,41
167,1,700,56
186,1,700,41
186,1,700,56
171,2,700,41
171,2,700,56
176,2,700,41
176,2,700,56
193,2,700,41
193,2,700,56
21,4,601,41
61,1,601,41
143,2,601,41
182,1,601,41
23,1,601,41
146,1,601,41
37,1,601,41
82,2,601,41
96,2,601,41
1000,1000,601,41
156,2,601,41
21,4,602,41
21,4,602,51
61,1,602,41
61,1,602,51
143,2,602,41
143,2,602,51
182,1,602,41
182,1,602,51
23,1,602,41
23,1,602,51
146,1,602,41
146,1,602,51
37,1,602,41
37,1,602,51
82,2,602,41
82,2,602,51
96,2,602,41
96,2,602,51
1000,1000,602,41
1000,1000,602,51
156,2,602,41
156,2,602,51
7,6,606,12
21,4,606,12
61,1,606,12
143,2,606,12
182,1,606,12
23,1,606,12
146,1,606,12
37,1,606,12
82,2,606,12
96,2,606,12
1000,1000,606,12
156,2,606,12
29,2,606,12
29,2,303,16
7,6,301,1
29,2,602,51
