Fleet,Gear,Year,MonthStart,Grid,YFT-MT,BET-MT,SKJ-MT,ALB-MT,SBF-MT,LOT-MT,FRZ-MT,KAW-MT,COM-MT,SWO-MT,BILL-MT,TUX-MT,SKH-MT,NTAD-MT
IRN    ,GILL,2020,9,6125055,,,,,,0.03,,0.21,0.03,,,0.13,,0.47
IRN    ,GILL,2020,10,6125055,,,,,,,,0.1,,,,0.24,,0.65
IRN    ,GILL,2020,11,6125055,,,,,,0.32,,0.12,,,,0.07,,1.1
IRN    ,GILL,2020,12,6125055,,,,,,0.87,,0.86,1.43,,,2.26,,3.94
IRN    ,GILL,2021,1,6125055,,,,,,0.89,,0.59,0.39,,,1.28,,
IRN    ,GILL,2021,2,6125055,,,,,,1.37,,0.45,1.18,,,0.98,,
IRN    ,GILL,2021,3,6125055,,,,,,0.7,,0.4,0.59,,,0.26,,
IRN    ,GILL,2021,4,6125055,,,,,,1.55,,1.44,0.77,,,0.9,,
IRN    ,GILL,2021,5,6125055,,,,,,1.58,,0.95,1.5,,,1.25,,
IRN    ,GILL,2021,6,6125055,,,,,,1.59,,0.83,2.62,,,0.93,,
IRN    ,GILL,2021,7,6125055,,,,,,1.47,,1.17,1.52,,,0.71,,
IRN    ,GILL,2021,8,6125055,,,,,,1.78,,0.86,2.78,,,0.43,,
IRN    ,GILL,2021,9,6125055,,,,,,3.51,,1.73,1.87,,,1.1,0.12,
IRN    ,GILL,2021,10,6125055,,,,,,3.52,,2.18,2.62,,,0.79,0.8,0.02
IRN    ,GILL,2021,11,6125055,,,,,,1.95,,0.54,1.83,,,0.66,,
IRN    ,GILL,2021,12,6125055,,,,,,2.36,,0.58,2.2,,,0.21,,
IRN    ,GILL,2022,1,6125055,,,,,,1.99,,0.12,1.59,,,0.19,,4.97
IRN    ,GILL,2022,2,6125055,,,,,,2.51,,0.35,1.6,,,,,3.92
IRN    ,GILL,2022,3,6125055,0.07,,,,,5.97,,4.54,0.93,,,,,1.95
IRN    ,GILL,2022,4,6125055,,,,,,18.82,,8.44,4.94,,,0.41,,17.88
IRN    ,GILL,2022,5,6125055,,,,,,16.29,,4.06,3.78,,,0.27,,14.35
IRN    ,GILL,2022,6,6125055,,,,,,12.68,,2.84,3.64,,,0.43,,11.39
IRN    ,GILL,2022,7,6125055,,,,,,14.68,,4.76,2.2,,,0.08,,11.77
IRN    ,GILL,2022,8,6125055,,,,,,12.98,,6.18,3.16,,,,,13.7
IRN    ,GILL,2022,9,6125055,,,,,,14.19,,6.26,2.5,,,,,17
IRN    ,GILL,2022,10,6125055,,,,,,6.69,,2.91,3.15,,,0.24,,15.96
IRN    ,GILL,2022,11,6125055,,,,,,3.41,,2.85,3.15,,,2.69,,30.72
IRN    ,GILL,2022,12,6125055,0.16,,,,,0.14,,0.16,1.48,,,3.63,,25.69
IRN    ,GILL,2023,1,6125055,,,,,,31,,2,41,,,16,1,
IRN    ,GILL,2023,2,6125055,,,,,,38,,3,30,,,19,,
IRN    ,GILL,2023,3,6125055,,,,,,37,,3,41,,,18,,
IRN    ,GILL,2023,4,6125055,,,,,,36,,3,23,,,17,1,
IRN    ,GILL,2023,5,6125055,,,,,,26,,3,48,,,37,,
IRN    ,GILL,2023,6,6125055,,,,,,15,,1,14,,,16,1,
IRN    ,GILL,2023,7,6125055,,,,,,20,,2,27,,,19,1,
IRN    ,GILL,2023,8,6125055,,,,,,9,,2,31,,,21,1,
IRN    ,GILL,2023,9,6125055,,,,,,9,,1,33,,,15,1,
IRN    ,GILL,2023,10,6125055,,,,,,9,,2,38,,,22,1,
IRN    ,GILL,2023,11,6125055,,,,,,11,,3,40,,,26,1,
IRN    ,GILL,2023,12,6125055,,,,,,16,,2,25,,,18,1,
IRN    ,HOOK,2020,1,6125055,,,,,,0.5,0.02,,0.28,,,0.48,0.05,1.21
IRN    ,HOOK,2020,2,6125055,,,,,,0.4,0.06,,0.25,,,0.7,0.07,1.36
IRN    ,HOOK,2020,3,6125055,,,,,,0.28,0.02,,0.15,,,0.41,0.04,0.89
IRN    ,TRAP,2020,2,6125055,,,,,,,,,,,,,,0.42
IRN    ,TRAP,2020,3,6125055,,,,,,,,,,,,,,0.83
IRN    ,TRAP,2020,8,6125055,,,,,,,,,,,,,,0.08
IRN    ,TROL,2023,1,6125055,,,,,,3,,,6,,,3,1,
IRN    ,TROL,2023,2,6125055,,,,,,4,,,4,,,4,1,
IRN    ,TROL,2023,3,6125055,,,,,,2,,,5,,,4,,
IRN    ,TROL,2023,4,6125055,,,,,,3,,,4,,,4,,
IRN    ,TROL,2023,5,6125055,,,,,,1,,,4,,,4,,
IRN    ,TROL,2023,6,6125055,,,,,,2,,,2,,,6,,
IRN    ,TROL,2023,7,6125055,,,,,,2,,,5,,,5,,
IRN    ,TROL,2023,8,6125055,,,,,,1,,,6,,,5,,
IRN    ,TROL,2023,9,6125055,,,,,,1,,,6,,,5,,
IRN    ,TROL,2023,10,6125055,,,,,,1,,,8,,,8,,
IRN    ,TROL,2023,11,6125055,,,,,,1,,,7,,,11,1,
IRN    ,TROL,2023,12,6125055,,,,,,1,,,5,,,6,,
IRN    ,GILL,2007,3,6125055,,,,,,46.15,0.77,0.14,4.96,,,0.37,1.36,33.23
IRN    ,GILL,2007,4,6125055,,,,,,67.21,2.17,2.1,0.82,,,1.02,2.49,54.43
IRN    ,GILL,2007,5,6125055,,,,,,35.19,1.01,2.88,0.54,,,1.5,1.22,40.03
IRN    ,GILL,2007,6,6125055,,,,,,13.51,0.67,0.91,0.25,,,0.12,0.86,22.12
IRN    ,GILL,2007,7,6125055,0.04,,,,,22.43,0.54,1.29,0.3,,,0.56,0.92,14.3
IRN    ,GILL,2007,8,6125055,,,,,,11.19,0.67,0.7,0.11,,,0.39,0.8,4.32
IRN    ,GILL,2007,9,6125055,0.36,,,,,17.78,0.73,0.92,1.61,,,1.55,2.2,7.41
IRN    ,GILL,2007,10,6125055,0.49,,,,,5.53,0.7,0.52,2.73,,,3.4,1.76,13.95
IRN    ,GILL,2007,11,6125055,1.67,,,,,11.13,1.25,0.51,2.84,,,3.98,1.81,20.52
IRN    ,GILL,2007,12,6125055,,,,,,21.89,0.65,0.54,4.62,,,3.37,2.27,17.02
IRN    ,GILL,2008,1,6125055,,,,,,10.65,0.14,0.04,3.47,,,0.68,1.49,8.37
IRN    ,GILL,2008,2,6125055,,,,,,22.28,0.43,0.38,4.37,,,1.23,1.4,11.46
IRN    ,GILL,2008,3,6125055,,,,,,44.94,0.67,1.08,5.24,,,2.88,2.38,19.8
IRN    ,GILL,2008,4,6125055,,,,,,58.3,1.9,2.06,2.85,,,2.72,2.29,48.15
IRN    ,GILL,2008,5,6125055,,,,,,48.21,1.02,4.31,1.39,,,2.72,2.22,43.63
IRN    ,GILL,2008,6,6125055,,,,,,23.16,0.82,2.51,0.86,,,0.69,1.34,36.67
IRN    ,GILL,2008,7,6125055,,,,,,20.26,0.5,0.91,0.71,,,0.24,1.07,17.26
IRN    ,GILL,2008,8,6125055,,,,,,35.85,0.88,1.38,1.1,,,0.79,2.79,9.1
IRN    ,GILL,2008,9,6125055,,,,,,18.34,1.83,0.63,2.24,,,2.97,2.88,6.52
IRN    ,GILL,2008,10,6125055,,,7.00E-03,,,12.43,8.13,0.99,6.38,,,14.19,6.37,16.2
IRN    ,GILL,2008,11,6125055,,,,,,18.46,9.7,1.14,11.07,,,9.57,3.36,24.61
IRN    ,GILL,2008,12,6125055,,,,,,14.28,8.6,21.2,14.29,,,2.32,4.24,43.26
IRN    ,GILL,2009,1,6125055,,,,,,14.09,0.33,1.57,10.04,,,0.77,4.94,37.11
IRN    ,GILL,2009,2,6125055,,,,,,16.54,2.73,1.3,5.96,,,0.24,2.31,28.05
IRN    ,GILL,2009,3,6125055,,,,,,8.8,0.09,0.45,2.4,,,0.38,1.61,28.7
IRN    ,GILL,2009,4,6125055,,,,,,34.87,0.34,3.2,7.06,,0.1,1.8,3.69,90.46
IRN    ,GILL,2009,5,6125055,,,,,,23.25,0.05,0.91,3.11,,0.1,2.76,6.72,85.81
IRN    ,GILL,2009,6,6125055,,,,,,10.55,0.46,1.2,1.2,,,3.88,2.8,41.38
IRN    ,GILL,2009,7,6125055,,,,,,14.26,0.11,0.38,1.54,,,1.06,7.61,57.16
IRN    ,GILL,2009,8,6125055,0.09,,,,,17.7,0.21,0.76,2.03,,,0.95,9.08,94.24
IRN    ,GILL,2009,9,6125055,5.00E-03,,,,,12.59,2.21,0.89,4.26,,,4.08,4.27,95.07
IRN    ,GILL,2009,10,6125055,,,,,,15.58,4.61,1.1,7.84,,,14.63,6.38,32.61
IRN    ,GILL,2009,11,6125055,,,,,,17.35,2.37,0.61,7.42,,,7.25,2.89,29.37
IRN    ,GILL,2009,12,6125055,,,,,,12.4,0.69,0.74,12.09,,,4.25,2.63,49.36
IRN    ,GILL,2010,1,6125055,,,,,,3.34,0.12,0.46,8.67,,,1.18,4.25,65.1
IRN    ,GILL,2010,2,6125055,,,,,,18.04,0.19,0.99,6.43,,,0.98,3.11,58.66
IRN    ,GILL,2010,3,6125055,,,,,,11.87,0.97,2.53,2.11,,,0.95,1.98,43.79
IRN    ,GILL,2010,4,6125055,,,,,,17.75,1.56,4.75,1.99,,,0.91,2.52,44.55
IRN    ,GILL,2010,5,6125055,,,,,,18.57,1.11,7.95,2.64,,,0.96,3.07,47.31
IRN    ,GILL,2010,6,6125055,,,,,,17.94,0.63,2.53,0.91,,,0.2,1.78,21.82
IRN    ,GILL,2010,7,6125055,,,,,,17.06,0.77,2.26,0.81,,,0.11,2.26,12.78
IRN    ,GILL,2010,8,6125055,,,,,,21.49,1.25,3.82,1.16,,,0.86,2.92,8.89
IRN    ,GILL,2010,9,6125055,4.00E-03,,,,,13.18,1.79,2.45,2.36,,,2.52,2.36,35.68
IRN    ,GILL,2010,10,6125055,7.00E-03,,,,,14.95,11.6,2.8,2.06,,,2.8,1.86,23.34
IRN    ,GILL,2010,11,6125055,,,,,,13.14,8.04,1.52,4.19,,,2.83,2.68,33
IRN    ,GILL,2010,12,6125055,0.01,,,,,1.8,0.88,0.48,7.18,,,1.9,1.54,32.93
IRN    ,GILL,2011,1,6125055,,,,,,2.69,0.22,0.83,5.8,,,0.71,1.49,19.2
IRN    ,GILL,2011,2,6125055,2.00E-03,,0.01,,,17.73,1.61,2.87,1.61,,,0.97,0.86,13.15
IRN    ,GILL,2011,3,6125055,7.00E-03,,,,,25.78,2.58,3.66,2.49,,,2.23,1.3,26.48
IRN    ,GILL,2011,4,6125055,,,,,,35.86,5.99,2.31,1.92,,,1.77,0.9,41.54
IRN    ,GILL,2011,5,6125055,0.06,,,,,41.95,3.65,2.31,1.68,,,0.36,1.16,28.76
IRN    ,GILL,2011,6,6125055,,,,,,25.95,1.03,2.82,0.42,,,0.33,1.15,16.34
IRN    ,GILL,2011,7,6125055,,,,,,21.76,0.58,1.03,0.13,,,0.21,1.14,4.07
IRN    ,GILL,2011,8,6125055,,,,,,10.39,0.07,1.59,0.81,,,1.11,0.65,5.33
IRN    ,GILL,2011,9,6125055,,,,,,16.31,4.42,1.69,2.59,,,2.53,1.28,23.68
IRN    ,GILL,2011,10,6125055,0.04,,,,,10.2,3,0.45,3.12,,,3.44,1.25,17.54
IRN    ,GILL,2011,11,6125055,,,,,,12.04,2.26,0.6,5.27,,,1.17,1.9,32.44
IRN    ,GILL,2011,12,6125055,,,,,,15.5,1.2,1.41,6.52,,,1.49,2.4,34.54
IRN    ,GILL,2012,1,6125055,,,,,,36.04,0.8,4.27,4.2,,,1.3,1.77,29.94
IRN    ,GILL,2012,2,6125055,0.02,,,,,30.45,0.38,2.98,3.22,,,1.34,1.61,26.01
IRN    ,GILL,2012,3,6125055,,,,,,26.45,0.96,2.61,2.12,,,2.07,1.15,12.35
IRN    ,GILL,2012,4,6125055,,,,,,5.23,1.16,0.34,1.38,,,2.13,0.91,18.98
IRN    ,GILL,2012,5,6125055,,,,,,4.24,0.21,1.03,0.85,,,1.17,0.68,17.34
IRN    ,GILL,2012,6,6125055,,,,,,18.27,0.42,2.4,1.43,,,1.12,0.74,17.17
IRN    ,GILL,2012,7,6125055,,,,,,44.24,1.03,4.09,2.51,,,1.26,2.09,12.74
IRN    ,GILL,2012,8,6125055,,,,,,27.43,0.22,2.35,1.03,,,1.18,1.98,7.49
IRN    ,GILL,2012,9,6125055,,,,,,12.77,0.82,0.76,1.52,,,3.09,1.83,7.95
IRN    ,GILL,2012,10,6125055,,,,,,24.56,5.37,2.57,2.32,,0.13,7.02,1.24,15.05
IRN    ,GILL,2012,11,6125055,,,,,,41.9,2.57,7.42,2.76,,0.01,3.81,1.91,18.39
IRN    ,GILL,2012,12,6125055,,,,,,47.33,1.47,8.79,6.78,,0.1,2.38,3.13,41.1
IRN    ,GILL,2013,1,6125055,,,,,,19.88,1.72,7.08,7.16,,,1.69,2.63,47.15
IRN    ,GILL,2013,2,6125055,,,,,,59.67,1.21,12.28,6.88,,,2.11,3.93,44.08
IRN    ,GILL,2013,3,6125055,,,,,,25.02,0.39,3.79,3.53,,0.09,2.03,2.48,47.74
IRN    ,GILL,2013,4,6125055,2.00E-03,,,,,5.84,0.52,0.92,3.47,,,1.5,3.52,115.08
IRN    ,GILL,2013,5,6125055,,,,,,20.31,0.38,1.89,4.55,,,2.49,7.71,173.97
IRN    ,GILL,2013,6,6125055,,,,,,39.02,0.07,3.04,2.73,,,1.66,5.77,94.08
IRN    ,GILL,2013,7,6125055,,,,,,26.56,0.53,3.04,3.91,,,1.3,3.62,83.37
IRN    ,GILL,2013,8,6125055,6.00E-03,,,,,55.12,2.13,6.81,4,,,1.43,6.21,48.6
IRN    ,GILL,2013,9,6125055,,,,,,43.98,1.25,4.73,4.29,,,3.39,4.59,36.52
IRN    ,GILL,2013,10,6125055,,,,,,13.81,1.62,3.13,2.03,,,6,2.07,22.67
IRN    ,GILL,2013,11,6125055,,,,,,29.07,2.66,5.72,3.14,,,3.97,5.95,84.63
IRN    ,GILL,2013,12,6125055,,,,,,6.28,3.32,2.14,4.31,,0.88,1.45,4.64,100.01
IRN    ,GILL,2014,1,6125055,,,,,,10.02,4.11,,5.88,,0.86,1.73,0.22,8.02
IRN    ,GILL,2014,2,6125055,,,,,,17.83,3.21,1.31,5.39,,3.53,1.45,1.1,16.7
IRN    ,GILL,2014,3,6125055,,,,,,29.89,2.11,3.57,3.54,,1.45,2.36,1.8,25.66
IRN    ,GILL,2014,4,6125055,0.74,,0.63,,,21.88,0.51,3.75,1.12,,0.46,2.38,1.49,32.75
IRN    ,GILL,2014,5,6125055,0.3,,0.11,,,21.29,0.37,4.84,1.46,,0.58,2.11,2.43,39.09
IRN    ,GILL,2014,6,6125055,,,1.24,,,16.39,0.15,1.77,1.04,,2.14,2.35,2.97,33.88
IRN    ,GILL,2014,7,6125055,,,3.34,,,5.45,0.07,0.73,0.25,,1.64,1.13,2.85,20.5
IRN    ,GILL,2014,8,6125055,,,3.69,,,5.67,0.32,0.43,0.4,,2.87,1.29,3.19,21.22
IRN    ,GILL,2014,9,6125055,,,3.53,,,10.5,1.32,0.31,0.74,,2.52,2.29,3.52,21.1
IRN    ,GILL,2014,10,6125055,,,,,,8.25,2.69,0.55,1.4,,1.11,3.53,1.12,16.03
IRN    ,GILL,2014,11,6125055,,,,,,5.94,2.33,0.62,0.78,,0.3,3.17,0.7,9.68
IRN    ,GILL,2014,12,6125055,,,,,,8.14,2.79,1.58,0.81,,0.22,2.8,0.84,22.73
IRN    ,GILL,2015,1,6125055,,,,,,2.24,0.7,0.76,1.19,,,1.52,1.1,28.59
IRN    ,GILL,2015,2,6125055,,,,,,0.47,0.2,2.08,1.15,,,1.27,3.53,24.73
IRN    ,GILL,2015,3,6125055,,,,,,2.15,0.24,0.25,0.66,,,1.26,0.85,28.84
IRN    ,GILL,2015,4,6125055,,,,,,7,0.8,0.02,0.66,,,3.36,0.74,46.7
IRN    ,GILL,2015,5,6125055,0.17,,,,,8.78,0.78,2.57,0.58,,0.05,2.03,0.76,36.95
IRN    ,GILL,2015,6,6125055,0.6,,,,,23.57,0.14,7.01,0.76,,,0.46,1,20.88
IRN    ,GILL,2015,7,6125055,1.01,,,,,24.85,0.22,3.72,0.7,,,0.16,1.46,14.24
IRN    ,GILL,2015,8,6125055,0.19,,,,,17.56,0.13,3.78,0.61,,,0.21,3.36,14.75
IRN    ,GILL,2015,9,6125055,0.47,,0.02,,,13.86,2.08,2.81,1.4,,,2.06,3.21,17.38
IRN    ,GILL,2015,10,6125055,0.33,,,,,4.27,1.3,1.66,1.2,,,1.92,0.55,17.9
IRN    ,GILL,2015,11,6125055,,,,,,5.61,1.14,2.1,1.45,,,1.66,0.38,22.1
IRN    ,GILL,2015,12,6125055,0.54,,,,,23.58,1.49,5.25,3.21,,,1.11,1.28,26.28
IRN    ,GILL,2016,1,6125055,,,,,,34.1,0.07,3.46,3.44,,,0.66,1.9,35.4
IRN    ,GILL,2016,2,6125055,,,0.25,,,30.92,0.03,5.18,3.87,,,0.75,1.77,29.3
IRN    ,GILL,2016,3,6125055,,,,,,15.77,0.04,3.41,2.52,,,0.59,0.72,15.71
IRN    ,GILL,2016,4,6125055,,,,,,30.28,0.2,3.14,2.8,,,1.12,1.47,29.05
IRN    ,GILL,2016,5,6125055,,,,,,34.28,0.26,4.35,1.3,,0.11,0.89,1.22,19.84
IRN    ,GILL,2016,6,6125055,,,,,,24.01,0.77,5.83,1.1,,0.03,1.26,1.58,21.67
IRN    ,GILL,2016,7,6125055,,,,,,11.37,1.55,1.69,0.89,,0.06,2.21,1.04,23.86
IRN    ,GILL,2016,8,6125055,,,,,,7.86,1.31,4.53,0.32,,0.07,1.48,1.17,24.08
IRN    ,GILL,2016,9,6125055,,,,,,0.56,0.29,0.04,0.4,,,1.51,0.3,17.35
IRN    ,GILL,2016,10,6125055,,,,,,5.78,2.2,1,0.76,,,2.41,0.35,25.63
IRN    ,GILL,2016,11,6125055,,,,,,15.35,1.36,1.71,0.87,,,1.51,0.47,25.3
IRN    ,GILL,2016,12,6125055,,,,,,20.43,2.23,1.98,1.26,,0.14,1.22,0.85,29.74
IRN    ,GILL,2017,1,6125055,,,,,,7.2,1.77,1.87,1,,0.57,0.82,0.54,21.38
IRN    ,GILL,2017,2,6125055,,,,,,7.35,2.54,0.82,2.85,,,0.99,1.02,20.88
IRN    ,GILL,2017,3,6125055,,,,,,6.68,2.56,0.64,4.89,,,1.5,0.8,21.38
IRN    ,GILL,2017,4,6125055,,,,,,6.63,0.95,1.07,1.27,,0.01,0.81,0.16,16.65
IRN    ,GILL,2017,5,6125055,,,,,,14.1,1.26,2.92,1.26,,0.01,0.77,0.64,31.65
IRN    ,GILL,2017,6,6125055,,,,,,15.34,1.55,1.94,0.94,,0.01,1.15,0.51,19.8
IRN    ,GILL,2017,7,6125055,,,,,,24.47,3.3,4.09,1.63,,0.06,0.96,0.32,23.3
IRN    ,GILL,2017,8,6125055,,,,,,34.64,1.9,4.11,1.5,,,1.15,0.87,20.62
IRN    ,GILL,2017,9,6125055,,,,,,14.84,0.06,2.83,0.59,,0.14,1.28,0.45,10.02
IRN    ,GILL,2017,10,6125055,,,,,,4.06,0.67,0.33,0.54,,,1.53,0.23,18.39
IRN    ,GILL,2017,11,6125055,,,,,,11.53,2.8,2.25,2.38,,0.02,0.66,0.28,15.17
IRN    ,GILL,2017,12,6125055,,,,,,14.14,1.37,3.16,2.03,,0.04,0.98,0.63,20.61
IRN    ,GILL,2018,1,6125055,,,,,,7.59,0.62,0.66,4.01,,0.01,1.26,0.49,36.64
IRN    ,GILL,2018,2,6125055,,,,,,10.92,0.25,1.62,4.61,,0.05,0.82,0.79,36.52
IRN    ,GILL,2018,3,6125055,,,,,,14.57,0.08,2.74,3.84,,,2.17,1.21,43.33
IRN    ,GILL,2018,4,6125055,,,,,,31.42,2.14,5.48,1.62,,0.02,3.5,1.26,54.49
IRN    ,GILL,2018,5,6125055,,,,,,29.77,4.08,4.29,2.16,,0.01,2.11,1.19,44.56
IRN    ,GILL,2018,6,6125055,,,,,,33.38,3.53,4.3,4.73,,,2.6,1.37,41.23
IRN    ,GILL,2018,7,6125055,,,,,,39.15,4.8,5.7,5.23,,0.01,1.46,3.45,53.03
IRN    ,GILL,2018,8,6125055,1.46,,,,,33.48,3.24,5.96,4.64,,0.02,1.87,3.15,43.53
IRN    ,GILL,2018,9,6125055,2.33,,,,,31.8,2.32,4.95,4.17,,0.02,1.37,3.27,37.22
IRN    ,GILL,2018,10,6125055,,,,,,24.17,4.58,0.18,0.45,,,2.48,1.81,50.98
IRN    ,GILL,2018,11,6125055,0.43,,,,,22.88,4.27,1.76,1.08,,,2,2.34,43.56
IRN    ,GILL,2018,12,6125055,1.83,,,,,33.52,3.56,4.36,3.39,,0.01,3.89,3.57,52.1
IRN    ,GILL,2019,1,6125055,,,,,,17.58,2.39,3.41,5.7,,,4.06,3.67,46.52
IRN    ,GILL,2019,2,6125055,7.1,,,,,18.75,4.19,4.99,8.21,,0.47,2.46,3.38,47.65
IRN    ,GILL,2019,3,6125055,,,,,,15.61,4.06,2.32,8.85,,,4.85,2.07,46.11
IRN    ,GILL,2019,4,6125055,,,,,,11.33,3.3,1.08,5.81,,,5.27,1.55,39.65
IRN    ,GILL,2019,5,6125055,,,,,,17.35,1.77,1.5,2.05,,,2.3,0.22,46.25
IRN    ,GILL,2019,6,6125055,,,,,,26.47,1.75,3.43,1.1,,,2.05,0.54,36.67
IRN    ,GILL,2019,7,6125055,,,,,,23.36,1.25,5.8,2.43,,0.03,6.61,1.93,46.3
IRN    ,GILL,2019,8,6125055,,,,,,25.49,0.43,4.89,2.51,,,5.11,4.04,37.51
IRN    ,GILL,2019,9,6125055,,,,,,18.24,1.07,4.27,2.12,,,1.9,2.5,27.13
IRN    ,GILL,2019,10,6125055,,,,,,9.61,1.55,1.14,2.52,,,1.61,0.96,21.75
IRN    ,GILL,2019,11,6125055,,,,,,7.6,1.12,0.39,2.23,,,2.94,0.4,23.64
IRN    ,GILL,2019,12,6125055,,,,,,7.87,0.46,1.03,5.34,,,2.78,0.21,26.17
IRN    ,HOOK,2007,5,6125055,,,,,,0.11,,0.01,,,,,,3.85
IRN    ,HOOK,2007,6,6125055,,,,,,,,,,,,,,0.58
IRN    ,HOOK,2007,10,6125055,,,,,,0.4,,0.08,0.41,,,,,0.01
IRN    ,HOOK,2007,11,6125055,,,,,,0.11,,0.09,,,,,,
IRN    ,HOOK,2008,3,6125055,,,,,,,,,0.06,,,0.13,0.05,0.18
IRN    ,HOOK,2008,4,6125055,,,,,,,,,0.28,,,0.21,0.18,3.18
IRN    ,HOOK,2008,5,6125055,,,,,,,,,0.66,,,0.17,0.09,4.54
IRN    ,HOOK,2008,6,6125055,,,,,,0.25,0.01,,0.49,,,0.08,0.12,2.59
IRN    ,HOOK,2008,7,6125055,,,,,,0.21,0.03,,0.06,,,,0.03,0.46
IRN    ,HOOK,2008,8,6125055,,,,,,0.09,,,0.07,,,5.00E-03,0.05,0.33
IRN    ,HOOK,2008,9,6125055,,,,,,0.14,0.11,0.01,0.05,,,0.22,0.06,0.01
IRN    ,HOOK,2008,10,6125055,,,,,,0.79,0.76,0.17,0.43,,,1.02,0.49,0.2
IRN    ,HOOK,2008,11,6125055,,,,,,0.34,0.36,0.22,0.36,,,0.67,0.39,1.02
IRN    ,HOOK,2008,12,6125055,,,,,,0.33,,0.02,0.34,,,0.12,0.35,2.48
IRN    ,HOOK,2009,2,6125055,,,,,,0.04,,,0.14,,,2.00E-03,0.1,0.35
IRN    ,HOOK,2009,3,6125055,,,,,,0.07,,,0.04,,,6.00E-03,0.05,0.38
IRN    ,HOOK,2009,4,6125055,,,,,,,,,0.11,,,0.15,0.15,2.51
IRN    ,HOOK,2009,5,6125055,,,,,,1.33,,,0.25,,,0.01,0.16,3.45
IRN    ,HOOK,2009,6,6125055,,,,,,1.45,,,0.26,,,0.05,0.09,1.58
IRN    ,HOOK,2009,7,6125055,,,,,,0.43,,0.02,0.18,,,,0.02,0.38
IRN    ,HOOK,2009,8,6125055,,,,,,,,,0.05,,,0.01,0.04,0.62
IRN    ,HOOK,2009,9,6125055,,,,,,0.11,0.01,,0.51,,,0.16,0.01,0.53
IRN    ,HOOK,2009,10,6125055,,,,,,0.62,0.09,0.1,0.94,,,0.81,0.31,0.86
IRN    ,HOOK,2009,11,6125055,,,,,,0.3,6.00E-03,0.07,0.19,,,0.41,0.22,0.86
IRN    ,HOOK,2009,12,6125055,,,,,,0.07,,0.08,0.22,,,0.3,0.07,1.15
IRN    ,HOOK,2010,1,6125055,,,,,,0.01,,,0.24,,,0.3,0.07,0.64
IRN    ,HOOK,2010,2,6125055,,,,,,8.00E-03,,5.00E-03,0.17,,,0.19,0.11,0.78
IRN    ,HOOK,2010,3,6125055,,,,,,0.05,8.00E-03,0.01,0.22,,,0.31,0.13,0.61
IRN    ,HOOK,2010,4,6125055,,,,,,0.32,0.01,0.04,0.33,,,0.2,0.16,2.34
IRN    ,HOOK,2010,5,6125055,,,,,,3.18,0.37,0.59,0.4,,,0.2,0.36,3.1
IRN    ,HOOK,2010,6,6125055,,,,,,2.73,0.28,0.31,0.19,,,0.03,0.1,1.49
IRN    ,HOOK,2010,7,6125055,,,,,,0.78,0.08,0.01,0.23,,,0.05,0.25,1.31
IRN    ,HOOK,2010,8,6125055,,,,,,0.58,0.01,,0.21,,,0.15,0.25,0.87
IRN    ,HOOK,2010,9,6125055,,,,,,0.31,0.09,,0.24,,,0.11,0.24,0.66
IRN    ,HOOK,2010,10,6125055,,,,,,0.35,0.12,0.05,0.46,,,0.37,0.13,0.57
IRN    ,HOOK,2010,11,6125055,,,,,,0.33,0.07,,0.15,,,0.32,0.15,0.35
IRN    ,HOOK,2010,12,6125055,,,,,,0.05,0.02,,0.16,,,0.16,0.13,0.7
IRN    ,HOOK,2011,1,6125055,,,,,,0.12,0.01,,0.1,,,0.17,0.14,0.28
IRN    ,HOOK,2011,2,6125055,,,,,,0.08,0.01,,0.15,,,0.34,0.14,0.41
IRN    ,HOOK,2011,3,6125055,,,,,,0.2,0.06,,0.17,,,0.19,0.22,0.69
IRN    ,HOOK,2011,4,6125055,,,,,,0.14,0.01,,0.12,,,0.06,0.16,1.12
IRN    ,HOOK,2011,5,6125055,,,,,,0.55,0.04,0.02,0.12,,,0.03,0.22,1.06
IRN    ,HOOK,2011,6,6125055,,,,,,1.15,0.06,0.02,0.13,,,0.05,0.23,0.73
IRN    ,HOOK,2011,7,6125055,,,,,,0.95,0.1,0.02,0.15,,,0.11,0.26,0.63
IRN    ,HOOK,2011,8,6125055,,,,,,0.46,0.11,,0.21,,,0.2,0.27,0.56
IRN    ,HOOK,2011,9,6125055,,,,,,0.37,0.12,,0.17,,,0.18,0.23,0.53
IRN    ,HOOK,2011,10,6125055,,,,,,0.25,0.08,9.00E-03,0.29,,,0.29,0.31,0.41
IRN    ,HOOK,2011,11,6125055,,,,,,0.27,0.06,6.00E-03,0.49,,,0.27,0.42,0.56
IRN    ,HOOK,2011,12,6125055,,,,,,0.28,0.05,7.00E-03,0.31,,,0.21,0.36,0.69
IRN    ,HOOK,2012,1,6125055,,,,,,0.15,0.05,,0.21,,,0.16,0.16,0.49
IRN    ,HOOK,2012,2,6125055,,,,,,0.2,0.03,,0.24,,,0.3,0.22,0.66
IRN    ,HOOK,2012,3,6125055,,,,,,0.28,0.07,0.01,0.18,,,0.1,0.28,1.1
IRN    ,HOOK,2012,4,6125055,,,,,,0.74,0.07,0.02,0.25,,,0.02,0.25,1.74
IRN    ,HOOK,2012,5,6125055,,,,,,1.18,0.07,0.03,0.16,,,,0.14,3.64
IRN    ,HOOK,2012,6,6125055,,,,,,1.24,0.3,0.02,0.32,,,0.07,0.18,2.49
