Country,Area,Year,Sector,Gear,SpeciesCode,Catch
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,KAW,1
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,LOT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,MAK,1
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,MLS,69
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,OIL,38
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,OTHR,34
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,POR,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,SFA,166
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,SKH,10
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,SKJ,5
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,SSP,15
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,SWO,1231
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,FLL,YFT,1013
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,ALB,2038
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,BET,711
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,BIL,1
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,BLM,8
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,BSH,381
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,BUM,140
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,COM,1
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,FAL,9
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,KAW,3
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,LOT,5
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,MAK,36
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,MLS,18
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,OIL,520
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,OTHR,49
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,POR,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SBF,754
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SFA,10
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SKH,12
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SKJ,4
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SSP,1
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,SWO,236
"TAIWAN,CHINA",Eastern Indian Ocean,2017,IND,LL,YFT,77
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,BET,51
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,BLM,19
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,BSH,3
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,BUM,83
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,FAL,2
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,LOT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,MAK,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,MLS,38
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,OIL,8
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,OTHR,8
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,POR,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,SFA,67
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,SKH,14
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,SKJ,4
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,SSP,8
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,SWO,491
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,FLL,YFT,300
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,ALB,1953
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,BET,609
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,BIL,1
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,BLM,6
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,BLT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,BSH,443
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,BUM,109
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,COM,2
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,FAL,9
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,FRI,1
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,GUT,2
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,KAW,2
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,LOT,5
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,MAK,44
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,MLS,25
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,OIL,488
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,OTHR,61
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SBF,649
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SFA,11
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SKH,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SKJ,1
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SSP,1
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,SWO,198
"TAIWAN,CHINA",Eastern Indian Ocean,2018,IND,LL,YFT,115
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,BET,10
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,BLM,4
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,BSH,1
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,BUM,15
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,FAL,7
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,LOT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,MAK,1
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,MLS,11
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,OTHR,10
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,SFA,25
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,SKH,9
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,SKJ,1
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,SSP,5
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,SWO,354
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,FLL,YFT,55
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,ALB,2369
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,BET,907
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,BIL,2
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,BLM,10
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,BSH,370
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,BUM,113
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,FAL,11
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,MAK,55
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,MLS,15
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,OTHR,647
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,POR,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SBF,674
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SFA,14
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SKH,37
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SKJ,4
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SSP,4
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,SWO,264
"TAIWAN,CHINA",Eastern Indian Ocean,2019,IND,LL,YFT,145
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,ALB,18
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,BET,11
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,BLM,6
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,BSH,11
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,BUM,29
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,COM,1
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,FAL,3
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,KAW,1
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,LOT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,MAK,6
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,MLS,29
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,OTHR,14
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,SFA,83
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,SKH,7
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,SKJ,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,SSP,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,SWO,566
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,FLL,YFT,51
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,ALB,1600
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,BET,873
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,BIL,1
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,BLM,12
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,BSH,343
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,BUM,82
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,FAL,10
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,GUT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,LOT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,MAK,46
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,MLS,14
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,OTHR,436
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,SBF,498
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,SFA,7
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,SKJ,6
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,SSP,2
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,SWO,218
"TAIWAN,CHINA",Eastern Indian Ocean,2020,IND,LL,YFT,192
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,ALB,42
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,BET,98
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,BIL,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,BLM,10
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,BSH,23
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,BUM,41
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,COM,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,FAL,8
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,KAW,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,LOT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,MAK,11
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,MLS,24
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,OTHR,37
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,SFA,36
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,SKH,4
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,SKJ,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,SPN,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,SSP,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,SWO,423
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,FLL,YFT,119
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,ALB,1685
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,BET,1629
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,BIL,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,BLM,11
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,BSH,449
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,BUM,137
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,FAL,22
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,GUT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,KAW,1
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,LOT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,MAK,45
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,MLS,16
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,OTHR,545
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,SBF,696
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,SFA,11
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,SKH,7
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,SKJ,4
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,SSP,3
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,SWO,367
"TAIWAN,CHINA",Eastern Indian Ocean,2021,IND,LL,YFT,369
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,ALB,3
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,BET,67
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,BIL,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,BLM,3
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,BSH,25
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,BUM,26
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,COM,1
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,FAL,5
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,LOT,1
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,MAK,4
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,MLS,4
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,OTHR,30
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,SFA,9
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,SKH,5
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,SKJ,2
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,SPN,2
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,SWO,306
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,FLL,YFT,44
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,ALB,3694
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,BET,1146
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,BIL,1
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,BLM,8
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,BSH,274
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,BUM,121
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,FAL,13
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,LOT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,MAK,40
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,MLS,11
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,OTHR,571
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SBF,564
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SFA,12
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SKH,20
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SKJ,2
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SPN,0
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SSP,1
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,SWO,303
"TAIWAN,CHINA",Eastern Indian Ocean,2022,IND,LL,YFT,225
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,ALB,2
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,BET,75
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,BIL,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,BLM,2
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,BSH,74
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,BUM,18
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,FAL,7
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,LOT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,MAK,2
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,MLS,6
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,MZZ,28
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,SFA,8
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,SKH,7
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,SKJ,2
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,SPN,1
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,SSP,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,SWO,187
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,FLL,YFT,44
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,ALB,2238
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,BET,1360
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,BIL,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,BLM,10
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,BLT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,BSH,291
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,BUM,139
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,COM,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,FAL,8
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,FRI,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,GUT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,KAW,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,LOT,0
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,MAK,52
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,MLS,20
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,MZZ,670
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,SBF,643
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,SFA,17
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,SKH,19
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,SKJ,8
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,SSP,4
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,SWO,286
"TAIWAN,CHINA",Eastern Indian Ocean,2023,IND,LL,YFT,332
COMOROS,Western Indian Ocean,1950,ART,GILL,NTAD,10
COMOROS,Western Indian Ocean,1950,ART,HAND,BET,14
COMOROS,Western Indian Ocean,1950,ART,HAND,KAW,1
COMOROS,Western Indian Ocean,1950,ART,HAND,NTAD,104
COMOROS,Western Indian Ocean,1950,ART,HAND,SFA,6
COMOROS,Western Indian Ocean,1950,ART,HAND,SKJ,20
COMOROS,Western Indian Ocean,1950,ART,HAND,SWO,13
COMOROS,Western Indian Ocean,1950,ART,HAND,YFT,180
COMOROS,Western Indian Ocean,1950,ART,TROL,SWO,1
COMOROS,Western Indian Ocean,1951,ART,GILL,NTAD,10
COMOROS,Western Indian Ocean,1951,ART,HAND,BET,14
COMOROS,Western Indian Ocean,1951,ART,HAND,KAW,1
COMOROS,Western Indian Ocean,1951,ART,HAND,NTAD,104
COMOROS,Western Indian Ocean,1951,ART,HAND,SFA,6
COMOROS,Western Indian Ocean,1951,ART,HAND,SKJ,21
COMOROS,Western Indian Ocean,1951,ART,HAND,SWO,13
COMOROS,Western Indian Ocean,1951,ART,HAND,YFT,179
COMOROS,Western Indian Ocean,1951,ART,TROL,SWO,1
COMOROS,Western Indian Ocean,1952,ART,GILL,NTAD,5
COMOROS,Western Indian Ocean,1952,ART,HAND,BET,7
COMOROS,Western Indian Ocean,1952,ART,HAND,KAW,1
COMOROS,Western Indian Ocean,1952,ART,HAND,NTAD,52
COMOROS,Western Indian Ocean,1952,ART,HAND,SFA,3
COMOROS,Western Indian Ocean,1952,ART,HAND,SKJ,11
COMOROS,Western Indian Ocean,1952,ART,HAND,SWO,7
COMOROS,Western Indian Ocean,1952,ART,HAND,YFT,89
COMOROS,Western Indian Ocean,1952,ART,TROL,SWO,0
COMOROS,Western Indian Ocean,1953,ART,GILL,NTAD,5
COMOROS,Western Indian Ocean,1953,ART,HAND,BET,7
COMOROS,Western Indian Ocean,1953,ART,HAND,KAW,1
COMOROS,Western Indian Ocean,1953,ART,HAND,NTAD,52
COMOROS,Western Indian Ocean,1953,ART,HAND,SFA,3
COMOROS,Western Indian Ocean,1953,ART,HAND,SKJ,12
COMOROS,Western Indian Ocean,1953,ART,HAND,SWO,7
COMOROS,Western Indian Ocean,1953,ART,HAND,YFT,88
COMOROS,Western Indian Ocean,1953,ART,TROL,SWO,0
COMOROS,Western Indian Ocean,1954,ART,GILL,NTAD,5
COMOROS,Western Indian Ocean,1954,ART,HAND,BET,7
COMOROS,Western Indian Ocean,1954,ART,HAND,KAW,1
COMOROS,Western Indian Ocean,1954,ART,HAND,NTAD,52
