FishingEntity,BigCellID,FishingEntityID,CountryGroupID
Pakistan,46161,134,2
Pakistan,46543,134,2
Pakistan,46364,134,2
Pakistan,46544,134,2
Pakistan,46542,134,2
Pakistan,46541,134,2
Pakistan,46540,134,2
Pakistan,46539,134,2
Pakistan,46538,134,2
Pakistan,46536,134,2
Pakistan,46537,134,2
Pakistan,46535,134,2
Pakistan,46534,134,2
Pakistan,46533,134,2
Pakistan,46532,134,2
Pakistan,46531,134,2
Pakistan,46722,134,2
Pakistan,46723,134,2
Pakistan,46720,134,2
Pakistan,46721,134,2
Pakistan,46719,134,2
Pakistan,46718,134,2
Pakistan,46716,134,2
Pakistan,46717,134,2
Pakistan,46715,134,2
Pakistan,46714,134,2
Pakistan,46713,134,2
Pakistan,46711,134,2
Pakistan,46712,134,2
Pakistan,39521,134,2
Pakistan,39337,134,2
Pakistan,39336,134,2
Pakistan,39311,134,2
Pakistan,39492,134,2
Pakistan,39671,134,2
Pakistan,39491,134,2
Pakistan,39313,134,2
Pakistan,39312,134,2
Pakistan,39132,134,2
Pakistan,39131,134,2
Pakistan,39674,134,2
Pakistan,39494,134,2
Pakistan,39493,134,2
Pakistan,39495,134,2
Pakistan,39675,134,2
Pakistan,39306,134,2
Pakistan,39126,134,2
Pakistan,38768,134,2
Pakistan,38947,134,2
Pakistan,39307,134,2
Pakistan,39127,134,2
Pakistan,38767,134,2
Pakistan,38949,134,2
Pakistan,38948,134,2
Pakistan,39490,134,2
Pakistan,39670,134,2
Pakistan,39310,134,2
Pakistan,39130,134,2
Pakistan,39692,134,2
Pakistan,40229,134,2
Pakistan,39676,134,2
Pakistan,39857,134,2
Pakistan,39856,134,2
Pakistan,40580,134,2
Pakistan,40579,134,2
Pakistan,39851,134,2
Pakistan,40033,134,2
Pakistan,40035,134,2
Pakistan,40034,134,2
Pakistan,40936,134,2
Pakistan,41655,134,2
Pakistan,42015,134,2
Pakistan,41835,134,2
Pakistan,41834,134,2
Pakistan,42014,134,2
Pakistan,41475,134,2
Pakistan,41461,134,2
Pakistan,41460,134,2
Pakistan,41643,134,2
Pakistan,41823,134,2
Pakistan,41462,134,2
Pakistan,41642,134,2
Pakistan,41825,134,2
Pakistan,41464,134,2
Pakistan,42004,134,2
Pakistan,41644,134,2
Pakistan,41824,134,2
Pakistan,42003,134,2
Pakistan,41463,134,2
Pakistan,42006,134,2
Pakistan,41466,134,2
Pakistan,41646,134,2
Pakistan,41826,134,2
Pakistan,42005,134,2
Pakistan,41465,134,2
Pakistan,41645,134,2
Pakistan,43305,134,2
Pakistan,44025,134,2
Pakistan,43845,134,2
Pakistan,43665,134,2
Pakistan,43485,134,2
Pakistan,43986,134,2
Pakistan,43625,134,2
Pakistan,43805,134,2
Pakistan,43985,134,2
Pakistan,43445,134,2
Pakistan,44925,134,2
Pakistan,44385,134,2
Pakistan,44745,134,2
Pakistan,44565,134,2
Pakistan,44205,134,2
Pakistan,44894,134,2
Pakistan,44346,134,2
Pakistan,44706,134,2
Pakistan,44526,134,2
Pakistan,44166,134,2
Pakistan,44889,134,2
Pakistan,44888,134,2
Pakistan,44528,134,2
Pakistan,44527,134,2
Pakistan,44890,134,2
Pakistan,44165,134,2
Pakistan,44345,134,2
Pakistan,45284,134,2
Pakistan,45465,134,2
Pakistan,45105,134,2
Pakistan,45285,134,2
Pakistan,45464,134,2
Pakistan,45104,134,2
Pakistan,45825,134,2
Pakistan,46005,134,2
Pakistan,45824,134,2
Pakistan,46004,134,2
Pakistan,45644,134,2
Pakistan,45645,134,2
Pakistan,45805,134,2
Pakistan,45988,134,2
Pakistan,45807,134,2
Pakistan,45806,134,2
Pakistan,45808,134,2
Pakistan,45621,134,2
Pakistan,45801,134,2
Pakistan,45263,134,2
Pakistan,45082,134,2
Pakistan,45262,134,2
Pakistan,45083,134,2
Pakistan,45983,134,2
Pakistan,45802,134,2
Pakistan,45982,134,2
Pakistan,45622,134,2
Pakistan,45981,134,2
Pakistan,45984,134,2
Pakistan,45804,134,2
Pakistan,45803,134,2
Pakistan,45623,134,2
Pakistan,45437,134,2
Pakistan,45257,134,2
Pakistan,45077,134,2
Pakistan,45616,134,2
Pakistan,45797,134,2
Pakistan,45617,134,2
Pakistan,45796,134,2
Pakistan,45619,134,2
Pakistan,45799,134,2
Pakistan,45979,134,2
Pakistan,45618,134,2
Pakistan,45798,134,2
Pakistan,45978,134,2
Pakistan,45620,134,2
Pakistan,45800,134,2
Pakistan,45980,134,2
Pakistan,45439,134,2
Pakistan,45259,134,2
Pakistan,45079,134,2
Pakistan,45438,134,2
Pakistan,45258,134,2
Pakistan,45078,134,2
Pakistan,45611,134,2
Pakistan,45614,134,2
Pakistan,45613,134,2
Pakistan,45612,134,2
Pakistan,45072,134,2
Pakistan,45431,134,2
Pakistan,45251,134,2
Pakistan,45071,134,2
Pakistan,45254,134,2
Pakistan,45074,134,2
Pakistan,45073,134,2
Pakistan,45434,134,2
Pakistan,45795,134,2
Pakistan,45615,134,2
Pakistan,45067,134,2
Pakistan,45068,134,2
Pakistan,45428,134,2
Pakistan,45430,134,2
Pakistan,45250,134,2
Pakistan,45070,134,2
Pakistan,45429,134,2
Pakistan,45249,134,2
Pakistan,45069,134,2
Pakistan,46545,134,2
Pakistan,46365,134,2
Pakistan,46725,134,2
Pakistan,46184,134,2
Pakistan,46724,134,2
Pakistan,46185,134,2
Pakistan,46162,134,2
Pakistan,46163,134,2
Qatar,38764,145,2
Qatar,38765,145,2
Qatar,38766,145,2
Qatar,38767,145,2
Qatar,38768,145,2
Qatar,38944,145,2
Qatar,38945,145,2
Qatar,38946,145,2
Qatar,38947,145,2
Qatar,38948,145,2
Qatar,38949,145,2
Qatar,39126,145,2
Qatar,39127,145,2
Qatar,39128,145,2
Qatar,39129,145,2
Qatar,39130,145,2
Qatar,39131,145,2
Qatar,39132,145,2
Qatar,39306,145,2
Qatar,39307,145,2
Qatar,39308,145,2
Qatar,39309,145,2
Qatar,39310,145,2
Qatar,39311,145,2
Qatar,39312,145,2
Qatar,39313,145,2
Qatar,39488,145,2
Qatar,39489,145,2
Qatar,39490,145,2
Qatar,39491,145,2
Qatar,39492,145,2
Qatar,39493,145,2
Qatar,39494,145,2
Qatar,39495,145,2
Qatar,39670,145,2
Qatar,39671,145,2
Qatar,39672,145,2
Qatar,39673,145,2
Qatar,39674,145,2
Qatar,39675,145,2
Qatar,39676,145,2
Qatar,39851,145,2
Qatar,39852,145,2
Qatar,39853,145,2
Qatar,39854,145,2
Qatar,39855,145,2
Qatar,39856,145,2
Qatar,39857,145,2
Qatar,40033,145,2
Qatar,40034,145,2
Qatar,40035,145,2
Qatar,40036,145,2
Qatar,40037,145,2
Qatar,40038,145,2
Qatar,40039,145,2
Qatar,40216,145,2
Qatar,40217,145,2
Qatar,40218,145,2
Qatar,40219,145,2
Qatar,40220,145,2
Qatar,40398,145,2
Qatar,40399,145,2
Qatar,40400,145,2
Qatar,40577,145,2
Qatar,40578,145,2
Qatar,40579,145,2
Qatar,40580,145,2
Qatar,40757,145,2
Qatar,40758,145,2
Qatar,40759,145,2
Qatar,40760,145,2
Qatar,40936,145,2
Qatar,40937,145,2
Qatar,40938,145,2
Qatar,40939,145,2
Qatar,40940,145,2
Qatar,41116,145,2
Qatar,41117,145,2
Qatar,41118,145,2
Qatar,41119,145,2
Qatar,41296,145,2
Qatar,41297,145,2
Qatar,41298,145,2
Qatar,41299,145,2
Qatar,41460,145,2
Qatar,41461,145,2
Qatar,41462,145,2
Qatar,41463,145,2
Qatar,41464,145,2
Qatar,41465,145,2
Qatar,41466,145,2
Qatar,41475,145,2
Qatar,41476,145,2
Qatar,41477,145,2
Qatar,41478,145,2
Qatar,41479,145,2
Qatar,41480,145,2
Qatar,41481,145,2
Qatar,41642,145,2
Qatar,41643,145,2
Qatar,41644,145,2
Qatar,41645,145,2
Qatar,41646,145,2
Qatar,41655,145,2
Qatar,41656,145,2
Qatar,41657,145,2
Qatar,41658,145,2
Qatar,41659,145,2
Qatar,41660,145,2
Qatar,41661,145,2
Qatar,41823,145,2
Qatar,41824,145,2
Qatar,41825,145,2
Qatar,41826,145,2
Qatar,41834,145,2
Qatar,41835,145,2
Qatar,41836,145,2
Qatar,41837,145,2
Qatar,41838,145,2
Qatar,41839,145,2
Qatar,41840,145,2
Qatar,41841,145,2
Qatar,42003,145,2
Qatar,42004,145,2
Qatar,42005,145,2
Qatar,42006,145,2
Qatar,42014,145,2
Qatar,42015,145,2
Qatar,42016,145,2
Qatar,42017,145,2
Qatar,42018,145,2
Qatar,42019,145,2
Qatar,42020,145,2
Qatar,42021,145,2
Qatar,42184,145,2
Qatar,42185,145,2
Qatar,42186,145,2
Qatar,42193,145,2
Qatar,42194,145,2
Qatar,42195,145,2
Qatar,42196,145,2
Qatar,42197,145,2
Qatar,42198,145,2
Qatar,42199,145,2
Qatar,42200,145,2
Qatar,42201,145,2
Qatar,42363,145,2
Qatar,42364,145,2
Qatar,42365,145,2
Qatar,42366,145,2
Qatar,42373,145,2
Qatar,42374,145,2
Qatar,42375,145,2
Qatar,42376,145,2
Qatar,42377,145,2
Qatar,42378,145,2
Qatar,42379,145,2
Qatar,42380,145,2
Qatar,42381,145,2
Qatar,42543,145,2
Qatar,42544,145,2
Qatar,42545,145,2
Qatar,42546,145,2
Qatar,42552,145,2
Qatar,42553,145,2
Qatar,42554,145,2
Qatar,42555,145,2
Qatar,42556,145,2
Qatar,42557,145,2
Qatar,42558,145,2
Qatar,42559,145,2
Qatar,42560,145,2
Qatar,42561,145,2
Qatar,42724,145,2
Qatar,42725,145,2
Qatar,42726,145,2
Qatar,42727,145,2
Qatar,42730,145,2
Qatar,42731,145,2
Qatar,42732,145,2
Qatar,42733,145,2
Qatar,42734,145,2
Qatar,42735,145,2
Qatar,42736,145,2
Qatar,42737,145,2
Qatar,42738,145,2
Qatar,42739,145,2
Qatar,42740,145,2
Qatar,42741,145,2
Qatar,42905,145,2
Qatar,42906,145,2
Qatar,42907,145,2
Qatar,42909,145,2
Qatar,42910,145,2
Qatar,42911,145,2
Qatar,42912,145,2
Qatar,42913,145,2
Qatar,42914,145,2
Qatar,42915,145,2
Qatar,42916,145,2
Qatar,42917,145,2
Qatar,42918,145,2
Qatar,42919,145,2
Qatar,42920,145,2
Qatar,42921,145,2
Qatar,43085,145,2
Qatar,43086,145,2
Qatar,43087,145,2
Qatar,43088,145,2
Qatar,43089,145,2
Qatar,43090,145,2
Qatar,43091,145,2
Qatar,43092,145,2
Qatar,43093,145,2
Qatar,43094,145,2
Qatar,43095,145,2
Qatar,43096,145,2
Qatar,43097,145,2
Qatar,43098,145,2
Qatar,43099,145,2
Qatar,43100,145,2
Qatar,43101,145,2
Qatar,43265,145,2
Qatar,43266,145,2
Qatar,43267,145,2
Qatar,43268,145,2
Qatar,43269,145,2
Qatar,43270,145,2
Qatar,43271,145,2
Qatar,43272,145,2
Qatar,43273,145,2
Qatar,43274,145,2
Qatar,43275,145,2
Qatar,43276,145,2
Qatar,43277,145,2
Qatar,43278,145,2
Qatar,43279,145,2
Qatar,43280,145,2
Qatar,43281,145,2
Qatar,43445,145,2
Qatar,43446,145,2
Qatar,43447,145,2
Qatar,43448,145,2
Qatar,43449,145,2
Qatar,43450,145,2
Qatar,43451,145,2
Qatar,43452,145,2
Qatar,43453,145,2
Qatar,43454,145,2
Qatar,43455,145,2
Qatar,43456,145,2
Qatar,43457,145,2
Qatar,43458,145,2
Qatar,43459,145,2
Qatar,43460,145,2
Qatar,43461,145,2
Qatar,43625,145,2
Qatar,43626,145,2
Qatar,43627,145,2
Qatar,43628,145,2
Qatar,43629,145,2
Qatar,43630,145,2
Qatar,43631,145,2
Qatar,43632,145,2
Qatar,43633,145,2
Qatar,43634,145,2
Qatar,43635,145,2
Qatar,43636,145,2
Qatar,43637,145,2
Qatar,43638,145,2
Qatar,43639,145,2
Qatar,43640,145,2
Qatar,43641,145,2
Qatar,43805,145,2
Qatar,43806,145,2
Qatar,43807,145,2
Qatar,43808,145,2
Qatar,43809,145,2
Qatar,43810,145,2
Qatar,43811,145,2
Qatar,43812,145,2
Qatar,43813,145,2
Qatar,43814,145,2
Qatar,43815,145,2
Qatar,43816,145,2
Qatar,43817,145,2
Qatar,43818,145,2
Qatar,43819,145,2
Qatar,43820,145,2
Qatar,43821,145,2
Qatar,43985,145,2
Qatar,43986,145,2
Qatar,43987,145,2
Qatar,43988,145,2
Qatar,43989,145,2
Qatar,43990,145,2
Qatar,43991,145,2
Qatar,43992,145,2
Qatar,43993,145,2
Qatar,43994,145,2
Qatar,43995,145,2
Qatar,43996,145,2
Qatar,43997,145,2
Qatar,43998,145,2
Qatar,43999,145,2
Qatar,44000,145,2
Qatar,44001,145,2
Qatar,44165,145,2
Qatar,44166,145,2
Qatar,44167,145,2
Qatar,44168,145,2
Qatar,44169,145,2
Qatar,44170,145,2
Qatar,44171,145,2
Qatar,44172,145,2
Qatar,44173,145,2
Qatar,44174,145,2
Qatar,44175,145,2
Qatar,44176,145,2
Qatar,44345,145,2
Qatar,44346,145,2
Qatar,44347,145,2
Qatar,44348,145,2
Qatar,44349,145,2
Qatar,44350,145,2
Qatar,44351,145,2
Qatar,44352,145,2
Qatar,44353,145,2
Qatar,44354,145,2
Qatar,44355,145,2
Qatar,44356,145,2
Qatar,44526,145,2
Qatar,44527,145,2
Qatar,44528,145,2
Qatar,44529,145,2
Qatar,44530,145,2
Qatar,44531,145,2
Qatar,44532,145,2
Qatar,44533,145,2
Qatar,44534,145,2
Qatar,44535,145,2
Qatar,44536,145,2
Qatar,44706,145,2
Qatar,44707,145,2
Qatar,44708,145,2
Qatar,44709,145,2
Qatar,44710,145,2
Qatar,44711,145,2
Qatar,44712,145,2
Qatar,44713,145,2
Qatar,44714,145,2
Qatar,44715,145,2
Qatar,44716,145,2
Qatar,44888,145,2
Qatar,44889,145,2
Qatar,44890,145,2
Qatar,44891,145,2
Qatar,44892,145,2
Qatar,44893,145,2
Qatar,44894,145,2
Qatar,44895,145,2
Qatar,44896,145,2
Qatar,45067,145,2
Qatar,45068,145,2
Qatar,45069,145,2
Qatar,45070,145,2
Qatar,45071,145,2
Qatar,45249,145,2
Qatar,45250,145,2
Qatar,45251,145,2
Qatar,45428,145,2
Qatar,45429,145,2
Qatar,45430,145,2
Qatar,45431,145,2
Qatar,66361,145,2
Qatar,66362,145,2
Qatar,66363,145,2
Qatar,66398,145,2
Qatar,66399,145,2
Qatar,66400,145,2
Qatar,66436,145,2
Qatar,66468,145,2
Qatar,66469,145,2
Qatar,66470,145,2
Qatar,66471,145,2
Qatar,66472,145,2
Qatar,66473,145,2
Qatar,66505,145,2
Qatar,66506,145,2
Qatar,66507,145,2
Qatar,66508,145,2
Qatar,66509,145,2
Qatar,66541,145,2
Qatar,66542,145,2
Qatar,66543,145,2
Qatar,66544,145,2
Qatar,66545,145,2
Qatar,66577,145,2
Qatar,66578,145,2
Qatar,66579,145,2
Qatar,66580,145,2
Qatar,66614,145,2
Qatar,66615,145,2
Qatar,68161,145,2
Qatar,68162,145,2
Qatar,68163,145,2
Qatar,68198,145,2
Qatar,68199,145,2
Qatar,68200,145,2
Qatar,68232,145,2
Qatar,68233,145,2
Qatar,68234,145,2
Qatar,68235,145,2
Qatar,68236,145,2
Qatar,68237,145,2
Qatar,68269,145,2
Qatar,68270,145,2
Qatar,68271,145,2
Qatar,68272,145,2
Qatar,68273,145,2
Qatar,68306,145,2
Qatar,68307,145,2
Qatar,69073,145,2
Qatar,69074,145,2
Qatar,69091,145,2
Qatar,69092,145,2
Qatar,69108,145,2
Qatar,69109,145,2
Qatar,69110,145,2
Qatar,69111,145,2
Qatar,69127,145,2
Qatar,69128,145,2
Qatar,69129,145,2
Qatar,69145,145,2
Qatar,69146,145,2
Qatar,69523,145,2
Qatar,69524,145,2
Qatar,69540,145,2
Qatar,69541,145,2
Qatar,69542,145,2
Qatar,69543,145,2
Qatar,69559,145,2
Qatar,69560,145,2
Qatar,69561,145,2
Qatar,69763,145,2
Qatar,69743,145,2
Qatar,69744,145,2
Qatar,69761,145,2
Qatar,69762,145,2
Qatar,69745,145,2
Saudi Arabia,38764,156,2
Saudi Arabia,38765,156,2
Saudi Arabia,38766,156,2
Saudi Arabia,38767,156,2
Saudi Arabia,38768,156,2
Saudi Arabia,38944,156,2
Saudi Arabia,38945,156,2
Saudi Arabia,38946,156,2
Saudi Arabia,38947,156,2
Saudi Arabia,38948,156,2
Saudi Arabia,38949,156,2
Saudi Arabia,39126,156,2
Saudi Arabia,39127,156,2
Saudi Arabia,39128,156,2
Saudi Arabia,39129,156,2
Saudi Arabia,39130,156,2
Saudi Arabia,39131,156,2
Saudi Arabia,39132,156,2
Saudi Arabia,39306,156,2
Saudi Arabia,39307,156,2
Saudi Arabia,39308,156,2
Saudi Arabia,39309,156,2
Saudi Arabia,39310,156,2
Saudi Arabia,39311,156,2
Saudi Arabia,39312,156,2
Saudi Arabia,39313,156,2
Saudi Arabia,39488,156,2
Saudi Arabia,39489,156,2
Saudi Arabia,39490,156,2
Saudi Arabia,39491,156,2
Saudi Arabia,39492,156,2
Saudi Arabia,39493,156,2
Saudi Arabia,39494,156,2
Saudi Arabia,39495,156,2
Saudi Arabia,39670,156,2
Saudi Arabia,39671,156,2
Saudi Arabia,39672,156,2
Saudi Arabia,39673,156,2
Saudi Arabia,39674,156,2
Saudi Arabia,39675,156,2
Saudi Arabia,39676,156,2
Saudi Arabia,39851,156,2
Saudi Arabia,39852,156,2
Saudi Arabia,39853,156,2
Saudi Arabia,39854,156,2
Saudi Arabia,39855,156,2
Saudi Arabia,39856,156,2
Saudi Arabia,39857,156,2
Saudi Arabia,40033,156,2
Saudi Arabia,40034,156,2
Saudi Arabia,40035,156,2
Saudi Arabia,40036,156,2
Saudi Arabia,40037,156,2
Saudi Arabia,40038,156,2
Saudi Arabia,40039,156,2
Saudi Arabia,40216,156,2
Saudi Arabia,40217,156,2
Saudi Arabia,40218,156,2
Saudi Arabia,40219,156,2
Saudi Arabia,40220,156,2
Saudi Arabia,40398,156,2
Saudi Arabia,40399,156,2
Saudi Arabia,40400,156,2
Saudi Arabia,40577,156,2
Saudi Arabia,40578,156,2
Saudi Arabia,40579,156,2
Saudi Arabia,40580,156,2
Saudi Arabia,40757,156,2
Saudi Arabia,40758,156,2
Saudi Arabia,40759,156,2
Saudi Arabia,40760,156,2
Saudi Arabia,40936,156,2
Saudi Arabia,40937,156,2
Saudi Arabia,40938,156,2
Saudi Arabia,40939,156,2
Saudi Arabia,40940,156,2
Saudi Arabia,41116,156,2
Saudi Arabia,41117,156,2
Saudi Arabia,41118,156,2
Saudi Arabia,41119,156,2
Saudi Arabia,41296,156,2
Saudi Arabia,41297,156,2
Saudi Arabia,41298,156,2
Saudi Arabia,41299,156,2
Saudi Arabia,41460,156,2
Saudi Arabia,41461,156,2
Saudi Arabia,41462,156,2
Saudi Arabia,41463,156,2
Saudi Arabia,41464,156,2
Saudi Arabia,41465,156,2
Saudi Arabia,41466,156,2
Saudi Arabia,41475,156,2
Saudi Arabia,41476,156,2
Saudi Arabia,41477,156,2
Saudi Arabia,41478,156,2
Saudi Arabia,41479,156,2
Saudi Arabia,41480,156,2
Saudi Arabia,41481,156,2
Saudi Arabia,41642,156,2
Saudi Arabia,41643,156,2
Saudi Arabia,41644,156,2
Saudi Arabia,41645,156,2
Saudi Arabia,41646,156,2
Saudi Arabia,41655,156,2
Saudi Arabia,41656,156,2
Saudi Arabia,41657,156,2
Saudi Arabia,41658,156,2
Saudi Arabia,41659,156,2
Saudi Arabia,41660,156,2
Saudi Arabia,41661,156,2
Saudi Arabia,41823,156,2
Saudi Arabia,41824,156,2
Saudi Arabia,41825,156,2
Saudi Arabia,41826,156,2
Saudi Arabia,41834,156,2
Saudi Arabia,41835,156,2
Saudi Arabia,41836,156,2
Saudi Arabia,41837,156,2
Saudi Arabia,41838,156,2
Saudi Arabia,41839,156,2
Saudi Arabia,41840,156,2
Saudi Arabia,41841,156,2
Saudi Arabia,42003,156,2
Saudi Arabia,42004,156,2
Saudi Arabia,42005,156,2
Saudi Arabia,42006,156,2
Saudi Arabia,42014,156,2
Saudi Arabia,42015,156,2
Saudi Arabia,42016,156,2
Saudi Arabia,42017,156,2
Saudi Arabia,42018,156,2
Saudi Arabia,42019,156,2
Saudi Arabia,42020,156,2
Saudi Arabia,42021,156,2
Saudi Arabia,42184,156,2
Saudi Arabia,42185,156,2
Saudi Arabia,42186,156,2
Saudi Arabia,42193,156,2
Saudi Arabia,42194,156,2
Saudi Arabia,42195,156,2
Saudi Arabia,42196,156,2
Saudi Arabia,42197,156,2
Saudi Arabia,42198,156,2
Saudi Arabia,42199,156,2
Saudi Arabia,42200,156,2
Saudi Arabia,42201,156,2
Saudi Arabia,42363,156,2
Saudi Arabia,42364,156,2
Saudi Arabia,42365,156,2
Saudi Arabia,42366,156,2
Saudi Arabia,42373,156,2
Saudi Arabia,42374,156,2
Saudi Arabia,42375,156,2
Saudi Arabia,42376,156,2
Saudi Arabia,42377,156,2
Saudi Arabia,42378,156,2
Saudi Arabia,42379,156,2
Saudi Arabia,42380,156,2
Saudi Arabia,42381,156,2
Saudi Arabia,42543,156,2
Saudi Arabia,42544,156,2
Saudi Arabia,42545,156,2
Saudi Arabia,42546,156,2
Saudi Arabia,42552,156,2
Saudi Arabia,42553,156,2
Saudi Arabia,42554,156,2
Saudi Arabia,42555,156,2
Saudi Arabia,42556,156,2
Saudi Arabia,42557,156,2
Saudi Arabia,42558,156,2
Saudi Arabia,42559,156,2
Saudi Arabia,42560,156,2
Saudi Arabia,42561,156,2
Saudi Arabia,42724,156,2
Saudi Arabia,42725,156,2
Saudi Arabia,42726,156,2
Saudi Arabia,42727,156,2
Saudi Arabia,42730,156,2
Saudi Arabia,42731,156,2
Saudi Arabia,42732,156,2
Saudi Arabia,42733,156,2
Saudi Arabia,42734,156,2
Saudi Arabia,42735,156,2
Saudi Arabia,42736,156,2
Saudi Arabia,42737,156,2
Saudi Arabia,42738,156,2
Saudi Arabia,42739,156,2
Saudi Arabia,42740,156,2
Saudi Arabia,42741,156,2
Saudi Arabia,42905,156,2
Saudi Arabia,42906,156,2
Saudi Arabia,42907,156,2
Saudi Arabia,42909,156,2
Saudi Arabia,42910,156,2
Saudi Arabia,42911,156,2
Saudi Arabia,42912,156,2
Saudi Arabia,42913,156,2
Saudi Arabia,42914,156,2
Saudi Arabia,42915,156,2
Saudi Arabia,42916,156,2
Saudi Arabia,42917,156,2
Saudi Arabia,42918,156,2
Saudi Arabia,42919,156,2
Saudi Arabia,42920,156,2
Saudi Arabia,42921,156,2
Saudi Arabia,43085,156,2
Saudi Arabia,43086,156,2
Saudi Arabia,43087,156,2
Saudi Arabia,43088,156,2
Saudi Arabia,43089,156,2
Saudi Arabia,43090,156,2
Saudi Arabia,43091,156,2
Saudi Arabia,43092,156,2
Saudi Arabia,43093,156,2
Saudi Arabia,43094,156,2
Saudi Arabia,43095,156,2
Saudi Arabia,43096,156,2
Saudi Arabia,43097,156,2
Saudi Arabia,43098,156,2
Saudi Arabia,43099,156,2
Saudi Arabia,43100,156,2
Saudi Arabia,43101,156,2
Saudi Arabia,43265,156,2
Saudi Arabia,43266,156,2
Saudi Arabia,43267,156,2
Saudi Arabia,43268,156,2
Saudi Arabia,43269,156,2
Saudi Arabia,43270,156,2
Saudi Arabia,43271,156,2
Saudi Arabia,43272,156,2
Saudi Arabia,43273,156,2
Saudi Arabia,43274,156,2
Saudi Arabia,43275,156,2
Saudi Arabia,43276,156,2
Saudi Arabia,43277,156,2
Saudi Arabia,43278,156,2
Saudi Arabia,43279,156,2
Saudi Arabia,43280,156,2
Saudi Arabia,43281,156,2
Saudi Arabia,43445,156,2
Saudi Arabia,43446,156,2
Saudi Arabia,43447,156,2
Saudi Arabia,43448,156,2
Saudi Arabia,43449,156,2
Saudi Arabia,43450,156,2
Saudi Arabia,43451,156,2
Saudi Arabia,43452,156,2
Saudi Arabia,43453,156,2
Saudi Arabia,43454,156,2
Saudi Arabia,43455,156,2
Saudi Arabia,43456,156,2
Saudi Arabia,43457,156,2
Saudi Arabia,43458,156,2
Saudi Arabia,43459,156,2
Saudi Arabia,43460,156,2
Saudi Arabia,43461,156,2
Saudi Arabia,43625,156,2
Saudi Arabia,43626,156,2
Saudi Arabia,43627,156,2
Saudi Arabia,43628,156,2
Saudi Arabia,43629,156,2
Saudi Arabia,43630,156,2
Saudi Arabia,43631,156,2
Saudi Arabia,43632,156,2
Saudi Arabia,43633,156,2
Saudi Arabia,43634,156,2
Saudi Arabia,43635,156,2
Saudi Arabia,43636,156,2
Saudi Arabia,43637,156,2
Saudi Arabia,43638,156,2
Saudi Arabia,43639,156,2
Saudi Arabia,43640,156,2
Saudi Arabia,43641,156,2
Saudi Arabia,43805,156,2
Saudi Arabia,43806,156,2
Saudi Arabia,43807,156,2
Saudi Arabia,43808,156,2
Saudi Arabia,43809,156,2
Saudi Arabia,43810,156,2
Saudi Arabia,43811,156,2
Saudi Arabia,43812,156,2
Saudi Arabia,43813,156,2
Saudi Arabia,43814,156,2
Saudi Arabia,43815,156,2
Saudi Arabia,43816,156,2
Saudi Arabia,43817,156,2
Saudi Arabia,43818,156,2
Saudi Arabia,43819,156,2
Saudi Arabia,43820,156,2
Saudi Arabia,43821,156,2
Saudi Arabia,43985,156,2
Saudi Arabia,43986,156,2
Saudi Arabia,43987,156,2
Saudi Arabia,43988,156,2
Saudi Arabia,43989,156,2
Saudi Arabia,43990,156,2
Saudi Arabia,43991,156,2
Saudi Arabia,43992,156,2
Saudi Arabia,43993,156,2
Saudi Arabia,43994,156,2
Saudi Arabia,43995,156,2
Saudi Arabia,43996,156,2
Saudi Arabia,43997,156,2
Saudi Arabia,43998,156,2
Saudi Arabia,43999,156,2
Saudi Arabia,44000,156,2
Saudi Arabia,44001,156,2
Saudi Arabia,44165,156,2
Saudi Arabia,44166,156,2
Saudi Arabia,44167,156,2
Saudi Arabia,44168,156,2
Saudi Arabia,44169,156,2
Saudi Arabia,44170,156,2
Saudi Arabia,44171,156,2
Saudi Arabia,44172,156,2
Saudi Arabia,44173,156,2
Saudi Arabia,44174,156,2
Saudi Arabia,44175,156,2
Saudi Arabia,44176,156,2
Saudi Arabia,44345,156,2
Saudi Arabia,44346,156,2
Saudi Arabia,44347,156,2
Saudi Arabia,44348,156,2
Saudi Arabia,44349,156,2
Saudi Arabia,44350,156,2
Saudi Arabia,44351,156,2
Saudi Arabia,44352,156,2
Saudi Arabia,44353,156,2
Saudi Arabia,44354,156,2
Saudi Arabia,44355,156,2
Saudi Arabia,44356,156,2
Saudi Arabia,44526,156,2
Saudi Arabia,44527,156,2
Saudi Arabia,44528,156,2
Saudi Arabia,44529,156,2
Saudi Arabia,44530,156,2
Saudi Arabia,44531,156,2
Saudi Arabia,44532,156,2
Saudi Arabia,44533,156,2
Saudi Arabia,44534,156,2
Saudi Arabia,44535,156,2
Saudi Arabia,44536,156,2
Saudi Arabia,44706,156,2
Saudi Arabia,44707,156,2
Saudi Arabia,44708,156,2
Saudi Arabia,44709,156,2
Saudi Arabia,44710,156,2
Saudi Arabia,44711,156,2
Saudi Arabia,44712,156,2
Saudi Arabia,44713,156,2
Saudi Arabia,44714,156,2
Saudi Arabia,44715,156,2
Saudi Arabia,44716,156,2
Saudi Arabia,44888,156,2
Saudi Arabia,44889,156,2
Saudi Arabia,44890,156,2
Saudi Arabia,44891,156,2
Saudi Arabia,44892,156,2
Saudi Arabia,44893,156,2
Saudi Arabia,44894,156,2
Saudi Arabia,44895,156,2
Saudi Arabia,44896,156,2
Saudi Arabia,45067,156,2
Saudi Arabia,45068,156,2
Saudi Arabia,45069,156,2
Saudi Arabia,45070,156,2
