SquareTypeCode,QuadID,Lon,Lat,BigCellTypeID,x,y
1x1,4,29,1,1,-29.5,1.5
1x1,4,30,1,1,-30.5,1.5
1x1,4,31,1,1,-31.5,1.5
1x1,4,32,1,1,-32.5,1.5
1x1,4,33,1,1,-33.5,1.5
1x1,4,34,1,1,-34.5,1.5
1x1,4,35,1,1,-35.5,1.5
1x1,4,36,1,1,-36.5,1.5
1x1,4,37,1,1,-37.5,1.5
1x1,4,38,1,1,-38.5,1.5
1x1,4,39,1,1,-39.5,1.5
1x1,4,40,1,1,-40.5,1.5
1x1,4,41,1,1,-41.5,1.5
1x1,4,42,1,1,-42.5,1.5
1x1,4,43,1,1,-43.5,1.5
1x1,4,44,1,1,-44.5,1.5
1x1,4,45,1,1,-45.5,1.5
1x1,4,47,1,1,-47.5,1.5
1x1,4,49,1,1,-49.5,1.5
1x1,4,0,2,1,-0.5,2.5
1x1,4,1,2,1,-1.5,2.5
1x1,4,2,2,1,-2.5,2.5
1x1,4,3,2,1,-3.5,2.5
1x1,4,4,2,1,-4.5,2.5
1x1,4,5,2,1,-5.5,2.5
1x1,4,6,2,1,-6.5,2.5
1x1,4,7,2,1,-7.5,2.5
1x1,4,8,2,1,-8.5,2.5
1x1,4,9,2,1,-9.5,2.5
1x1,4,10,2,1,-10.5,2.5
1x1,4,11,2,1,-11.5,2.5
1x1,4,12,2,1,-12.5,2.5
1x1,4,13,2,1,-13.5,2.5
1x1,4,14,2,1,-14.5,2.5
1x1,4,15,2,1,-15.5,2.5
1x1,4,16,2,1,-16.5,2.5
1x1,4,17,2,1,-17.5,2.5
1x1,4,18,2,1,-18.5,2.5
1x1,4,19,2,1,-19.5,2.5
1x1,4,20,2,1,-20.5,2.5
1x1,4,21,2,1,-21.5,2.5
1x1,4,22,2,1,-22.5,2.5
1x1,4,23,2,1,-23.5,2.5
1x1,4,24,2,1,-24.5,2.5
1x1,4,25,2,1,-25.5,2.5
1x1,4,26,2,1,-26.5,2.5
1x1,4,27,2,1,-27.5,2.5
1x1,4,28,2,1,-28.5,2.5
1x1,4,29,2,1,-29.5,2.5
1x1,4,30,2,1,-30.5,2.5
1x1,4,31,2,1,-31.5,2.5
1x1,4,32,2,1,-32.5,2.5
1x1,4,33,2,1,-33.5,2.5
1x1,4,34,2,1,-34.5,2.5
1x1,4,35,2,1,-35.5,2.5
1x1,4,36,2,1,-36.5,2.5
1x1,4,37,2,1,-37.5,2.5
1x1,4,38,2,1,-38.5,2.5
1x1,4,39,2,1,-39.5,2.5
1x1,4,40,2,1,-40.5,2.5
1x1,4,41,2,1,-41.5,2.5
1x1,4,42,2,1,-42.5,2.5
1x1,4,43,2,1,-43.5,2.5
1x1,4,44,2,1,-44.5,2.5
1x1,4,45,2,1,-45.5,2.5
1x1,4,46,2,1,-46.5,2.5
1x1,4,47,2,1,-47.5,2.5
1x1,4,51,2,1,-51.5,2.5
1x1,4,0,3,1,-0.5,3.5
1x1,4,1,3,1,-1.5,3.5
1x1,4,2,3,1,-2.5,3.5
1x1,4,3,3,1,-3.5,3.5
1x1,4,4,3,1,-4.5,3.5
1x1,4,5,3,1,-5.5,3.5
1x1,4,6,3,1,-6.5,3.5
1x1,4,7,3,1,-7.5,3.5
1x1,4,8,3,1,-8.5,3.5
1x1,4,9,3,1,-9.5,3.5
1x1,4,10,3,1,-10.5,3.5
1x1,4,11,3,1,-11.5,3.5
1x1,4,12,3,1,-12.5,3.5
1x1,4,13,3,1,-13.5,3.5
1x1,4,14,3,1,-14.5,3.5
1x1,4,15,3,1,-15.5,3.5
1x1,4,16,3,1,-16.5,3.5
1x1,4,17,3,1,-17.5,3.5
1x1,4,18,3,1,-18.5,3.5
1x1,4,19,3,1,-19.5,3.5
1x1,4,20,3,1,-20.5,3.5
1x1,4,21,3,1,-21.5,3.5
1x1,4,22,3,1,-22.5,3.5
1x1,4,23,3,1,-23.5,3.5
1x1,4,24,3,1,-24.5,3.5
1x1,4,25,3,1,-25.5,3.5
1x1,4,26,3,1,-26.5,3.5
1x1,4,27,3,1,-27.5,3.5
1x1,4,28,3,1,-28.5,3.5
1x1,4,29,3,1,-29.5,3.5
1x1,4,30,3,1,-30.5,3.5
1x1,4,31,3,1,-31.5,3.5
1x1,4,32,3,1,-32.5,3.5
1x1,4,33,3,1,-33.5,3.5
1x1,4,34,3,1,-34.5,3.5
1x1,4,35,3,1,-35.5,3.5
1x1,4,36,3,1,-36.5,3.5
1x1,4,37,3,1,-37.5,3.5
1x1,4,38,3,1,-38.5,3.5
1x1,4,39,3,1,-39.5,3.5
1x1,4,40,3,1,-40.5,3.5
1x1,4,41,3,1,-41.5,3.5
1x1,4,42,3,1,-42.5,3.5
1x1,4,43,3,1,-43.5,3.5
1x1,4,44,3,1,-44.5,3.5
1x1,4,45,3,1,-45.5,3.5
1x1,4,46,3,1,-46.5,3.5
1x1,4,47,3,1,-47.5,3.5
1x1,4,48,3,1,-48.5,3.5
1x1,4,0,4,1,-0.5,4.5
1x1,4,1,4,1,-1.5,4.5
1x1,4,2,4,1,-2.5,4.5
1x1,4,3,4,1,-3.5,4.5
1x1,4,4,4,1,-4.5,4.5
1x1,4,5,4,1,-5.5,4.5
1x1,4,6,4,1,-6.5,4.5
1x1,4,7,4,1,-7.5,4.5
1x1,4,8,4,1,-8.5,4.5
1x1,4,9,4,1,-9.5,4.5
1x1,4,10,4,1,-10.5,4.5
1x1,4,11,4,1,-11.5,4.5
1x1,4,12,4,1,-12.5,4.5
1x1,4,13,4,1,-13.5,4.5
1x1,4,14,4,1,-14.5,4.5
1x1,4,15,4,1,-15.5,4.5
1x1,4,16,4,1,-16.5,4.5
1x1,4,17,4,1,-17.5,4.5
1x1,4,18,4,1,-18.5,4.5
1x1,4,19,4,1,-19.5,4.5
1x1,4,20,4,1,-20.5,4.5
1x1,4,21,4,1,-21.5,4.5
1x1,4,22,4,1,-22.5,4.5
1x1,4,23,4,1,-23.5,4.5
1x1,4,24,4,1,-24.5,4.5
1x1,4,25,4,1,-25.5,4.5
1x1,4,26,4,1,-26.5,4.5
1x1,4,27,4,1,-27.5,4.5
1x1,4,28,4,1,-28.5,4.5
1x1,4,29,4,1,-29.5,4.5
1x1,4,30,4,1,-30.5,4.5
1x1,4,31,4,1,-31.5,4.5
1x1,4,32,4,1,-32.5,4.5
1x1,4,33,4,1,-33.5,4.5
1x1,4,34,4,1,-34.5,4.5
1x1,4,35,4,1,-35.5,4.5
1x1,4,36,4,1,-36.5,4.5
1x1,4,37,4,1,-37.5,4.5
1x1,4,38,4,1,-38.5,4.5
1x1,4,39,4,1,-39.5,4.5
1x1,4,40,4,1,-40.5,4.5
1x1,4,41,4,1,-41.5,4.5
1x1,4,42,4,1,-42.5,4.5
1x1,4,43,4,1,-43.5,4.5
1x1,4,44,4,1,-44.5,4.5
1x1,4,45,4,1,-45.5,4.5
1x1,4,46,4,1,-46.5,4.5
1x1,4,47,4,1,-47.5,4.5
1x1,4,48,4,1,-48.5,4.5
1x1,4,49,4,1,-49.5,4.5
1x1,4,50,4,1,-50.5,4.5
1x1,4,51,4,1,-51.5,4.5
1x1,4,52,4,1,-52.5,4.5
1x1,4,54,4,1,-54.5,4.5
1x1,4,55,4,1,-55.5,4.5
1x1,4,0,5,1,-0.5,5.5
1x1,4,1,5,1,-1.5,5.5
1x1,4,2,5,1,-2.5,5.5
1x1,4,3,5,1,-3.5,5.5
1x1,4,4,5,1,-4.5,5.5
1x1,4,5,5,1,-5.5,5.5
1x1,4,6,5,1,-6.5,5.5
1x1,4,7,5,1,-7.5,5.5
1x1,4,8,5,1,-8.5,5.5
1x1,4,9,5,1,-9.5,5.5
1x1,4,10,5,1,-10.5,5.5
1x1,4,11,5,1,-11.5,5.5
1x1,4,12,5,1,-12.5,5.5
1x1,4,13,5,1,-13.5,5.5
1x1,4,14,5,1,-14.5,5.5
1x1,4,15,5,1,-15.5,5.5
1x1,4,16,5,1,-16.5,5.5
1x1,4,17,5,1,-17.5,5.5
1x1,4,18,5,1,-18.5,5.5
1x1,4,19,5,1,-19.5,5.5
1x1,4,20,5,1,-20.5,5.5
1x1,4,21,5,1,-21.5,5.5
1x1,4,22,5,1,-22.5,5.5
1x1,4,23,5,1,-23.5,5.5
1x1,4,24,5,1,-24.5,5.5
1x1,4,25,5,1,-25.5,5.5
1x1,4,26,5,1,-26.5,5.5
1x1,4,27,5,1,-27.5,5.5
1x1,4,28,5,1,-28.5,5.5
1x1,4,29,5,1,-29.5,5.5
1x1,4,30,5,1,-30.5,5.5
1x1,4,31,5,1,-31.5,5.5
1x1,4,32,5,1,-32.5,5.5
1x1,4,33,5,1,-33.5,5.5
1x1,4,34,5,1,-34.5,5.5
1x1,4,35,5,1,-35.5,5.5
1x1,4,36,5,1,-36.5,5.5
1x1,4,37,5,1,-37.5,5.5
1x1,4,38,5,1,-38.5,5.5
1x1,4,39,5,1,-39.5,5.5
1x1,4,40,5,1,-40.5,5.5
1x1,4,41,5,1,-41.5,5.5
1x1,4,42,5,1,-42.5,5.5
1x1,4,43,5,1,-43.5,5.5
1x1,4,44,5,1,-44.5,5.5
1x1,4,45,5,1,-45.5,5.5
1x1,4,46,5,1,-46.5,5.5
1x1,4,47,5,1,-47.5,5.5
1x1,4,48,5,1,-48.5,5.5
1x1,4,49,5,1,-49.5,5.5
1x1,4,50,5,1,-50.5,5.5
1x1,4,51,5,1,-51.5,5.5
1x1,4,52,5,1,-52.5,5.5
1x1,4,53,5,1,-53.5,5.5
1x1,4,54,5,1,-54.5,5.5
1x1,4,55,5,1,-55.5,5.5
1x1,4,56,5,1,-56.5,5.5
1x1,4,57,5,1,-57.5,5.5
1x1,4,58,5,1,-58.5,5.5
1x1,4,59,5,1,-59.5,5.5
1x1,4,70,5,1,-70.5,5.5
1x1,4,72,5,1,-72.5,5.5
1x1,4,82,5,1,-82.5,5.5
1x1,4,83,5,1,-83.5,5.5
1x1,4,84,5,1,-84.5,5.5
1x1,4,86,5,1,-86.5,5.5
1x1,4,0,6,1,-0.5,6.5
1x1,4,3,6,1,-3.5,6.5
1x1,4,6,6,1,-6.5,6.5
1x1,4,9,6,1,-9.5,6.5
1x1,4,10,6,1,-10.5,6.5
1x1,4,11,6,1,-11.5,6.5
1x1,4,12,6,1,-12.5,6.5
1x1,4,13,6,1,-13.5,6.5
1x1,4,14,6,1,-14.5,6.5
1x1,4,15,6,1,-15.5,6.5
1x1,4,16,6,1,-16.5,6.5
1x1,4,17,6,1,-17.5,6.5
1x1,4,18,6,1,-18.5,6.5
1x1,4,19,6,1,-19.5,6.5
1x1,4,20,6,1,-20.5,6.5
1x1,4,21,6,1,-21.5,6.5
1x1,4,22,6,1,-22.5,6.5
1x1,4,23,6,1,-23.5,6.5
1x1,4,24,6,1,-24.5,6.5
1x1,4,25,6,1,-25.5,6.5
1x1,4,26,6,1,-26.5,6.5
1x1,4,27,6,1,-27.5,6.5
1x1,4,28,6,1,-28.5,6.5
1x1,4,29,6,1,-29.5,6.5
1x1,4,30,6,1,-30.5,6.5
1x1,4,31,6,1,-31.5,6.5
1x1,4,32,6,1,-32.5,6.5
1x1,4,33,6,1,-33.5,6.5
1x1,4,34,6,1,-34.5,6.5
1x1,4,35,6,1,-35.5,6.5
1x1,4,36,6,1,-36.5,6.5
1x1,4,37,6,1,-37.5,6.5
1x1,4,38,6,1,-38.5,6.5
1x1,4,39,6,1,-39.5,6.5
1x1,4,40,6,1,-40.5,6.5
1x1,4,41,6,1,-41.5,6.5
1x1,4,42,6,1,-42.5,6.5
1x1,4,43,6,1,-43.5,6.5
1x1,4,44,6,1,-44.5,6.5
1x1,4,45,6,1,-45.5,6.5
1x1,4,46,6,1,-46.5,6.5
1x1,4,47,6,1,-47.5,6.5
1x1,4,48,6,1,-48.5,6.5
1x1,4,49,6,1,-49.5,6.5
1x1,4,50,6,1,-50.5,6.5
1x1,4,51,6,1,-51.5,6.5
1x1,4,52,6,1,-52.5,6.5
1x1,4,53,6,1,-53.5,6.5
1x1,4,54,6,1,-54.5,6.5
1x1,4,55,6,1,-55.5,6.5
1x1,4,56,6,1,-56.5,6.5
1x1,4,57,6,1,-57.5,6.5
1x1,4,58,6,1,-58.5,6.5
1x1,4,59,6,1,-59.5,6.5
1x1,4,60,6,1,-60.5,6.5
1x1,4,61,6,1,-61.5,6.5
1x1,4,62,6,1,-62.5,6.5
1x1,4,65,6,1,-65.5,6.5
1x1,4,79,6,1,-79.5,6.5
1x1,4,80,6,1,-80.5,6.5
1x1,4,81,6,1,-81.5,6.5
1x1,4,83,6,1,-83.5,6.5
1x1,4,84,6,1,-84.5,6.5
1x1,4,86,6,1,-86.5,6.5
1x1,4,10,7,1,-10.5,7.5
1x1,4,12,7,1,-12.5,7.5
1x1,4,13,7,1,-13.5,7.5
1x1,4,14,7,1,-14.5,7.5
1x1,4,15,7,1,-15.5,7.5
1x1,4,16,7,1,-16.5,7.5
1x1,4,17,7,1,-17.5,7.5
1x1,4,18,7,1,-18.5,7.5
1x1,4,19,7,1,-19.5,7.5
1x1,4,20,7,1,-20.5,7.5
1x1,4,21,7,1,-21.5,7.5
1x1,4,22,7,1,-22.5,7.5
1x1,4,23,7,1,-23.5,7.5
1x1,4,24,7,1,-24.5,7.5
1x1,4,25,7,1,-25.5,7.5
1x1,4,26,7,1,-26.5,7.5
1x1,4,27,7,1,-27.5,7.5
1x1,4,28,7,1,-28.5,7.5
1x1,4,29,7,1,-29.5,7.5
1x1,4,30,7,1,-30.5,7.5
1x1,4,31,7,1,-31.5,7.5
1x1,4,32,7,1,-32.5,7.5
1x1,4,33,7,1,-33.5,7.5
1x1,4,34,7,1,-34.5,7.5
1x1,4,35,7,1,-35.5,7.5
1x1,4,36,7,1,-36.5,7.5
1x1,4,37,7,1,-37.5,7.5
1x1,4,38,7,1,-38.5,7.5
1x1,4,39,7,1,-39.5,7.5
1x1,4,40,7,1,-40.5,7.5
1x1,4,41,7,1,-41.5,7.5
1x1,4,42,7,1,-42.5,7.5
1x1,4,43,7,1,-43.5,7.5
1x1,4,44,7,1,-44.5,7.5
1x1,4,45,7,1,-45.5,7.5
1x1,4,46,7,1,-46.5,7.5
1x1,4,47,7,1,-47.5,7.5
1x1,4,48,7,1,-48.5,7.5
1x1,4,49,7,1,-49.5,7.5
1x1,4,50,7,1,-50.5,7.5
1x1,4,51,7,1,-51.5,7.5
1x1,4,52,7,1,-52.5,7.5
1x1,4,53,7,1,-53.5,7.5
1x1,4,54,7,1,-54.5,7.5
1x1,4,55,7,1,-55.5,7.5
1x1,4,56,7,1,-56.5,7.5
1x1,4,57,7,1,-57.5,7.5
1x1,4,58,7,1,-58.5,7.5
1x1,4,61,7,1,-61.5,7.5
1x1,4,63,7,1,-63.5,7.5
1x1,4,65,7,1,-65.5,7.5
1x1,4,66,7,1,-66.5,7.5
1x1,4,78,7,1,-78.5,7.5
1x1,4,81,7,1,-81.5,7.5
1x1,4,83,7,1,-83.5,7.5
1x1,4,84,7,1,-84.5,7.5
1x1,4,86,7,1,-86.5,7.5
1x1,4,0,8,1,-0.5,8.5
1x1,4,5,8,1,-5.5,8.5
1x1,4,8,8,1,-8.5,8.5
1x1,4,9,8,1,-9.5,8.5
1x1,4,10,8,1,-10.5,8.5
1x1,4,12,8,1,-12.5,8.5
1x1,4,13,8,1,-13.5,8.5
1x1,4,14,8,1,-14.5,8.5
1x1,4,15,8,1,-15.5,8.5
1x1,4,16,8,1,-16.5,8.5
1x1,4,17,8,1,-17.5,8.5
1x1,4,18,8,1,-18.5,8.5
1x1,4,19,8,1,-19.5,8.5
1x1,4,20,8,1,-20.5,8.5
1x1,4,21,8,1,-21.5,8.5
1x1,4,22,8,1,-22.5,8.5
1x1,4,23,8,1,-23.5,8.5
1x1,4,24,8,1,-24.5,8.5
1x1,4,25,8,1,-25.5,8.5
1x1,4,26,8,1,-26.5,8.5
1x1,4,27,8,1,-27.5,8.5
1x1,4,28,8,1,-28.5,8.5
1x1,4,29,8,1,-29.5,8.5
1x1,4,30,8,1,-30.5,8.5
1x1,4,31,8,1,-31.5,8.5
1x1,4,32,8,1,-32.5,8.5
1x1,4,33,8,1,-33.5,8.5
1x1,4,34,8,1,-34.5,8.5
1x1,4,35,8,1,-35.5,8.5
1x1,4,36,8,1,-36.5,8.5
1x1,4,37,8,1,-37.5,8.5
1x1,4,38,8,1,-38.5,8.5
1x1,4,39,8,1,-39.5,8.5
1x1,4,40,8,1,-40.5,8.5
1x1,4,41,8,1,-41.5,8.5
1x1,4,42,8,1,-42.5,8.5
1x1,4,43,8,1,-43.5,8.5
1x1,4,44,8,1,-44.5,8.5
1x1,4,45,8,1,-45.5,8.5
1x1,4,46,8,1,-46.5,8.5
1x1,4,47,8,1,-47.5,8.5
1x1,4,48,8,1,-48.5,8.5
1x1,4,49,8,1,-49.5,8.5
1x1,4,50,8,1,-50.5,8.5
1x1,4,51,8,1,-51.5,8.5
1x1,4,52,8,1,-52.5,8.5
1x1,4,53,8,1,-53.5,8.5
1x1,4,54,8,1,-54.5,8.5
1x1,4,55,8,1,-55.5,8.5
1x1,4,56,8,1,-56.5,8.5
1x1,4,57,8,1,-57.5,8.5
1x1,4,58,8,1,-58.5,8.5
1x1,4,59,8,1,-59.5,8.5
1x1,4,60,8,1,-60.5,8.5
1x1,4,62,8,1,-62.5,8.5
1x1,4,64,8,1,-64.5,8.5
1x1,4,65,8,1,-65.5,8.5
1x1,4,67,8,1,-67.5,8.5
1x1,4,78,8,1,-78.5,8.5
1x1,4,84,8,1,-84.5,8.5
1x1,4,85,8,1,-85.5,8.5
1x1,4,86,8,1,-86.5,8.5
1x1,4,1,9,1,-1.5,9.5
1x1,4,4,9,1,-4.5,9.5
1x1,4,5,9,1,-5.5,9.5
1x1,4,9,9,1,-9.5,9.5
1x1,4,10,9,1,-10.5,9.5
1x1,4,12,9,1,-12.5,9.5
1x1,4,13,9,1,-13.5,9.5
1x1,4,14,9,1,-14.5,9.5
1x1,4,15,9,1,-15.5,9.5
1x1,4,16,9,1,-16.5,9.5
1x1,4,17,9,1,-17.5,9.5
1x1,4,18,9,1,-18.5,9.5
1x1,4,19,9,1,-19.5,9.5
1x1,4,20,9,1,-20.5,9.5
1x1,4,21,9,1,-21.5,9.5
1x1,4,22,9,1,-22.5,9.5
1x1,4,23,9,1,-23.5,9.5
1x1,4,24,9,1,-24.5,9.5
1x1,4,25,9,1,-25.5,9.5
1x1,4,26,9,1,-26.5,9.5
1x1,4,27,9,1,-27.5,9.5
1x1,4,28,9,1,-28.5,9.5
1x1,4,29,9,1,-29.5,9.5
1x1,4,30,9,1,-30.5,9.5
1x1,4,31,9,1,-31.5,9.5
1x1,4,32,9,1,-32.5,9.5
1x1,4,33,9,1,-33.5,9.5
1x1,4,34,9,1,-34.5,9.5
1x1,4,35,9,1,-35.5,9.5
1x1,4,36,9,1,-36.5,9.5
1x1,4,37,9,1,-37.5,9.5
1x1,4,38,9,1,-38.5,9.5
1x1,4,39,9,1,-39.5,9.5
1x1,4,40,9,1,-40.5,9.5
1x1,4,41,9,1,-41.5,9.5
1x1,4,42,9,1,-42.5,9.5
1x1,4,43,9,1,-43.5,9.5
1x1,4,44,9,1,-44.5,9.5
1x1,4,45,9,1,-45.5,9.5
1x1,4,46,9,1,-46.5,9.5
1x1,4,47,9,1,-47.5,9.5
1x1,4,48,9,1,-48.5,9.5
1x1,4,49,9,1,-49.5,9.5
1x1,4,50,9,1,-50.5,9.5
1x1,4,51,9,1,-51.5,9.5
1x1,4,52,9,1,-52.5,9.5
1x1,4,53,9,1,-53.5,9.5
1x1,4,54,9,1,-54.5,9.5
1x1,4,55,9,1,-55.5,9.5
1x1,4,56,9,1,-56.5,9.5
1x1,4,57,9,1,-57.5,9.5
1x1,4,58,9,1,-58.5,9.5
1x1,4,59,9,1,-59.5,9.5
1x1,4,60,9,1,-60.5,9.5
1x1,4,61,9,1,-61.5,9.5
1x1,4,64,9,1,-64.5,9.5
1x1,4,65,9,1,-65.5,9.5
1x1,4,66,9,1,-66.5,9.5
1x1,4,67,9,1,-67.5,9.5
1x1,4,78,9,1,-78.5,9.5
1x1,4,79,9,1,-79.5,9.5
1x1,4,80,9,1,-80.5,9.5
1x1,4,81,9,1,-81.5,9.5
1x1,4,84,9,1,-84.5,9.5
1x1,4,85,9,1,-85.5,9.5
1x1,4,87,9,1,-87.5,9.5
1x1,4,5,10,1,-5.5,10.5
1x1,4,8,10,1,-8.5,10.5
1x1,4,10,10,1,-10.5,10.5
1x1,4,11,10,1,-11.5,10.5
1x1,4,12,10,1,-12.5,10.5
1x1,4,13,10,1,-13.5,10.5
1x1,4,14,10,1,-14.5,10.5
1x1,4,15,10,1,-15.5,10.5
1x1,4,16,10,1,-16.5,10.5
1x1,4,17,10,1,-17.5,10.5
1x1,4,18,10,1,-18.5,10.5
1x1,4,19,10,1,-19.5,10.5
1x1,4,20,10,1,-20.5,10.5
1x1,4,21,10,1,-21.5,10.5
1x1,4,22,10,1,-22.5,10.5
1x1,4,23,10,1,-23.5,10.5
1x1,4,24,10,1,-24.5,10.5
1x1,4,25,10,1,-25.5,10.5
1x1,4,26,10,1,-26.5,10.5
1x1,4,27,10,1,-27.5,10.5
1x1,4,28,10,1,-28.5,10.5
1x1,4,29,10,1,-29.5,10.5
1x1,4,30,10,1,-30.5,10.5
1x1,4,31,10,1,-31.5,10.5
1x1,4,32,10,1,-32.5,10.5
1x1,4,33,10,1,-33.5,10.5
1x1,4,34,10,1,-34.5,10.5
1x1,4,35,10,1,-35.5,10.5
1x1,4,36,10,1,-36.5,10.5
1x1,4,37,10,1,-37.5,10.5
1x1,4,38,10,1,-38.5,10.5
1x1,4,39,10,1,-39.5,10.5
1x1,4,40,10,1,-40.5,10.5
1x1,4,41,10,1,-41.5,10.5
1x1,4,42,10,1,-42.5,10.5
1x1,4,43,10,1,-43.5,10.5
1x1,4,44,10,1,-44.5,10.5
1x1,4,45,10,1,-45.5,10.5
1x1,4,46,10,1,-46.5,10.5
1x1,4,47,10,1,-47.5,10.5
1x1,4,48,10,1,-48.5,10.5
1x1,4,49,10,1,-49.5,10.5
1x1,4,50,10,1,-50.5,10.5
1x1,4,51,10,1,-51.5,10.5
1x1,4,52,10,1,-52.5,10.5
1x1,4,53,10,1,-53.5,10.5
1x1,4,54,10,1,-54.5,10.5
1x1,4,55,10,1,-55.5,10.5
1x1,4,56,10,1,-56.5,10.5
1x1,4,57,10,1,-57.5,10.5
1x1,4,58,10,1,-58.5,10.5
1x1,4,59,10,1,-59.5,10.5
1x1,4,60,10,1,-60.5,10.5
1x1,4,61,10,1,-61.5,10.5
1x1,4,62,10,1,-62.5,10.5
1x1,4,63,10,1,-63.5,10.5
1x1,4,64,10,1,-64.5,10.5
1x1,4,65,10,1,-65.5,10.5
1x1,4,66,10,1,-66.5,10.5
1x1,4,67,10,1,-67.5,10.5
1x1,4,68,10,1,-68.5,10.5
1x1,4,69,10,1,-69.5,10.5
1x1,4,71,10,1,-71.5,10.5
1x1,4,73,10,1,-73.5,10.5
1x1,4,76,10,1,-76.5,10.5
1x1,4,77,10,1,-77.5,10.5
1x1,4,78,10,1,-78.5,10.5
1x1,4,79,10,1,-79.5,10.5
1x1,4,81,10,1,-81.5,10.5
1x1,4,82,10,1,-82.5,10.5
1x1,4,83,10,1,-83.5,10.5
1x1,4,84,10,1,-84.5,10.5
1x1,4,85,10,1,-85.5,10.5
1x1,4,86,10,1,-86.5,10.5
1x1,4,0,11,1,-0.5,11.5
1x1,4,5,11,1,-5.5,11.5
1x1,4,7,11,1,-7.5,11.5
1x1,4,8,11,1,-8.5,11.5
1x1,4,10,11,1,-10.5,11.5
1x1,4,11,11,1,-11.5,11.5
1x1,4,12,11,1,-12.5,11.5
1x1,4,13,11,1,-13.5,11.5
1x1,4,14,11,1,-14.5,11.5
1x1,4,15,11,1,-15.5,11.5
1x1,4,16,11,1,-16.5,11.5
1x1,4,17,11,1,-17.5,11.5
1x1,4,18,11,1,-18.5,11.5
1x1,4,19,11,1,-19.5,11.5
1x1,4,20,11,1,-20.5,11.5
1x1,4,21,11,1,-21.5,11.5
1x1,4,22,11,1,-22.5,11.5
1x1,4,23,11,1,-23.5,11.5
1x1,4,24,11,1,-24.5,11.5
1x1,4,25,11,1,-25.5,11.5
1x1,4,26,11,1,-26.5,11.5
1x1,4,27,11,1,-27.5,11.5
1x1,4,28,11,1,-28.5,11.5
1x1,4,29,11,1,-29.5,11.5
1x1,4,30,11,1,-30.5,11.5
1x1,4,31,11,1,-31.5,11.5
1x1,4,32,11,1,-32.5,11.5
1x1,4,33,11,1,-33.5,11.5
1x1,4,34,11,1,-34.5,11.5
1x1,4,35,11,1,-35.5,11.5
1x1,4,36,11,1,-36.5,11.5
1x1,4,37,11,1,-37.5,11.5
1x1,4,38,11,1,-38.5,11.5
1x1,4,39,11,1,-39.5,11.5
1x1,4,40,11,1,-40.5,11.5
1x1,4,41,11,1,-41.5,11.5
1x1,4,42,11,1,-42.5,11.5
1x1,4,43,11,1,-43.5,11.5
1x1,4,44,11,1,-44.5,11.5
1x1,4,45,11,1,-45.5,11.5
1x1,4,46,11,1,-46.5,11.5
1x1,4,47,11,1,-47.5,11.5
1x1,4,48,11,1,-48.5,11.5
1x1,4,49,11,1,-49.5,11.5
1x1,4,50,11,1,-50.5,11.5
1x1,4,51,11,1,-51.5,11.5
1x1,4,52,11,1,-52.5,11.5
1x1,4,53,11,1,-53.5,11.5
1x1,4,54,11,1,-54.5,11.5
1x1,4,55,11,1,-55.5,11.5
1x1,4,56,11,1,-56.5,11.5
1x1,4,57,11,1,-57.5,11.5
1x1,4,58,11,1,-58.5,11.5
1x1,4,59,11,1,-59.5,11.5
1x1,4,60,11,1,-60.5,11.5
1x1,4,61,11,1,-61.5,11.5
1x1,4,62,11,1,-62.5,11.5
1x1,4,63,11,1,-63.5,11.5
1x1,4,64,11,1,-64.5,11.5
1x1,4,65,11,1,-65.5,11.5
1x1,4,66,11,1,-66.5,11.5
1x1,4,67,11,1,-67.5,11.5
1x1,4,68,11,1,-68.5,11.5
1x1,4,69,11,1,-69.5,11.5
1x1,4,70,11,1,-70.5,11.5
1x1,4,71,11,1,-71.5,11.5
1x1,4,72,11,1,-72.5,11.5
1x1,4,73,11,1,-73.5,11.5
1x1,4,74,11,1,-74.5,11.5
1x1,4,75,11,1,-75.5,11.5
1x1,4,76,11,1,-76.5,11.5
1x1,4,77,11,1,-77.5,11.5
1x1,4,78,11,1,-78.5,11.5
1x1,4,79,11,1,-79.5,11.5
1x1,4,80,11,1,-80.5,11.5
1x1,4,81,11,1,-81.5,11.5
1x1,4,82,11,1,-82.5,11.5
1x1,4,83,11,1,-83.5,11.5
1x1,4,84,11,1,-84.5,11.5
1x1,4,85,11,1,-85.5,11.5
1x1,4,86,11,1,-86.5,11.5
1x1,4,87,11,1,-87.5,11.5
1x1,4,88,11,1,-88.5,11.5
1x1,4,6,12,1,-6.5,12.5
1x1,4,10,12,1,-10.5,12.5
1x1,4,11,12,1,-11.5,12.5
1x1,4,12,12,1,-12.5,12.5
1x1,4,13,12,1,-13.5,12.5
1x1,4,14,12,1,-14.5,12.5
1x1,4,15,12,1,-15.5,12.5
1x1,4,16,12,1,-16.5,12.5
1x1,4,17,12,1,-17.5,12.5
1x1,4,18,12,1,-18.5,12.5
1x1,4,19,12,1,-19.5,12.5
1x1,4,20,12,1,-20.5,12.5
1x1,4,21,12,1,-21.5,12.5
1x1,4,22,12,1,-22.5,12.5
1x1,4,23,12,1,-23.5,12.5
1x1,4,24,12,1,-24.5,12.5
1x1,4,25,12,1,-25.5,12.5
1x1,4,26,12,1,-26.5,12.5
1x1,4,27,12,1,-27.5,12.5
1x1,4,28,12,1,-28.5,12.5
1x1,4,29,12,1,-29.5,12.5
